# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-07-02
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,ICCC,2026-07-01,DarvasBox,11.00,2.29x,50.9,Box:[9.29-10.75] Ht:13.6% Vol:2.29x Boxes:3 Stop:9.29
2,SCHL,2026-06-26,DarvasBox,46.01,2.31x,46.1,Box:[41.05-44.54] Ht:7.8% Vol:2.31x Boxes:7 Stop:41.05
3,PGC,2026-06-26,DarvasBox,47.99,4.23x,65.3,Box:[43.44-46.57] Ht:6.7% Vol:4.23x Boxes:5 Stop:43.44
4,EXEL,2026-06-26,DarvasBox,54.77,2.75x,50.5,Box:[50.80-53.93] Ht:5.8% Vol:2.75x Boxes:9 Stop:50.80
5,TRIN,2026-06-29,CupHandle,17.73,1.90x,49.0,Depth:18.2% Handle:6.2% Vol:1.90x Target:20.87
6,UFCS,2026-06-26,DarvasBox,52.55,4.50x,68.0,Box:[43.01-49.94] Ht:13.9% Vol:4.50x Boxes:5 Stop:43.01
7,DGII,2026-06-29,DarvasBox,73.23,1.66x,44.6,Box:[63.15-70.79] Ht:10.8% Vol:1.66x Boxes:8 Stop:63.15
8,FDIF,2026-06-30,DarvasBox,40.47,2.76x,55.6,Box:[37.38-39.78] Ht:6.0% Vol:2.76x Boxes:9 Stop:37.38
9,AGYS,2026-06-18,CupHandle,87.51,1.66x,36.6,Depth:23.1% Handle:8.2% Vol:1.66x Target:106.01
10,RAAQ,2026-07-01,DarvasBox,13.42,4.24x,70.4,Box:[10.36-12.10] Ht:14.4% Vol:4.24x Boxes:1 Stop:10.36
11,FCAP,2026-06-18,CupHandle,63.00,1.60x,36.0,Depth:25.1% Handle:5.8% Vol:1.60x Target:78.40
12,MDRR,2026-06-30,CupHandle,11.65,7.44x,80.0,Depth:16.5% Handle:7.5% Vol:7.44x Target:13.52
13,HQY,2026-06-26,CupHandle,88.46,2.31x,48.1,Depth:20.6% Handle:1.5% Vol:2.31x Target:107.31
14,CIVB,2026-06-26,DarvasBox,28.67,8.28x,73.0,Box:[24.17-28.31] Ht:14.6% Vol:8.28x Boxes:4 Stop:24.17
15,FRAF,2026-07-01,DarvasBox,63.84,3.33x,61.3,Box:[58.63-62.84] Ht:6.7% Vol:3.33x Boxes:6 Stop:58.63
16,ARWR,2026-06-18,CupHandle,81.82,2.38x,43.8,Depth:29.6% Handle:5.4% Vol:2.38x Target:104.56
17,ICFI,2026-06-29,CupHandle,74.49,1.61x,46.1,Depth:18.6% Handle:5.5% Vol:1.61x Target:87.91
18,KINS,2026-06-26,CupHandle,18.19,5.20x,75.0,Depth:16.2% Handle:0.0% Vol:5.20x Target:20.86
19,HUBG,2026-06-26,CupHandle,43.75,2.30x,48.0,Depth:25.4% Handle:2.7% Vol:2.30x Target:54.94
20,TAX,2026-07-01,DarvasBox,31.39,4.07x,68.7,Box:[29.64-31.02] Ht:4.4% Vol:4.07x Boxes:3 Stop:29.64
