# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-08-14
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,NESR,2026-08-10,DarvasBox,35.79,4.39x,71.9,Box:[26.21-30.31] Ht:13.5% Vol:4.39x Boxes:6 Stop:26.21
2,UIVM,2026-07-30,DarvasBox,76.22,2.06x,38.6,Box:[70.92-74.45] Ht:4.7% Vol:2.06x Boxes:9 Stop:70.92
3,ASMB,2026-08-13,CupHandle,29.95,5.15x,80.0,Depth:19.1% Handle:7.0% Vol:5.15x Target:35.10
4,NHPBP,2026-08-06,DarvasBox,25.15,202.76x,73.0,Box:[22.16-23.06] Ht:3.9% Vol:202.76x Boxes:7 Stop:22.16
5,CARL,2026-08-03,CupHandle,12.93,1.42x,34.2,Depth:25.1% Handle:0.3% Vol:1.42x Target:15.78
6,GRIN,2026-08-03,CupHandle,31.80,118.89x,70.0,Depth:16.5% Handle:0.0% Vol:118.89x Target:36.98
7,RNW,2026-08-11,CupHandle,6.85,19.04x,80.0,Depth:29.0% Handle:1.7% Vol:19.04x Target:8.64
8,IMVT,2026-08-12,DarvasBox,42.60,2.01x,48.1,Box:[37.91-41.23] Ht:8.1% Vol:2.01x Boxes:4 Stop:37.91
9,POET,2026-08-06,CupHandle,8.53,1.53x,40.3,Depth:29.8% Handle:0.2% Vol:1.53x Target:10.60
10,HLIT,2026-08-12,CupHandle,12.00,2.29x,52.9,Depth:24.8% Handle:11.8% Vol:2.29x Target:14.79
11,VFLO,2026-07-28,DarvasBox,49.56,1.84x,36.4,Box:[44.80-48.24] Ht:7.1% Vol:1.84x Boxes:11 Stop:44.80
12,SIFY,2026-08-11,CupHandle,15.54,1.95x,49.5,Depth:19.1% Handle:1.8% Vol:1.95x Target:18.37
13,BULL,2026-08-11,CupHandle,7.57,1.74x,47.4,Depth:25.8% Handle:9.9% Vol:1.74x Target:9.44
14,FRBA,2026-07-28,DarvasBox,18.87,1.90x,37.0,Box:[16.97-18.19] Ht:6.7% Vol:1.90x Boxes:7 Stop:16.97
15,ETON,2026-08-14,DarvasBox,58.86,4.18x,69.8,Box:[43.49-50.18] Ht:13.3% Vol:4.18x Boxes:4 Stop:43.49
16,ROBO,2026-08-05,CupHandle,84.37,1.75x,42.5,Depth:16.7% Handle:0.4% Vol:1.75x Target:97.47
17,RFDI,2026-07-31,DarvasBox,90.99,2.56x,43.6,Box:[86.22-89.46] Ht:3.6% Vol:2.56x Boxes:9 Stop:86.22
18,SIFY,2026-08-03,CupHandle,15.31,1.84x,38.4,Depth:19.1% Handle:5.3% Vol:1.84x Target:18.14
19,BANFP,2026-08-03,DarvasBox,27.95,17.49x,68.0,Box:[26.11-27.09] Ht:3.6% Vol:17.49x Boxes:2 Stop:26.11
20,WEN,2026-08-06,CupHandle,7.39,1.44x,39.4,Depth:17.1% Handle:1.6% Vol:1.44x Target:8.64
