# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-05-08
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GLW,2026-05-06,DarvasBox,181.57,3.12x,59.2,Box:[158.50-176.75] Ht:10.3% Vol:3.12x Boxes:7 Stop:158.50
2,TWO,2026-04-29,CupHandle,11.56,1.62x,41.2,Depth:21.0% Handle:0.4% Vol:1.62x Target:13.90
3,CLDT,2026-05-07,DarvasBox,9.96,4.35x,71.5,Box:[8.43-8.93] Ht:5.6% Vol:4.35x Boxes:2 Stop:8.43
4,PSTG,2026-05-07,CupHandle,76.05,1.33x,43.3,Depth:22.3% Handle:5.0% Vol:1.33x Target:92.38
5,TWO,2026-05-04,CupHandle,12.23,1.67x,46.7,Depth:20.8% Handle:0.9% Vol:1.67x Target:14.54
6,PSTG,2026-05-08,CupHandle,78.16,1.44x,44.4,Depth:23.6% Handle:10.0% Vol:1.44x Target:95.73
7,TECK,2026-05-07,CupHandle,60.76,1.34x,43.4,Depth:24.1% Handle:1.1% Vol:1.34x Target:74.87
8,TWO,2026-05-01,CupHandle,12.54,3.99x,64.9,Depth:20.4% Handle:1.3% Vol:3.99x Target:14.78
9,DAC,2026-05-04,DarvasBox,123.35,2.48x,52.8,Box:[114.57-120.00] Ht:4.5% Vol:2.48x Boxes:6 Stop:114.57
10,XYZ,2026-05-07,CupHandle,70.14,1.90x,49.0,Depth:29.4% Handle:6.6% Vol:1.90x Target:90.26
11,TECK,2026-05-06,CupHandle,62.01,1.61x,46.1,Depth:26.6% Handle:10.6% Vol:1.61x Target:78.17
12,SB,2026-05-05,DarvasBox,7.11,2.48x,52.8,Box:[6.43-6.78] Ht:5.2% Vol:2.48x Boxes:4 Stop:6.43
13,MD,2026-05-07,CupHandle,22.93,1.76x,47.6,Depth:23.8% Handle:2.2% Vol:1.76x Target:28.31
14,BRIE,2026-05-06,Spoon,29.79,0.34x,28.4,Depth:10.2% Roundness:1.00 Vol:0.34x Days:41
15,EMF,2026-05-07,CupHandle,21.99,1.61x,46.1,Depth:18.7% Handle:4.2% Vol:1.61x Target:25.82
16,FG,2026-05-07,CupHandle,27.08,1.64x,46.4,Depth:25.9% Handle:1.0% Vol:1.64x Target:34.29
17,ULS,2026-05-05,DarvasBox,104.74,2.37x,51.7,Box:[86.45-94.04] Ht:8.1% Vol:2.37x Boxes:5 Stop:86.45
18,EFC,2026-04-30,CupHandle,13.25,1.33x,38.3,Depth:19.3% Handle:1.7% Vol:1.33x Target:15.92
19,PBT,2026-05-04,DarvasBox,23.34,1.65x,44.5,Box:[20.79-22.70] Ht:8.4% Vol:1.65x Boxes:2 Stop:20.79
20,HZO,2026-04-23,CupHandle,29.62,1.35x,33.5,Depth:24.8% Handle:5.8% Vol:1.35x Target:36.68
