# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-07-13
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GREEL,2026-07-09,DarvasBox,24.00,2.27x,50.7,Box:[21.30-22.95] Ht:7.2% Vol:2.27x Boxes:3 Stop:21.30
2,UFCS,2026-06-26,DarvasBox,52.55,4.50x,63.0,Box:[43.01-49.94] Ht:13.9% Vol:4.50x Boxes:5 Stop:43.01
3,STRT,2026-06-26,CupHandle,82.64,3.38x,53.8,Depth:29.4% Handle:2.1% Vol:3.38x Target:106.42
4,CDW,2026-07-09,CupHandle,140.21,1.50x,45.0,Depth:24.9% Handle:1.5% Vol:1.50x Target:172.42
5,SCHL,2026-06-26,DarvasBox,46.01,2.31x,41.1,Box:[41.05-44.54] Ht:7.8% Vol:2.31x Boxes:7 Stop:41.05
6,KFRC,2026-07-07,DarvasBox,54.40,3.69x,59.9,Box:[43.68-50.70] Ht:13.8% Vol:3.69x Boxes:1 Stop:43.68
7,ACNB,2026-06-26,DarvasBox,60.42,5.58x,68.0,Box:[55.73-58.54] Ht:4.8% Vol:5.58x Boxes:3 Stop:55.73
8,CLOD,2026-07-06,CupHandle,31.97,1.55x,40.5,Depth:20.0% Handle:0.0% Vol:1.55x Target:38.14
9,CIVB,2026-06-26,DarvasBox,28.67,8.28x,68.0,Box:[24.17-28.31] Ht:14.6% Vol:8.28x Boxes:4 Stop:24.17
10,LCFYW,2026-07-13,CupHandle,7.00,5.08x,80.0,Depth:23.6% Handle:0.0% Vol:5.08x Target:7.65
11,FDIF,2026-06-30,DarvasBox,40.47,2.76x,45.6,Box:[37.38-39.78] Ht:6.0% Vol:2.76x Boxes:9 Stop:37.38
12,PGC,2026-06-26,DarvasBox,47.99,4.23x,60.3,Box:[43.44-46.57] Ht:6.7% Vol:4.23x Boxes:5 Stop:43.44
13,FRAF,2026-07-01,DarvasBox,63.84,3.33x,51.3,Box:[58.63-62.84] Ht:6.7% Vol:3.33x Boxes:6 Stop:58.63
14,CLOD,2026-07-09,CupHandle,32.07,1.70x,47.0,Depth:23.8% Handle:3.6% Vol:1.70x Target:39.78
15,RCKY,2026-06-24,CupHandle,40.65,1.46x,34.6,Depth:22.5% Handle:3.9% Vol:1.46x Target:49.93
16,BODI,2026-07-06,CupHandle,10.13,1.52x,40.2,Depth:32.8% Handle:4.5% Vol:1.52x Target:13.43
17,LINE,2026-06-26,CupHandle,43.98,1.84x,38.4,Depth:25.5% Handle:10.1% Vol:1.84x Target:54.52
18,MDRR,2026-06-30,CupHandle,11.65,7.44x,70.0,Depth:16.5% Handle:7.5% Vol:7.44x Target:13.52
19,HUBG,2026-06-26,CupHandle,43.75,2.30x,43.0,Depth:25.4% Handle:2.7% Vol:2.30x Target:54.94
20,TAX,2026-07-01,DarvasBox,31.39,4.07x,58.7,Box:[29.64-31.02] Ht:4.4% Vol:4.07x Boxes:3 Stop:29.64
