# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: AMEX_Yahoo | End Date: 2026-04-09
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,LGCY,2026-04-09,CupHandle,13.70,90.6,1,100.0,65.0,100.0,73.8,20.6
2,EGG,2026-03-24,CupHandle,5.70,81.0,1,100.0,65.0,50.0,20.4,35.2
3,MPTI,2026-03-26,DarvasBox,72.15,74.9,1,98.0,65.0,100.0,34.6,22.9
4,NML,2026-03-27,DarvasBox,10.58,66.6,1,79.7,65.0,100.0,42.6,22.9
5,AXIL,2026-04-08,CupHandle,7.14,57.1,1,51.8,65.0,100.0,61.6,23.7
6,PTN,2026-03-20,CupHandle,21.45,53.9,2,67.1,65.0,100.0,51.8,26.0
7,AULTpD,2026-04-09,CupHandle,22.00,53.9,2,63.4,68.0,100.0,100.0,25.6
8,UUU,2026-04-07,CupHandle,6.05,53.8,2,59.9,65.0,100.0,63.4,19.9
9,BDL,2026-04-08,CupHandle,32.00,51.8,2,64.8,68.0,100.0,60.9,37.1
10,SIM,2026-04-08,CupHandle,34.35,49.9,2,65.2,72.5,44.8,100.0,18.6
11,CVR,2026-04-09,CupHandle,10.26,47.0,2,57.7,68.0,100.0,54.4,26.6
12,AULTPD,2026-04-09,CupHandle,22.00,41.3,3,56.4,68.0,22.9,100.0,14.1
13,CIX,2026-04-09,CupHandle,23.27,40.6,3,52.0,65.0,100.0,47.1,36.7
