# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-03-01
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,INTT,2026-02-27,DarvasBox,11.65,5.59x,78.0,Box:[9.35-10.88] Ht:14.1% Vol:5.59x Boxes:2 Stop:9.35
2,BDL,2026-02-25,CupHandle,33.70,7.20x,80.0,Depth:21.7% Handle:0.0% Vol:7.20x Target:40.99
3,BDL,2026-02-09,CupHandle,33.21,3.11x,51.1,Depth:18.7% Handle:7.6% Vol:3.11x Target:39.25
4,AXIL,2026-02-26,CupHandle,7.00,1.85x,48.5,Depth:28.5% Handle:0.0% Vol:1.85x Target:8.71
5,BDL,2026-02-18,CupHandle,33.95,1.85x,38.5,Depth:15.2% Handle:10.1% Vol:1.85x Target:38.90
6,SIM,2026-02-20,CupHandle,32.48,3.39x,58.9,Depth:15.4% Handle:0.0% Vol:3.39x Target:37.23
7,BHM,2026-02-17,CupHandle,10.82,4.71x,67.1,Depth:15.5% Handle:3.6% Vol:4.71x Target:12.28
8,CIX,2026-02-10,CupHandle,24.50,1.38x,33.8,Depth:14.4% Handle:5.3% Vol:1.38x Target:27.92
9,CKX,2026-02-20,CupHandle,11.99,4.48x,69.8,Depth:22.3% Handle:12.9% Vol:4.48x Target:14.48
10,NML,2026-02-27,DarvasBox,10.22,1.77x,45.7,Box:[9.62-9.94] Ht:3.2% Vol:1.77x Boxes:7 Stop:9.62
11,ACU,2026-02-17,CupHandle,44.32,1.35x,33.5,Depth:20.8% Handle:5.9% Vol:1.35x Target:53.60
12,ACU,2026-02-26,CupHandle,45.88,1.46x,44.6,Depth:21.8% Handle:9.5% Vol:1.46x Target:55.72
13,CIX,2026-02-13,CupHandle,24.58,1.40x,34.0,Depth:16.4% Handle:14.3% Vol:1.40x Target:28.55
14,ESP,2026-02-09,DarvasBox,60.14,2.55x,43.5,Box:[51.86-56.10] Ht:7.6% Vol:2.55x Boxes:4 Stop:51.86
15,CIX,2026-02-09,CupHandle,24.08,1.33x,33.3,Depth:17.2% Handle:14.0% Vol:1.33x Target:28.30
16,LGCY,2026-02-13,CupHandle,11.55,4.89x,68.9,Depth:21.3% Handle:9.3% Vol:4.89x Target:13.70
17,BKTI,2026-02-25,CupHandle,85.98,2.05x,50.5,Depth:30.0% Handle:14.3% Vol:2.05x Target:111.71
18,SCCF,2026-02-18,CupHandle,23.50,2.59x,45.9,Depth:12.5% Handle:8.5% Vol:2.59x Target:26.43
19,BHM,2026-02-26,CupHandle,10.24,1.35x,43.5,Depth:14.3% Handle:10.6% Vol:1.35x Target:11.57
20,ESP,2026-02-09,CupHandle,60.14,2.56x,45.6,Depth:24.4% Handle:11.9% Vol:2.56x Target:71.72
