# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NYSE_Polygon | End Date: 2026-01-26
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,TPB,2026-01-09,CupHandle,109.97,75.6,2,72.4,87.6,78.1,36.6,0.0
2,KVUE,2026-01-20,CupHandle,17.59,74.3,3,72.9,74.9,78.1,69.1,0.0
3,OOMA,2026-01-13,CupHandle,12.12,74.0,3,71.7,74.1,91.7,48.9,0.0
4,AVNS,2026-01-15,CupHandle,12.34,72.4,3,69.7,89.9,64.6,64.7,0.0
5,IHS,2026-01-07,CupHandle,7.64,72.1,3,75.0,64.9,72.9,53.0,0.0
6,LTM,2026-01-13,CupHandle,58.47,71.9,3,75.5,71.2,52.6,71.6,0.0
7,ASGN,2026-01-21,CupHandle,51.05,69.3,3,76.8,79.2,18.8,60.4,0.0
8,JKS,2026-01-12,CupHandle,29.18,69.1,3,74.6,72.0,44.8,60.3,1.0
9,JEF,2026-01-07,CupHandle,64.67,68.5,3,77.5,64.2,40.6,41.7,1.0
10,GFI,2026-01-15,CupHandle,49.84,67.3,3,72.1,67.3,57.8,60.1,0.0
11,PAGS,2026-01-21,CupHandle,10.49,67.3,3,67.6,73.3,78.6,55.7,0.0
12,CMP,2026-01-23,CupHandle,25.57,67.2,3,76.2,64.6,37.0,52.7,0.0
13,CNM,2026-01-15,CupHandle,57.86,66.3,3,76.2,56.9,42.2,59.0,0.0
14,GBCI,2026-01-15,CupHandle,48.39,66.2,3,67.6,84.1,55.2,52.4,0.0
15,DAR,2026-01-15,CupHandle,40.43,66.2,3,74.9,69.9,28.1,61.9,0.0
16,SNDR,2026-01-06,CupHandle,28.56,66.0,3,66.6,70.8,85.4,42.3,0.0
17,LYV,2026-01-23,CupHandle,146.97,65.6,3,71.6,66.1,52.1,61.9,0.0
18,MUX,2026-01-20,CupHandle,24.49,65.4,3,74.4,66.6,32.3,70.1,3.4
19,BAP,2026-01-13,CupHandle,311.50,65.3,3,74.6,50.0,62.0,67.9,8.0
20,AD,2026-01-14,CupHandle,57.19,65.2,3,70.3,67.1,50.0,84.2,0.0
21,RAL,2026-01-23,CupHandle,53.73,64.9,4,71.4,66.5,50.0,58.4,0.0
22,TDW,2026-01-23,CupHandle,60.38,64.9,4,69.2,66.0,66.7,58.4,2.0
23,GBX,2026-01-07,CupHandle,50.61,64.7,4,75.7,74.2,11.5,46.7,0.0
24,CYD,2026-01-21,CupHandle,44.17,64.7,4,78.4,42.0,48.4,43.4,1.0
25,INR,2026-01-26,CupHandle,15.41,64.6,4,68.1,79.9,50.0,50.6,0.0
26,SSB,2026-01-22,CupHandle,100.56,64.6,4,70.2,82.0,30.2,59.0,0.0
27,CVLG,2026-01-06,CupHandle,24.66,64.4,4,73.7,72.2,28.1,39.6,0.0
28,BALL,2026-01-06,CupHandle,54.30,64.4,4,73.2,63.6,43.8,45.2,0.0
29,AIN,2026-01-22,CupHandle,58.15,64.2,4,76.2,45.2,50.5,54.2,0.0
30,IPI,2026-01-12,CupHandle,31.39,63.6,4,74.8,68.3,15.1,67.7,0.8
31,AAMI,2026-01-23,CupHandle,55.19,63.6,4,67.8,74.3,52.6,59.9,0.0
32,TG,2026-01-22,CupHandle,8.59,63.4,4,71.3,72.2,27.1,76.3,0.0
33,SMFG,2026-01-09,CupHandle,20.20,63.3,4,72.3,55.7,56.8,42.9,0.0
34,ZIM,2026-01-12,CupHandle,23.27,62.9,4,72.3,68.4,34.9,39.1,0.0
35,YOU,2026-01-16,CupHandle,34.92,62.9,4,63.7,66.9,88.5,55.9,0.0
36,THO,2026-01-13,CupHandle,115.56,62.8,4,63.5,66.4,85.9,70.8,0.0
37,VIST,2026-01-13,CupHandle,49.95,62.7,4,66.3,60.1,80.7,59.4,0.0
38,WEX,2026-01-12,CupHandle,160.83,62.7,4,64.7,82.3,59.9,39.7,0.0
39,BBT,2026-01-22,CupHandle,29.29,62.6,4,68.7,68.2,50.0,62.6,0.0
40,INFY,2026-01-14,CupHandle,19.35,62.2,4,64.7,68.9,81.8,31.9,0.0
41,MTRN,2026-01-15,CupHandle,149.19,62.2,4,66.8,55.3,84.4,53.2,0.4
42,BTU,2026-01-09,CupHandle,33.80,61.9,4,70.9,58.2,49.0,59.8,0.0
43,MTW,2026-01-21,CupHandle,13.53,61.9,4,67.8,70.4,48.4,60.2,0.0
44,KNTK,2026-01-23,CupHandle,39.78,61.8,4,66.8,71.2,54.2,57.1,0.0
45,HRI,2026-01-06,CupHandle,164.53,61.4,4,70.1,64.9,39.6,60.6,0.0
46,WAL,2026-01-21,CupHandle,90.73,61.4,4,64.4,86.2,42.2,59.0,0.0
47,TLK,2026-01-12,CupHandle,21.39,61.1,4,66.2,49.2,92.2,51.5,0.0
48,CRT,2026-01-20,CupHandle,8.65,60.9,4,61.9,84.2,67.7,71.1,16.2
49,SPB,2026-01-22,CupHandle,65.24,60.9,4,64.0,62.5,79.7,64.1,0.0
50,COMP,2026-01-07,CupHandle,11.84,60.5,4,72.4,73.6,12.5,37.4,1.0
