# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NYSE_Yahoo | End Date: 2026-05-15
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,GLW,2026-05-06,DarvasBox,181.57,91.8,1,86.5,53.2,100.0,55.6,17.1
2,DEC,2026-05-07,CupHandle,15.57,86.6,1,76.4,64.7,99.5,48.6,0.0
3,PSTG,2026-05-11,CupHandle,87.34,81.1,1,76.3,45.0,100.0,50.5,13.6
4,ARMK,2026-05-12,DarvasBox,48.41,79.4,1,90.6,68.0,18.8,79.4,3.8
5,AROC,2026-05-06,DarvasBox,39.10,78.8,1,85.7,51.5,36.5,55.1,12.1
6,FTW,2026-05-15,CupHandle,11.86,76.7,1,66.7,72.9,97.4,82.4,5.6
7,KRP,2026-04-30,DarvasBox,15.40,76.6,1,74.7,42.1,79.7,65.2,0.0
8,TWO,2026-05-11,CupHandle,12.62,75.2,1,79.3,24.5,88.0,46.6,0.7
9,ENB,2026-05-14,DarvasBox,56.22,75.0,1,79.1,53.7,28.1,69.4,0.0
10,SNDR,2026-05-14,CupHandle,33.21,74.6,1,79.2,68.0,21.4,74.8,0.7
11,DELL,2026-05-06,CupHandle,238.80,73.6,1,66.9,69.2,100.0,47.3,27.0
12,CVEO,2026-05-14,DarvasBox,35.56,73.0,1,86.1,33.6,21.4,82.5,4.7
13,SB,2026-05-05,DarvasBox,7.11,72.4,1,82.1,38.9,70.3,67.1,0.0
14,KNX,2026-05-15,DarvasBox,69.06,72.4,1,69.8,68.0,100.0,71.5,11.4
15,VSTS,2026-05-12,DarvasBox,12.00,71.2,1,79.6,64.2,9.9,100.0,1.4
16,KNTK,2026-04-30,CupHandle,50.54,71.1,1,64.4,74.1,75.0,42.9,0.0
17,WHD,2026-05-15,CupHandle,56.96,70.3,1,68.0,69.5,72.4,57.8,0.0
18,NOA,2026-05-14,CupHandle,15.76,69.9,1,72.7,57.5,54.7,52.4,17.1
19,CLDT,2026-05-07,DarvasBox,9.96,69.7,1,81.8,35.8,33.3,64.9,0.1
20,WT,2026-05-13,CupHandle,19.49,68.0,1,77.6,54.9,55.2,49.5,0.0
21,RCD,2026-05-08,CupHandle,22.45,67.3,1,70.9,69.4,100.0,32.3,18.6
22,GRNT,2026-05-07,CupHandle,5.60,67.1,1,71.1,48.7,41.7,54.4,14.3
23,PDX,2026-05-01,CupHandle,21.21,65.5,1,65.9,64.7,75.5,38.9,0.5
24,CXW,2026-05-06,CupHandle,21.17,65.5,1,81.3,71.2,24.0,58.3,7.1
25,MUFG,2026-05-15,CupHandle,18.84,64.3,1,63.5,69.0,91.7,70.0,0.8
26,BRIE,2026-05-06,Spoon,29.79,64.2,1,100.0,49.7,50.0,60.6,7.1
27,GKOS,2026-05-15,CupHandle,144.01,63.8,1,69.7,74.3,19.3,46.2,0.7
28,MIAX,2026-05-12,CupHandle,52.47,63.7,1,79.5,15.0,50.0,64.2,0.0
29,WINN,2026-05-15,CupHandle,32.51,63.6,1,72.1,39.5,85.4,51.7,5.7
30,UAN,2026-04-29,CupHandle,133.27,63.2,1,82.5,15.0,94.8,32.9,16.8
31,WLKP,2026-05-06,DarvasBox,23.45,63.2,1,80.0,28.6,87.5,46.6,10.1
32,AR,2026-04-30,CupHandle,39.26,62.8,1,59.3,68.0,98.4,48.2,2.9
33,DK,2026-04-29,CupHandle,46.67,62.7,1,66.9,31.7,83.3,51.9,12.9
34,RSI,2026-04-29,DarvasBox,27.98,62.3,1,83.5,23.9,5.7,35.5,12.9
35,NXG,2026-05-04,DarvasBox,57.57,62.0,1,71.1,15.0,59.4,67.2,0.0
36,PANW,2026-05-15,CupHandle,242.83,61.7,1,73.1,68.0,11.5,66.0,13.2
37,ORN,2026-04-30,CupHandle,13.62,61.6,1,72.2,43.4,37.0,48.9,0.0
38,WBI,2026-04-29,CupHandle,29.81,61.5,1,63.7,70.2,50.0,47.2,2.9
39,UNM,2026-04-30,CupHandle,80.38,61.4,1,63.2,74.0,77.1,36.0,0.0
40,BROS,2026-05-06,CupHandle,59.06,61.2,1,79.9,74.4,47.9,42.8,23.6
41,SM,2026-05-07,CupHandle,29.10,61.1,1,60.3,69.3,75.0,45.4,0.7
42,DAC,2026-05-04,DarvasBox,123.35,60.7,1,79.2,15.0,31.2,56.5,13.9
43,NOG,2026-04-30,CupHandle,27.16,60.0,1,69.2,66.3,98.4,67.0,3.6
44,FG,2026-05-14,CupHandle,28.59,59.9,1,77.2,25.0,50.5,92.9,12.1
45,BLK,2026-05-13,CupHandle,1094.10,59.9,1,69.7,28.7,99.0,56.4,5.7
46,EC,2026-05-04,CupHandle,14.03,59.6,1,68.0,70.1,82.3,57.2,10.0
47,GLP,2026-05-07,CupHandle,47.75,59.5,1,61.9,42.8,61.5,94.9,6.3
48,FGSN,2026-05-15,CupHandle,21.95,59.5,1,68.1,27.9,100.0,63.0,22.0
49,ELV,2026-05-13,CupHandle,399.64,59.3,1,78.4,15.0,29.2,59.3,6.0
50,PSO,2026-05-06,CupHandle,15.22,59.2,1,70.7,74.1,28.6,39.5,11.4
