# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-02-09
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,KVUE,2026-02-04,CupHandle,18.01,1.94x,49.4,Depth:24.5% Handle:8.1% Vol:1.94x Target:22.51
2,JMIA,2026-01-29,CupHandle,13.78,2.94x,49.4,Depth:29.1% Handle:11.0% Vol:2.94x Target:17.50
3,CDLR,2026-01-30,CupHandle,23.90,1.35x,38.5,Depth:29.7% Handle:2.6% Vol:1.35x Target:30.39
4,PBF,2026-02-03,Spoon,34.46,1.05x,30.5,Depth:22.1% Roundness:0.53 Vol:1.05x Days:75
5,KVUE,2026-01-20,CupHandle,17.59,2.31x,43.1,Depth:21.9% Handle:10.5% Vol:2.31x Target:21.48
6,NOA,2026-01-21,CupHandle,15.41,1.63x,36.3,Depth:21.4% Handle:3.9% Vol:1.63x Target:18.71
7,CCL,2026-01-29,CupHandle,31.15,2.42x,44.2,Depth:16.6% Handle:5.3% Vol:2.42x Target:36.04
8,SOBO,2026-01-29,Spoon,28.63,0.61x,21.1,Depth:10.5% Roundness:0.22 Vol:0.61x Days:77
9,MATV,2026-02-04,CupHandle,13.79,1.52x,45.2,Depth:25.8% Handle:5.7% Vol:1.52x Target:17.14
10,CNM,2026-01-26,CupHandle,57.14,2.06x,40.6,Depth:22.9% Handle:6.0% Vol:2.06x Target:70.22
11,WTTR,2026-01-29,CupHandle,12.06,1.53x,35.3,Depth:22.8% Handle:4.8% Vol:1.53x Target:14.80
12,CNH,2026-02-04,CupHandle,11.96,1.69x,46.9,Depth:20.4% Handle:3.9% Vol:1.69x Target:14.26
13,CYD,2026-01-21,CupHandle,44.17,1.44x,34.4,Depth:23.6% Handle:3.3% Vol:1.44x Target:53.01
14,DXYZ,2026-01-28,CupHandle,35.42,2.87x,48.7,Depth:31.6% Handle:4.0% Vol:2.87x Target:44.51
15,GXO,2026-01-28,CupHandle,57.56,1.74x,37.4,Depth:19.7% Handle:0.9% Vol:1.74x Target:68.81
16,WHR,2026-02-04,CupHandle,87.69,1.60x,46.0,Depth:24.7% Handle:8.8% Vol:1.60x Target:108.87
17,WAL,2026-02-03,CupHandle,91.35,1.59x,40.9,Depth:24.6% Handle:0.6% Vol:1.59x Target:113.57
18,BCC,2026-02-04,CupHandle,90.23,1.43x,44.3,Depth:25.9% Handle:7.7% Vol:1.43x Target:112.94
19,ECVT,2026-01-29,CupHandle,10.82,1.39x,33.9,Depth:20.7% Handle:9.3% Vol:1.39x Target:12.76
20,MTW,2026-01-21,CupHandle,13.53,1.38x,33.8,Depth:25.2% Handle:7.2% Vol:1.38x Target:16.60
