# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-05-21
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GLW,2026-05-06,DarvasBox,181.57,3.12x,49.2,Box:[158.50-176.75] Ht:10.3% Vol:3.12x Boxes:7 Stop:158.50
2,PSTG,2026-05-11,CupHandle,87.34,4.69x,71.9,Depth:23.7% Handle:5.9% Vol:4.69x Target:104.97
3,ING,2026-05-21,CupHandle,30.66,1.52x,45.2,Depth:23.4% Handle:12.2% Vol:1.52x Target:37.94
4,ULS,2026-05-05,DarvasBox,104.74,2.37x,41.7,Box:[86.45-94.04] Ht:8.1% Vol:2.37x Boxes:5 Stop:86.45
5,PSTG,2026-05-07,CupHandle,76.05,1.33x,33.3,Depth:22.3% Handle:5.0% Vol:1.33x Target:92.38
6,MFG,2026-05-21,CupHandle,9.27,1.52x,45.2,Depth:14.5% Handle:3.1% Vol:1.52x Target:10.55
7,PSTG,2026-05-08,CupHandle,78.16,1.44x,34.4,Depth:23.6% Handle:10.0% Vol:1.44x Target:95.73
8,SNDR,2026-05-01,CupHandle,31.47,1.58x,35.8,Depth:24.2% Handle:0.0% Vol:1.58x Target:38.87
9,ENB,2026-05-14,DarvasBox,56.22,3.80x,61.0,Box:[53.33-55.48] Ht:3.9% Vol:3.80x Boxes:10 Stop:53.33
10,CLDT,2026-05-07,DarvasBox,9.96,4.35x,61.5,Box:[8.43-8.93] Ht:5.6% Vol:4.35x Boxes:2 Stop:8.43
11,TWO,2026-05-11,CupHandle,12.62,3.58x,60.8,Depth:24.3% Handle:2.5% Vol:3.58x Target:15.44
12,KNX,2026-05-15,DarvasBox,69.06,1.51x,38.1,Box:[60.37-67.75] Ht:10.9% Vol:1.51x Boxes:3 Stop:60.37
13,DAL,2026-05-20,CupHandle,74.12,1.59x,45.9,Depth:26.9% Handle:14.5% Vol:1.59x Target:94.50
14,MFG,2026-05-19,CupHandle,8.69,1.43x,44.3,Depth:12.1% Handle:1.4% Vol:1.43x Target:9.73
15,ING,2026-05-20,CupHandle,30.36,1.59x,45.9,Depth:21.3% Handle:8.7% Vol:1.59x Target:36.83
16,SNDR,2026-05-14,CupHandle,33.21,2.85x,53.5,Depth:25.2% Handle:6.5% Vol:2.85x Target:41.04
17,RNST,2026-05-20,CupHandle,41.12,1.57x,45.7,Depth:18.1% Handle:2.3% Vol:1.57x Target:48.59
18,AAMI,2026-05-11,DarvasBox,72.38,1.73x,40.3,Box:[62.48-69.87] Ht:10.6% Vol:1.73x Boxes:5 Stop:62.48
19,UBS,2026-05-21,CupHandle,47.57,1.44x,44.4,Depth:22.6% Handle:11.0% Vol:1.44x Target:57.90
20,CUZ,2026-05-12,CupHandle,26.43,1.49x,39.9,Depth:20.3% Handle:2.8% Vol:1.49x Target:31.75
