# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-08-18
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,SMHI,2026-07-30,DarvasBox,9.54,7.02x,68.0,Box:[7.63-8.51] Ht:10.3% Vol:7.02x Boxes:4 Stop:7.63
2,BBVA,2026-07-30,DarvasBox,27.60,2.88x,46.8,Box:[24.90-26.40] Ht:5.7% Vol:2.88x Boxes:9 Stop:24.90
3,CRT,2026-08-14,CupHandle,10.37,2.24x,52.4,Depth:21.7% Handle:8.2% Vol:2.24x Target:12.69
4,WRBY,2026-08-04,CupHandle,29.92,1.46x,34.6,Depth:23.1% Handle:1.2% Vol:1.46x Target:35.88
5,QGEN,2026-08-07,CupHandle,42.30,1.39x,33.9,Depth:25.5% Handle:3.7% Vol:1.39x Target:53.46
6,QGEN,2026-08-06,CupHandle,41.73,1.49x,34.9,Depth:20.1% Handle:2.5% Vol:1.49x Target:49.92
7,NAT,2026-07-30,CupHandle,6.66,1.53x,35.3,Depth:23.2% Handle:11.8% Vol:1.53x Target:8.18
8,MLR,2026-08-06,DarvasBox,54.41,2.86x,46.6,Box:[46.76-52.93] Ht:11.7% Vol:2.86x Boxes:4 Stop:46.76
9,WSM,2026-08-04,DarvasBox,248.88,2.09x,38.9,Box:[214.19-244.65] Ht:12.5% Vol:2.09x Boxes:3 Stop:214.19
10,COR,2026-08-04,CupHandle,306.28,1.80x,38.0,Depth:23.5% Handle:0.3% Vol:1.80x Target:381.32
11,BBVA,2026-07-31,CupHandle,27.95,1.66x,36.6,Depth:25.4% Handle:1.8% Vol:1.66x Target:34.64
12,TRGP,2026-08-18,DarvasBox,297.77,2.34x,51.4,Box:[255.08-290.68] Ht:12.2% Vol:2.34x Boxes:8 Stop:255.08
13,NEXA,2026-08-04,CupHandle,13.50,1.80x,38.0,Depth:28.9% Handle:3.1% Vol:1.80x Target:17.10
14,OC,2026-08-05,CupHandle,152.47,1.32x,33.2,Depth:23.5% Handle:2.7% Vol:1.32x Target:182.86
15,AVAL,2026-07-31,CupHandle,5.28,1.45x,34.5,Depth:22.2% Handle:12.5% Vol:1.45x Target:6.40
16,RCUS,2026-08-17,CupHandle,29.56,1.59x,45.9,Depth:25.8% Handle:13.7% Vol:1.59x Target:37.15
17,WSM,2026-08-04,CupHandle,248.88,2.13x,41.3,Depth:25.1% Handle:14.8% Vol:2.13x Target:304.37
18,DHT,2026-08-13,Spoon,19.20,0.88x,33.8,Depth:14.8% Roundness:0.05 Vol:0.88x Days:75
19,COR,2026-08-03,CupHandle,308.37,1.35x,33.5,Depth:23.0% Handle:2.9% Vol:1.35x Target:381.37
20,IVZ,2026-08-05,DarvasBox,32.01,1.63x,34.3,Box:[29.63-31.02] Ht:4.5% Vol:1.63x Boxes:14 Stop:29.63
