# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-06-18
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,SUPP,2026-06-02,DarvasBox,84.92,2.29x,40.9,Box:[77.73-82.91] Ht:6.3% Vol:2.29x Boxes:6 Stop:77.73
2,OPHC,2026-06-15,DarvasBox,5.75,10.35x,78.0,Box:[5.36-5.61] Ht:4.4% Vol:10.35x Boxes:3 Stop:5.36
3,VCEL,2026-06-17,CupHandle,39.13,1.40x,44.0,Depth:24.0% Handle:0.5% Vol:1.40x Target:48.27
4,AAXJ,2026-06-01,DarvasBox,122.28,2.85x,46.5,Box:[109.89-117.98] Ht:6.9% Vol:2.85x Boxes:9 Stop:109.89
5,PCB,2026-06-18,DarvasBox,26.80,2.24x,50.4,Box:[23.26-25.15] Ht:7.5% Vol:2.24x Boxes:8 Stop:23.26
6,SUPP,2026-06-02,CupHandle,84.92,2.35x,43.5,Depth:15.7% Handle:0.0% Vol:2.35x Target:97.44
7,PLXS,2026-06-03,DarvasBox,287.55,1.79x,35.9,Box:[246.29-275.83] Ht:10.7% Vol:1.79x Boxes:8 Stop:246.29
8,FTC,2026-06-02,DarvasBox,187.44,2.01x,38.1,Box:[170.39-181.29] Ht:6.0% Vol:2.01x Boxes:9 Stop:170.39
9,CLDX,2026-06-16,CupHandle,32.32,1.40x,44.0,Depth:25.7% Handle:2.3% Vol:1.40x Target:40.04
10,EMXC,2026-06-01,DarvasBox,103.67,1.93x,37.3,Box:[90.73-98.31] Ht:7.7% Vol:1.93x Boxes:7 Stop:90.73
11,SUPP,2026-06-11,CupHandle,83.97,12.03x,75.0,Depth:16.8% Handle:0.9% Vol:12.03x Target:97.60
12,BWFG,2026-06-09,DarvasBox,55.31,2.10x,44.0,Box:[46.92-53.86] Ht:12.9% Vol:2.10x Boxes:9 Stop:46.92
13,AFSC,2026-06-16,DarvasBox,37.50,7.05x,78.0,Box:[34.28-36.33] Ht:5.6% Vol:7.05x Boxes:1 Stop:34.28
14,AMLX,2026-06-04,CupHandle,14.31,2.14x,41.4,Depth:23.7% Handle:4.3% Vol:2.14x Target:17.68
15,CACC,2026-05-29,CupHandle,573.64,1.62x,36.2,Depth:23.5% Handle:3.7% Vol:1.62x Target:698.10
16,VCEL,2026-06-18,CupHandle,40.10,2.80x,58.0,Depth:24.2% Handle:6.2% Vol:2.80x Target:49.34
17,PKOH,2026-06-18,DarvasBox,36.00,1.98x,47.8,Box:[31.21-35.01] Ht:10.9% Vol:1.98x Boxes:3 Stop:31.21
18,WLFC,2026-06-11,CupHandle,191.84,1.40x,39.0,Depth:13.4% Handle:7.9% Vol:1.40x Target:216.62
19,CLDX,2026-06-15,CupHandle,32.12,1.41x,44.1,Depth:27.1% Handle:2.9% Vol:1.41x Target:40.41
20,HWBK,2026-06-17,DarvasBox,38.09,5.18x,78.0,Box:[34.66-37.30] Ht:7.1% Vol:5.18x Boxes:3 Stop:34.66
