# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-03-15
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,BP,2026-03-06,DarvasBox,40.44,2.39x,46.9,Box:[36.15-39.51] Ht:8.5% Vol:2.39x Boxes:5 Stop:36.15
2,EHAB,2026-02-23,DarvasBox,13.60,31.09x,68.0,Box:[10.21-11.35] Ht:10.0% Vol:31.09x Boxes:2 Stop:10.21
3,PUMP,2026-03-12,CupHandle,14.39,2.11x,51.1,Depth:26.9% Handle:6.8% Vol:2.11x Target:17.63
4,RYAM,2026-02-25,DarvasBox,10.23,9.37x,68.0,Box:[7.65-8.95] Ht:14.5% Vol:9.37x Boxes:3 Stop:7.65
5,CF,2026-03-03,DarvasBox,106.30,2.55x,43.5,Box:[93.64-105.23] Ht:11.0% Vol:2.55x Boxes:4 Stop:93.64
6,LHX,2026-03-02,DarvasBox,378.48,1.86x,36.6,Box:[336.55-369.59] Ht:8.9% Vol:1.86x Boxes:9 Stop:336.55
7,GNT,2026-02-23,DarvasBox,8.98,2.35x,41.5,Box:[7.80-8.79] Ht:11.3% Vol:2.35x Boxes:11 Stop:7.80
8,APD,2026-03-12,CupHandle,290.48,1.68x,46.8,Depth:23.4% Handle:13.8% Vol:1.68x Target:360.00
9,PSX,2026-03-12,DarvasBox,174.09,2.06x,48.6,Box:[149.14-163.79] Ht:8.9% Vol:2.06x Boxes:4 Stop:149.14
10,UNFI,2026-03-11,CupHandle,40.76,2.36x,53.6,Depth:25.0% Handle:12.9% Vol:2.36x Target:51.04
11,AMTB,2026-03-06,CupHandle,21.34,1.77x,42.7,Depth:26.6% Handle:3.0% Vol:1.77x Target:26.98
12,GLW,2026-02-23,DarvasBox,145.25,1.53x,33.3,Box:[124.80-136.83] Ht:8.8% Vol:1.53x Boxes:6 Stop:124.80
13,RGR,2026-03-02,CupHandle,37.95,1.96x,39.6,Depth:25.3% Handle:5.2% Vol:1.96x Target:47.55
14,RTX,2026-03-02,DarvasBox,212.16,1.63x,34.3,Box:[193.08-206.48] Ht:6.5% Vol:1.63x Boxes:12 Stop:193.08
15,EFXT,2026-02-26,DarvasBox,23.23,2.05x,38.5,Box:[17.09-19.65] Ht:13.0% Vol:2.05x Boxes:6 Stop:17.09
16,AXR,2026-02-23,CupHandle,27.06,3.95x,59.5,Depth:26.6% Handle:11.7% Vol:3.95x Target:33.45
17,CINT,2026-03-11,CupHandle,5.36,2.44x,54.4,Depth:20.4% Handle:12.2% Vol:2.44x Target:6.39
18,CINT,2026-03-12,CupHandle,5.50,2.61x,56.1,Depth:21.0% Handle:12.2% Vol:2.61x Target:6.57
19,NATL,2026-02-27,DarvasBox,44.28,17.24x,68.0,Box:[39.66-43.42] Ht:8.7% Vol:17.24x Boxes:2 Stop:39.66
20,AMTB,2026-02-27,CupHandle,21.35,1.72x,37.2,Depth:26.0% Handle:5.3% Vol:1.72x Target:26.81
