# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: AMEX_Yahoo | End Date: 2026-03-22
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,BHM,2026-03-19,CupHandle,10.75,68.0,1,100.0,72.0,100.0,100.0,25.5
2,CMCL,2026-03-03,CupHandle,29.79,58.5,1,74.5,72.0,100.0,55.9,23.6
3,BKTI,2026-03-02,CupHandle,86.62,54.7,2,70.2,72.0,100.0,60.2,29.9
4,BDL,2026-03-12,CupHandle,34.42,54.1,2,73.9,63.0,100.0,7.6,27.1
5,UUU,2026-03-10,CupHandle,5.59,53.8,2,68.0,72.0,100.0,48.7,18.6
6,CIX,2026-03-12,CupHandle,24.30,53.8,2,69.1,72.0,100.0,82.4,37.4
7,ISOU,2026-03-05,CupHandle,10.87,52.6,2,66.7,72.0,100.0,54.2,22.9
8,ACU,2026-03-16,CupHandle,46.00,52.3,2,68.4,72.0,100.0,48.0,34.5
9,PTN,2026-03-20,CupHandle,21.45,52.2,2,67.1,72.0,100.0,42.3,24.9
10,AULTPD,2026-03-06,CupHandle,22.48,51.6,2,67.8,70.1,60.9,90.5,28.5
11,AXIL,2026-03-09,CupHandle,6.27,50.1,2,65.2,72.0,100.0,41.7,30.3
12,EGG,2026-03-13,CupHandle,6.00,48.8,2,69.0,72.0,50.0,45.6,17.2
13,DIT,2026-03-18,CupHandle,118.50,48.3,2,65.8,50.0,100.0,81.8,26.4
14,CKX,2026-03-06,CupHandle,11.01,44.4,3,66.2,46.0,100.0,10.7,34.8
