# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-05-11
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,ESGE,2026-05-06,DarvasBox,53.88,5.08x,78.0,Box:[49.39-51.47] Ht:4.0% Vol:5.08x Boxes:8 Stop:49.39
2,LINC,2026-05-05,DarvasBox,45.09,3.61x,59.1,Box:[39.09-42.85] Ht:8.8% Vol:3.61x Boxes:4 Stop:39.09
3,TH,2026-05-11,DarvasBox,18.08,3.48x,62.8,Box:[14.02-16.12] Ht:13.0% Vol:3.48x Boxes:2 Stop:14.02
4,DVXK,2026-05-08,CupHandle,35.15,785.08x,80.0,Depth:21.6% Handle:0.0% Vol:785.08x Target:41.67
5,HAWK,2026-05-07,CupHandle,34.00,10650.74x,80.0,Depth:20.0% Handle:0.0% Vol:10650.74x Target:34.01
6,LQDA,2026-05-11,CupHandle,53.13,6.92x,80.0,Depth:26.2% Handle:6.7% Vol:6.92x Target:63.46
7,KALV,2026-04-29,DarvasBox,26.67,54.37x,68.0,Box:[19.10-21.31] Ht:10.3% Vol:54.37x Boxes:3 Stop:19.10
8,KNSA,2026-04-28,DarvasBox,53.85,5.04x,68.0,Box:[44.40-50.03] Ht:11.3% Vol:5.04x Boxes:13 Stop:44.40
9,USGO,2026-05-06,CupHandle,13.53,1.79x,47.9,Depth:24.7% Handle:3.6% Vol:1.79x Target:16.85
10,SPYQ,2026-05-08,CupHandle,182.97,4.46x,74.6,Depth:21.0% Handle:1.6% Vol:4.46x Target:218.89
11,XPER,2026-05-07,CupHandle,7.72,5.82x,80.0,Depth:24.3% Handle:8.3% Vol:5.82x Target:9.34
12,HECO,2026-05-11,CupHandle,58.30,1.38x,43.8,Depth:21.5% Handle:0.0% Vol:1.38x Target:68.57
13,SPRX,2026-05-07,CupHandle,43.90,1.74x,47.4,Depth:24.2% Handle:5.7% Vol:1.74x Target:54.38
14,VECO,2026-05-06,DarvasBox,62.01,3.93x,67.3,Box:[47.35-53.43] Ht:11.4% Vol:3.93x Boxes:4 Stop:47.35
15,CRWD,2026-05-08,CupHandle,527.77,1.31x,43.1,Depth:27.7% Handle:10.1% Vol:1.31x Target:659.05
16,NWPX,2026-04-30,DarvasBox,98.34,3.21x,50.1,Box:[80.10-89.24] Ht:10.2% Vol:3.21x Boxes:5 Stop:80.10
17,LQDA,2026-05-08,CupHandle,42.30,1.50x,45.0,Depth:22.9% Handle:8.5% Vol:1.50x Target:50.92
18,USGO,2026-04-21,CupHandle,12.40,1.68x,36.8,Depth:22.9% Handle:8.6% Vol:1.68x Target:14.95
19,CRWD,2026-05-07,CupHandle,505.72,1.65x,46.5,Depth:28.2% Handle:14.8% Vol:1.65x Target:640.00
20,USGO,2026-05-05,CupHandle,13.53,2.39x,48.9,Depth:23.6% Handle:11.0% Vol:2.39x Target:16.66
