# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-05-28
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,QQQS,2026-05-27,DarvasBox,43.80,3.12x,59.2,Box:[39.50-42.99] Ht:8.1% Vol:3.12x Boxes:6 Stop:39.50
2,UFO,2026-05-14,DarvasBox,57.97,1.58x,33.8,Box:[48.87-55.90] Ht:12.6% Vol:1.58x Boxes:10 Stop:48.87
3,DECO,2026-05-19,CupHandle,66.45,4.11x,66.1,Depth:23.3% Handle:3.1% Vol:4.11x Target:79.10
4,SPRX,2026-05-12,CupHandle,47.03,1.79x,37.9,Depth:25.3% Handle:3.8% Vol:1.79x Target:58.15
5,OVBC,2026-05-26,DarvasBox,47.96,4.68x,74.8,Box:[44.00-47.12] Ht:6.6% Vol:4.68x Boxes:4 Stop:44.00
6,BULD,2026-05-26,DarvasBox,34.09,9.80x,78.0,Box:[30.56-33.06] Ht:7.6% Vol:9.80x Boxes:3 Stop:30.56
7,DECO,2026-05-12,CupHandle,67.00,1.33x,33.3,Depth:26.2% Handle:0.4% Vol:1.33x Target:81.80
8,NHPBP,2026-05-18,DarvasBox,22.11,3.35x,56.5,Box:[19.85-21.75] Ht:8.8% Vol:3.35x Boxes:6 Stop:19.85
9,SPRX,2026-05-12,DarvasBox,47.03,1.85x,36.5,Box:[41.26-45.56] Ht:9.4% Vol:1.85x Boxes:7 Stop:41.26
10,LINE,2026-05-27,CupHandle,43.37,1.66x,46.6,Depth:23.7% Handle:2.5% Vol:1.66x Target:52.94
11,VTWG,2026-05-28,DarvasBox,279.37,5.37x,78.0,Box:[255.40-274.40] Ht:6.9% Vol:5.37x Boxes:9 Stop:255.40
12,LINE,2026-05-22,CupHandle,40.88,1.61x,41.1,Depth:23.7% Handle:5.7% Vol:1.61x Target:50.46
13,WHLRP,2026-05-21,DarvasBox,8.00,7.42x,73.0,Box:[6.59-7.75] Ht:14.9% Vol:7.42x Boxes:3 Stop:6.59
14,SKYT,2026-05-12,CupHandle,35.59,1.63x,36.3,Depth:21.9% Handle:4.8% Vol:1.63x Target:42.82
15,ALKS,2026-05-28,CupHandle,39.94,1.49x,44.9,Depth:26.2% Handle:5.5% Vol:1.49x Target:49.54
16,AIA,2026-05-27,DarvasBox,141.90,1.86x,46.6,Box:[128.53-138.84] Ht:7.4% Vol:1.86x Boxes:11 Stop:128.53
17,HECO,2026-05-11,CupHandle,58.30,1.38x,33.8,Depth:21.5% Handle:0.0% Vol:1.38x Target:68.57
18,SPYQ,2026-05-08,CupHandle,182.97,4.46x,64.6,Depth:21.0% Handle:1.6% Vol:4.46x Target:218.89
19,GLSI,2026-05-27,CupHandle,29.23,1.49x,44.9,Depth:26.7% Handle:6.8% Vol:1.49x Target:36.70
20,FPXI,2026-05-26,DarvasBox,77.19,2.25x,50.5,Box:[70.60-74.64] Ht:5.4% Vol:2.25x Boxes:9 Stop:70.60
