# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-07-09
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GREEL,2026-07-09,DarvasBox,24.00,2.27x,50.7,Box:[21.30-22.95] Ht:7.2% Vol:2.27x Boxes:3 Stop:21.30
2,KFRC,2026-07-07,DarvasBox,54.40,3.69x,64.9,Box:[43.68-50.70] Ht:13.8% Vol:3.69x Boxes:1 Stop:43.68
3,ICCC,2026-07-01,DarvasBox,11.00,2.29x,45.9,Box:[9.29-10.75] Ht:13.6% Vol:2.29x Boxes:3 Stop:9.29
4,CDW,2026-07-09,CupHandle,140.21,1.50x,45.0,Depth:24.9% Handle:1.5% Vol:1.50x Target:172.42
5,UFCS,2026-06-26,DarvasBox,52.55,4.50x,63.0,Box:[43.01-49.94] Ht:13.9% Vol:4.50x Boxes:5 Stop:43.01
6,PIE,2026-06-22,DarvasBox,34.30,3.69x,54.9,Box:[30.60-33.31] Ht:8.1% Vol:3.69x Boxes:5 Stop:30.60
7,EXEL,2026-06-26,DarvasBox,54.77,2.75x,45.5,Box:[50.80-53.93] Ht:5.8% Vol:2.75x Boxes:9 Stop:50.80
8,FDIF,2026-06-30,DarvasBox,40.47,2.76x,50.6,Box:[37.38-39.78] Ht:6.0% Vol:2.76x Boxes:9 Stop:37.38
9,BODI,2026-07-06,CupHandle,10.13,1.52x,45.2,Depth:32.8% Handle:4.5% Vol:1.52x Target:13.43
10,EDAP,2026-06-23,CupHandle,4.98,1.61x,36.1,Depth:34.7% Handle:3.0% Vol:1.61x Target:6.62
11,BODI,2026-07-02,CupHandle,10.79,1.79x,42.9,Depth:30.3% Handle:8.5% Vol:1.79x Target:13.73
12,CLNN,2026-06-22,CupHandle,5.89,1.95x,39.5,Depth:21.8% Handle:9.7% Vol:1.95x Target:7.13
13,DWAS,2026-06-23,DarvasBox,120.84,2.20x,40.0,Box:[110.36-117.53] Ht:6.1% Vol:2.20x Boxes:9 Stop:110.36
14,SHC,2026-07-09,CupHandle,18.39,1.40x,44.0,Depth:24.5% Handle:6.6% Vol:1.40x Target:22.64
15,NVDG,2026-07-07,CupHandle,16.48,1.58x,45.8,Depth:28.3% Handle:6.4% Vol:1.58x Target:21.34
16,NESR,2026-06-26,DarvasBox,28.24,2.36x,41.6,Box:[23.57-27.69] Ht:14.9% Vol:2.36x Boxes:4 Stop:23.57
17,XCNY,2026-06-22,DarvasBox,34.41,3.86x,56.6,Box:[31.95-34.00] Ht:6.0% Vol:3.86x Boxes:3 Stop:31.95
18,NAMSW,2026-07-07,CupHandle,24.89,1.69x,46.9,Depth:12.2% Handle:0.0% Vol:1.69x Target:27.18
19,SIBN,2026-06-26,CupHandle,17.33,3.37x,53.7,Depth:26.7% Handle:1.1% Vol:3.37x Target:21.51
20,RAAQ,2026-07-01,DarvasBox,13.42,4.24x,65.4,Box:[10.36-12.10] Ht:14.4% Vol:4.24x Boxes:1 Stop:10.36
