# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-08-17
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,OPY,2026-08-03,CupHandle,113.13,1.41x,34.1,Depth:22.2% Handle:13.3% Vol:1.41x Target:138.79
2,BBVA,2026-07-30,DarvasBox,27.60,2.88x,46.8,Box:[24.90-26.40] Ht:5.7% Vol:2.88x Boxes:9 Stop:24.90
3,CRT,2026-08-14,CupHandle,10.37,2.24x,52.4,Depth:21.7% Handle:8.2% Vol:2.24x Target:12.69
4,RCUS,2026-08-17,CupHandle,29.56,1.59x,45.9,Depth:25.8% Handle:13.7% Vol:1.59x Target:37.15
5,SMHI,2026-07-30,DarvasBox,9.54,7.02x,68.0,Box:[7.63-8.51] Ht:10.3% Vol:7.02x Boxes:4 Stop:7.63
6,NAT,2026-07-30,CupHandle,6.66,1.53x,35.3,Depth:23.2% Handle:11.8% Vol:1.53x Target:8.18
7,RCUS,2026-08-06,CupHandle,28.33,2.96x,49.6,Depth:25.8% Handle:8.0% Vol:2.96x Target:34.77
8,KO,2026-07-28,DarvasBox,88.27,2.22x,40.2,Box:[80.83-85.68] Ht:5.7% Vol:2.22x Boxes:10 Stop:80.83
9,SAN,2026-08-05,DarvasBox,14.64,3.05x,48.5,Box:[13.15-14.39] Ht:8.6% Vol:3.05x Boxes:12 Stop:13.15
10,AVAL,2026-07-31,CupHandle,5.28,1.45x,34.5,Depth:22.2% Handle:12.5% Vol:1.45x Target:6.40
11,OWLT,2026-08-12,CupHandle,5.81,4.62x,76.2,Depth:24.0% Handle:11.6% Vol:4.62x Target:7.19
12,ETW,2026-08-13,DarvasBox,9.88,1.72x,45.2,Box:[9.27-9.68] Ht:4.2% Vol:1.72x Boxes:8 Stop:9.27
13,AVAL,2026-08-04,CupHandle,5.21,1.81x,38.1,Depth:22.4% Handle:13.3% Vol:1.81x Target:6.34
14,MLR,2026-08-06,DarvasBox,54.41,2.86x,46.6,Box:[46.76-52.93] Ht:11.7% Vol:2.86x Boxes:4 Stop:46.76
15,GE,2026-08-17,CupHandle,369.43,1.45x,44.5,Depth:25.8% Handle:7.9% Vol:1.45x Target:462.83
16,OWLT,2026-08-11,CupHandle,5.44,3.70x,62.0,Depth:20.7% Handle:5.3% Vol:3.70x Target:6.58
17,WSM,2026-08-04,DarvasBox,248.88,2.09x,38.9,Box:[214.19-244.65] Ht:12.5% Vol:2.09x Boxes:3 Stop:214.19
18,DHT,2026-08-07,Spoon,18.76,0.83x,28.3,Depth:13.0% Roundness:0.33 Vol:0.83x Days:68
19,J,2026-07-28,CupHandle,140.61,1.53x,35.3,Depth:24.5% Handle:4.3% Vol:1.53x Target:174.99
20,MRK,2026-08-12,CupHandle,132.92,1.30x,43.0,Depth:14.9% Handle:4.5% Vol:1.30x Target:151.79
