# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Polygon | End Date: 2026-01-04
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,SKYT,2026-01-02,CupHandle,22.43,77.1,2,71.3,89.7,84.4,59.8,1.0
2,ARDX,2026-01-02,CupHandle,6.15,75.5,2,77.2,72.1,64.6,59.9,0.0
3,AAON,2026-01-02,CupHandle,79.19,70.1,3,69.1,71.8,89.6,49.1,0.0
4,ORGO,2025-12-16,CupHandle,5.17,69.0,3,81.2,23.0,85.4,47.4,1.0
5,MSFD,2026-01-02,CupHandle,11.77,68.4,3,69.7,74.2,75.5,35.1,0.0
6,UNIT,2025-12-15,CupHandle,7.50,68.3,3,77.6,33.4,91.1,33.7,0.0
7,PGNY,2025-12-17,CupHandle,25.99,67.7,3,73.4,52.8,80.2,42.5,0.0
8,WGS,2025-12-16,CupHandle,141.72,66.8,3,77.3,32.3,84.4,39.5,0.0
9,ACAD,2025-12-19,CupHandle,27.16,66.3,3,76.3,40.5,71.9,49.0,0.0
10,ATEX,2026-01-02,CupHandle,22.23,66.2,3,78.9,46.0,43.2,54.1,0.0
11,VSAT,2025-12-19,CupHandle,33.81,65.2,3,73.0,38.0,95.3,33.2,0.0
12,MCW,2025-12-19,CupHandle,5.74,64.2,4,66.1,67.2,85.9,35.2,0.0
13,VRTX,2025-12-19,CupHandle,456.20,64.2,4,72.1,58.9,51.6,65.4,0.0
14,ALLT,2026-01-02,CupHandle,9.66,64.2,4,72.3,46.7,74.0,53.0,0.0
15,LINC,2025-12-31,CupHandle,24.15,64.1,4,69.8,54.4,81.8,37.9,0.0
16,MNKD,2025-12-19,CupHandle,5.84,64.1,4,74.5,28.8,94.8,32.1,0.0
17,APEI,2025-12-31,CupHandle,37.80,64.0,4,67.3,49.4,100.0,56.1,0.0
18,SNCY,2025-12-19,CupHandle,14.60,63.9,4,74.5,34.1,79.7,50.1,0.0
19,LPCN,2025-12-17,CupHandle,3.67,63.3,4,72.8,81.4,0.5,100.0,8.0
20,LFCR,2025-12-17,CupHandle,8.47,63.1,4,69.0,74.3,49.5,32.7,0.0
21,ISRG,2025-12-19,CupHandle,572.47,63.1,4,70.3,52.1,78.6,28.5,0.0
22,AMAL,2025-12-19,CupHandle,32.97,63.0,4,73.5,32.2,82.3,56.0,0.0
23,PNRG,2025-12-31,CupHandle,171.00,63.0,4,72.3,47.5,68.2,69.0,9.6
24,NYAX,2026-01-02,CupHandle,51.95,62.1,4,73.5,50.0,62.5,64.1,22.6
25,IAC,2025-12-19,CupHandle,40.06,62.1,4,76.2,26.9,72.9,38.9,0.0
26,FLXS,2025-12-18,CupHandle,40.53,61.8,4,64.5,69.1,82.8,59.4,14.1
27,PAA,2025-12-15,CupHandle,17.87,61.7,4,66.6,74.9,55.7,33.5,0.0
28,APLS,2026-01-02,CupHandle,25.86,61.6,4,72.0,49.1,61.5,36.7,0.0
29,WAFD,2025-12-19,CupHandle,33.33,60.5,4,77.0,18.0,75.5,30.8,0.0
30,MEOH,2026-01-02,CupHandle,40.74,60.5,4,67.8,40.1,95.3,43.7,0.0
31,AENT,2025-12-29,CupHandle,8.43,60.3,4,78.0,41.7,30.7,44.2,8.7
32,VWAV,2025-12-23,CupHandle,9.85,59.6,4,69.6,57.0,50.0,44.2,0.0
33,EWBC,2025-12-18,CupHandle,115.22,59.2,4,66.4,42.8,84.4,70.2,0.0
34,DLTR,2025-12-19,CupHandle,127.84,58.9,4,72.5,56.7,31.8,29.8,0.0
35,ZEUS,2025-12-19,CupHandle,43.65,58.7,4,74.5,43.3,39.6,30.8,0.0
36,CODA,2025-12-31,CupHandle,9.30,58.6,4,66.4,51.7,75.5,61.6,9.1
37,COLB,2025-12-19,CupHandle,28.85,58.5,4,69.4,26.4,99.5,31.7,0.0
38,ARRY,2025-12-22,CupHandle,10.06,58.4,4,58.5,73.1,85.4,56.2,0.0
39,AMPH,2025-12-19,CupHandle,26.60,58.2,4,65.4,44.2,93.2,35.8,0.0
40,NFXS,2025-12-17,CupHandle,17.22,57.9,4,70.1,48.6,60.4,12.3,0.0
41,CARE,2025-12-18,CupHandle,20.51,57.8,4,68.1,34.2,85.9,55.7,3.8
42,RGP,2025-12-19,CupHandle,5.28,57.7,4,63.4,48.1,99.0,28.7,0.0
43,BJRI,2025-12-17,CupHandle,41.19,57.6,4,72.9,21.3,80.2,29.2,0.0
44,ABL,2025-12-17,CupHandle,8.30,57.5,4,71.3,40.8,55.7,37.4,0.0
45,HRZN,2026-01-02,CupHandle,6.62,56.8,4,60.2,73.3,68.2,44.9,0.0
46,DSP,2025-12-15,CupHandle,11.47,56.8,4,76.3,31.0,35.4,34.7,0.0
47,STBA,2025-12-15,CupHandle,42.76,56.7,4,72.5,13.2,90.6,29.5,0.0
48,CLDX,2025-12-30,CupHandle,26.43,56.7,4,59.8,71.9,71.9,46.7,0.0
49,REGN,2025-12-19,CupHandle,767.96,56.4,4,61.1,61.5,84.9,26.3,0.0
50,HWC,2025-12-19,CupHandle,65.82,56.3,4,73.1,18.7,74.0,35.0,0.0
