# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-06-10
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,BWFG,2026-06-09,DarvasBox,55.31,2.10x,49.0,Box:[46.92-53.86] Ht:12.9% Vol:2.10x Boxes:9 Stop:46.92
2,BOTJ,2026-06-08,DarvasBox,24.27,3.47x,62.7,Box:[22.66-23.71] Ht:4.4% Vol:3.47x Boxes:6 Stop:22.66
3,ESQ,2026-05-21,CupHandle,111.01,1.44x,34.4,Depth:14.8% Handle:2.2% Vol:1.44x Target:127.28
4,CACC,2026-05-29,CupHandle,573.64,1.62x,36.2,Depth:23.5% Handle:3.7% Vol:1.62x Target:698.10
5,MNST,2026-06-02,CupHandle,88.24,1.39x,38.9,Depth:19.5% Handle:8.2% Vol:1.39x Target:105.42
6,OBT,2026-06-05,CupHandle,34.88,1.97x,49.7,Depth:16.7% Handle:6.1% Vol:1.97x Target:40.78
7,VBNK,2026-06-03,DarvasBox,20.07,10.13x,73.0,Box:[17.02-19.01] Ht:10.5% Vol:10.13x Boxes:5 Stop:17.02
8,VBNK,2026-06-03,CupHandle,20.07,8.57x,75.0,Depth:25.3% Handle:3.1% Vol:8.57x Target:24.54
9,MNST,2026-06-10,CupHandle,91.21,1.36x,43.6,Depth:21.1% Handle:5.3% Vol:1.36x Target:110.21
10,METD,2026-06-01,CupHandle,16.66,2.46x,49.6,Depth:17.7% Handle:3.7% Vol:2.46x Target:19.66
11,MCRI,2026-06-10,DarvasBox,127.22,1.99x,47.9,Box:[113.42-121.38] Ht:6.6% Vol:1.99x Boxes:4 Stop:113.42
12,BJRI,2026-06-10,CupHandle,48.41,1.57x,45.7,Depth:25.1% Handle:4.2% Vol:1.57x Target:59.61
13,RBB,2026-05-26,CupHandle,23.90,1.75x,37.5,Depth:14.3% Handle:2.4% Vol:1.75x Target:27.27
14,EXPD,2026-06-04,CupHandle,160.13,2.47x,49.7,Depth:19.0% Handle:6.8% Vol:2.47x Target:190.44
15,NEWT,2026-05-26,CupHandle,13.86,1.42x,34.2,Depth:23.8% Handle:7.7% Vol:1.42x Target:17.11
16,HQI,2026-05-29,CupHandle,13.15,2.00x,40.0,Depth:22.1% Handle:2.9% Vol:2.00x Target:15.88
17,EFSI,2026-05-21,CupHandle,39.48,4.89x,68.9,Depth:21.7% Handle:13.4% Vol:4.89x Target:48.21
18,FELE,2026-06-09,Spoon,102.63,0.94x,34.4,Depth:10.3% Roundness:0.98 Vol:0.94x Days:72
19,CTBI,2026-05-21,Spoon,67.00,0.90x,24.0,Depth:13.2% Roundness:0.00 Vol:0.90x Days:64
20,DVLU,2026-05-29,DarvasBox,38.85,11.39x,68.0,Box:[36.90-38.45] Ht:4.0% Vol:11.39x Boxes:10 Stop:36.90
