# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-06-25
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,PCB,2026-06-18,DarvasBox,26.80,2.24x,45.4,Box:[23.26-25.15] Ht:7.5% Vol:2.24x Boxes:8 Stop:23.26
2,OPHC,2026-06-15,DarvasBox,5.75,10.35x,73.0,Box:[5.36-5.61] Ht:4.4% Vol:10.35x Boxes:3 Stop:5.36
3,PKOH,2026-06-18,DarvasBox,36.00,1.98x,42.8,Box:[31.21-35.01] Ht:10.9% Vol:1.98x Boxes:3 Stop:31.21
4,NEWT,2026-06-15,CupHandle,13.72,1.74x,42.4,Depth:25.6% Handle:3.4% Vol:1.74x Target:17.30
5,CIVB,2026-06-09,CupHandle,26.48,1.75x,37.5,Depth:16.3% Handle:1.2% Vol:1.75x Target:30.69
6,MFIN,2026-06-10,CupHandle,9.90,9.32x,70.0,Depth:22.4% Handle:10.0% Vol:9.32x Target:12.16
7,RCKY,2026-06-24,CupHandle,40.65,1.46x,44.6,Depth:22.5% Handle:3.9% Vol:1.46x Target:49.93
8,TILE,2026-06-18,CupHandle,32.56,1.93x,44.3,Depth:24.6% Handle:1.5% Vol:1.93x Target:40.53
9,NEWT,2026-06-18,CupHandle,13.91,2.45x,49.5,Depth:23.0% Handle:4.8% Vol:2.45x Target:17.01
10,ANAB,2026-06-15,CupHandle,59.51,1.33x,38.3,Depth:31.1% Handle:1.9% Vol:1.33x Target:75.81
11,MNST,2026-06-18,CupHandle,91.34,2.43x,49.3,Depth:20.6% Handle:6.5% Vol:2.43x Target:109.75
12,MNST,2026-06-10,CupHandle,91.21,1.36x,33.6,Depth:21.1% Handle:5.3% Vol:1.36x Target:110.21
13,HWAY,2026-06-22,CupHandle,39.32,8.89x,80.0,Depth:17.7% Handle:1.2% Vol:8.89x Target:46.05
14,ADAM,2026-06-15,CupHandle,9.28,1.76x,42.6,Depth:23.4% Handle:3.3% Vol:1.76x Target:11.41
15,CLDX,2026-06-16,CupHandle,32.32,1.40x,39.0,Depth:25.7% Handle:2.3% Vol:1.40x Target:40.04
16,HWBK,2026-06-17,DarvasBox,38.09,5.18x,73.0,Box:[34.66-37.30] Ht:7.1% Vol:5.18x Boxes:3 Stop:34.66
17,MCRI,2026-06-10,DarvasBox,127.22,1.99x,37.9,Box:[113.42-121.38] Ht:6.6% Vol:1.99x Boxes:4 Stop:113.42
18,BOTJ,2026-06-08,DarvasBox,24.27,3.47x,52.7,Box:[22.66-23.71] Ht:4.4% Vol:3.47x Boxes:6 Stop:22.66
19,CNOB,2026-06-08,DarvasBox,31.15,1.60x,34.0,Box:[27.86-30.65] Ht:9.1% Vol:1.60x Boxes:6 Stop:27.86
20,DWAS,2026-06-23,DarvasBox,120.84,2.20x,50.0,Box:[110.36-117.53] Ht:6.1% Vol:2.20x Boxes:9 Stop:110.36
