# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-06-12
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GRC,2026-06-11,DarvasBox,82.82,2.26x,50.6,Box:[68.94-79.54] Ht:13.3% Vol:2.26x Boxes:7 Stop:68.94
2,TDI,2026-06-02,DarvasBox,46.47,4.68x,69.8,Box:[43.58-45.74] Ht:4.7% Vol:4.68x Boxes:6 Stop:43.58
3,UBS,2026-06-09,CupHandle,47.86,1.88x,48.8,Depth:25.8% Handle:3.4% Vol:1.88x Target:60.14
4,HGV,2026-05-29,CupHandle,52.02,1.31x,33.1,Depth:24.0% Handle:2.7% Vol:1.31x Target:63.82
5,TD,2026-05-27,DarvasBox,112.20,3.07x,48.7,Box:[105.81-109.22] Ht:3.1% Vol:3.07x Boxes:8 Stop:105.81
6,RCUS,2026-06-01,CupHandle,25.67,1.55x,35.5,Depth:23.9% Handle:6.2% Vol:1.55x Target:31.50
7,BNS,2026-05-27,DarvasBox,80.68,3.24x,50.4,Box:[76.25-79.00] Ht:3.5% Vol:3.24x Boxes:6 Stop:76.25
8,RCUS,2026-05-29,CupHandle,25.34,2.88x,48.8,Depth:23.4% Handle:6.4% Vol:2.88x Target:31.00
9,IHD,2026-06-03,DarvasBox,8.02,2.99x,52.9,Box:[7.08-7.59] Ht:6.7% Vol:2.99x Boxes:7 Stop:7.08
10,BLD,2026-05-29,CupHandle,417.48,1.74x,37.4,Depth:23.0% Handle:3.3% Vol:1.74x Target:516.62
11,VOYA,2026-06-08,DarvasBox,88.48,1.94x,47.4,Box:[78.52-84.00] Ht:6.5% Vol:1.94x Boxes:5 Stop:78.52
12,RIO,2026-05-26,CupHandle,106.94,1.57x,35.7,Depth:21.2% Handle:5.4% Vol:1.57x Target:129.07
13,AGM,2026-05-28,CupHandle,179.50,1.38x,33.8,Depth:22.8% Handle:1.6% Vol:1.38x Target:219.77
14,DCO,2026-06-11,DarvasBox,165.00,1.78x,45.8,Box:[138.46-156.32] Ht:11.4% Vol:1.78x Boxes:11 Stop:138.46
15,RCUS,2026-06-02,CupHandle,24.47,1.46x,39.6,Depth:25.8% Handle:5.6% Vol:1.46x Target:30.91
16,EXG,2026-06-01,CupHandle,9.52,1.47x,34.7,Depth:16.1% Handle:0.0% Vol:1.47x Target:11.09
17,LYG,2026-06-12,CupHandle,5.50,2.02x,50.2,Depth:14.6% Handle:1.2% Vol:2.02x Target:6.31
18,IVZ,2026-06-01,CupHandle,27.62,2.12x,41.2,Depth:23.2% Handle:0.8% Vol:2.12x Target:34.21
19,STXE,2026-05-27,DarvasBox,50.85,2.18x,39.8,Box:[46.05-49.71] Ht:7.4% Vol:2.18x Boxes:6 Stop:46.05
20,EVR,2026-05-29,CupHandle,340.86,1.42x,34.2,Depth:23.3% Handle:0.7% Vol:1.42x Target:421.45
