# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-09-14
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,ARL,2026-09-03,CupHandle,16.76,1.60x,36.0,Depth:20.2% Handle:0.0% Vol:1.60x Target:19.91
2,NVGS,2026-09-03,CupHandle,22.62,1.31x,33.1,Depth:19.0% Handle:2.3% Vol:1.31x Target:26.91
3,T,2026-09-11,CupHandle,26.06,1.43x,44.3,Depth:23.6% Handle:2.4% Vol:1.43x Target:32.19
4,EGY,2026-09-10,CupHandle,6.24,1.31x,43.1,Depth:23.2% Handle:8.7% Vol:1.31x Target:7.67
5,INSW,2026-08-31,CupHandle,98.64,1.74x,37.4,Depth:22.2% Handle:9.5% Vol:1.74x Target:120.02
6,SM,2026-08-31,CupHandle,37.18,1.47x,34.7,Depth:28.3% Handle:3.3% Vol:1.47x Target:47.21
7,EGY,2026-09-14,CupHandle,6.27,1.81x,48.1,Depth:21.7% Handle:6.5% Vol:1.81x Target:7.59
8,T,2026-09-14,CupHandle,26.51,1.35x,43.5,Depth:24.2% Handle:5.4% Vol:1.35x Target:32.86
9,UGP,2026-09-03,CupHandle,7.16,1.49x,34.9,Depth:25.0% Handle:0.6% Vol:1.49x Target:8.70
10,SUN,2026-09-14,DarvasBox,79.13,2.58x,53.8,Box:[70.50-78.11] Ht:9.7% Vol:2.58x Boxes:5 Stop:70.50
11,BWLP,2026-08-25,CupHandle,24.80,1.88x,38.8,Depth:24.5% Handle:5.9% Vol:1.88x Target:30.37
12,TEN,2026-09-02,CupHandle,43.25,1.40x,34.0,Depth:19.9% Handle:5.5% Vol:1.40x Target:51.92
13,OOMA,2026-08-27,DarvasBox,23.04,3.47x,52.7,Box:[19.73-22.72] Ht:13.1% Vol:3.47x Boxes:4 Stop:19.73
14,SM,2026-09-14,CupHandle,39.03,1.36x,43.6,Depth:31.4% Handle:1.4% Vol:1.36x Target:50.68
15,AApB,2026-09-09,CupHandle,39.13,1.45x,44.5,Depth:23.9% Handle:4.1% Vol:1.45x Target:48.74
16,CVE,2026-08-25,CupHandle,30.76,1.86x,38.6,Depth:17.1% Handle:0.6% Vol:1.86x Target:35.75
17,VG,2026-09-11,CupHandle,15.80,1.76x,47.6,Depth:30.9% Handle:3.4% Vol:1.76x Target:20.39
18,TYL,2026-08-28,CupHandle,377.94,1.48x,34.8,Depth:24.5% Handle:7.0% Vol:1.48x Target:465.73
19,NRT,2026-09-08,CupHandle,9.37,2.79x,52.9,Depth:26.2% Handle:4.5% Vol:2.79x Target:11.79
20,NVGS,2026-09-14,CupHandle,23.48,1.35x,43.5,Depth:22.7% Handle:14.9% Vol:1.35x Target:28.86
