# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-08-27
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,DB,2026-08-26,CupHandle,40.23,1.76x,47.6,Depth:27.0% Handle:2.7% Vol:1.76x Target:50.63
2,ETW,2026-08-13,DarvasBox,9.88,1.72x,35.2,Box:[9.27-9.68] Ht:4.2% Vol:1.72x Boxes:8 Stop:9.27
3,DB,2026-08-19,CupHandle,38.03,1.60x,41.0,Depth:27.3% Handle:3.1% Vol:1.60x Target:48.59
4,BNS,2026-08-25,DarvasBox,93.10,1.98x,47.8,Box:[85.79-90.47] Ht:5.2% Vol:1.98x Boxes:8 Stop:85.79
5,ETD,2026-08-21,CupHandle,23.39,1.37x,38.7,Depth:22.4% Handle:5.7% Vol:1.37x Target:28.66
6,OOMA,2026-08-27,DarvasBox,23.04,3.47x,62.7,Box:[19.73-22.72] Ht:13.1% Vol:3.47x Boxes:4 Stop:19.73
7,SDRL,2026-08-27,CupHandle,48.38,1.85x,48.5,Depth:22.2% Handle:3.7% Vol:1.85x Target:59.06
8,SJM,2026-08-26,DarvasBox,130.90,2.77x,55.7,Box:[115.64-127.64] Ht:9.4% Vol:2.77x Boxes:1 Stop:115.64
9,SLB,2026-08-24,CupHandle,54.00,1.30x,43.0,Depth:19.0% Handle:4.4% Vol:1.30x Target:64.48
10,EMF,2026-08-18,CupHandle,21.72,1.41x,39.1,Depth:21.3% Handle:10.1% Vol:1.41x Target:26.24
11,BEKE,2026-08-24,CupHandle,17.71,2.62x,56.2,Depth:22.5% Handle:7.0% Vol:2.62x Target:21.72
12,SAIL,2026-08-13,CupHandle,19.99,1.63x,36.3,Depth:24.3% Handle:10.3% Vol:1.63x Target:23.29
13,SCCO,2026-08-21,CupHandle,216.00,1.71x,42.1,Depth:19.1% Handle:9.2% Vol:1.71x Target:254.07
14,SB,2026-08-21,DarvasBox,8.53,1.60x,39.0,Box:[7.24-8.04] Ht:10.0% Vol:1.60x Boxes:5 Stop:7.24
15,G,2026-08-20,CupHandle,36.93,2.27x,47.7,Depth:24.5% Handle:10.9% Vol:2.27x Target:45.62
16,OPY,2026-08-14,CupHandle,116.34,1.80x,38.0,Depth:24.2% Handle:14.4% Vol:1.80x Target:145.05
17,MRK,2026-08-19,DarvasBox,152.20,4.00x,63.0,Box:[126.22-135.05] Ht:6.5% Vol:4.00x Boxes:4 Stop:126.22
18,TRGP,2026-08-18,DarvasBox,297.77,2.34x,46.4,Box:[255.08-290.68] Ht:12.2% Vol:2.34x Boxes:8 Stop:255.08
19,RVTY,2026-08-20,CupHandle,124.13,1.68x,41.8,Depth:31.2% Handle:5.5% Vol:1.68x Target:160.91
20,BEKE,2026-08-21,CupHandle,17.75,2.67x,51.7,Depth:25.9% Handle:14.0% Vol:2.67x Target:22.57
