# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-06-05
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,CACC,2026-05-29,CupHandle,573.64,1.62x,41.2,Depth:23.5% Handle:3.7% Vol:1.62x Target:698.10
2,SUPP,2026-06-02,DarvasBox,84.92,2.29x,50.9,Box:[77.73-82.91] Ht:6.3% Vol:2.29x Boxes:6 Stop:77.73
3,VIRT,2026-05-19,DarvasBox,54.16,1.73x,35.3,Box:[46.86-52.21] Ht:10.2% Vol:1.73x Boxes:8 Stop:46.86
4,NHPBP,2026-05-18,DarvasBox,22.11,3.35x,51.5,Box:[19.85-21.75] Ht:8.8% Vol:3.35x Boxes:6 Stop:19.85
5,FCTE,2026-05-26,CupHandle,27.00,2.01x,45.1,Depth:13.0% Handle:0.3% Vol:2.01x Target:30.56
6,ALKS,2026-05-29,DarvasBox,42.19,2.24x,45.4,Box:[36.25-39.56] Ht:8.4% Vol:2.24x Boxes:3 Stop:36.25
7,ARBB,2026-06-03,CupHandle,5.37,1.33x,43.3,Depth:25.7% Handle:4.7% Vol:1.33x Target:6.65
8,HQI,2026-05-29,CupHandle,13.15,2.00x,45.0,Depth:22.1% Handle:2.9% Vol:2.00x Target:15.88
9,SUPP,2026-06-02,CupHandle,84.92,2.35x,53.5,Depth:15.7% Handle:0.0% Vol:2.35x Target:97.44
10,DVLU,2026-05-29,DarvasBox,38.85,11.39x,73.0,Box:[36.90-38.45] Ht:4.0% Vol:11.39x Boxes:10 Stop:36.90
11,PFG,2026-05-29,CupHandle,103.62,2.19x,46.9,Depth:17.1% Handle:4.4% Vol:2.19x Target:121.12
12,EFSI,2026-05-21,CupHandle,39.48,4.89x,68.9,Depth:21.7% Handle:13.4% Vol:4.89x Target:48.21
13,VBNK,2026-06-03,DarvasBox,20.07,10.13x,78.0,Box:[17.02-19.01] Ht:10.5% Vol:10.13x Boxes:5 Stop:17.02
14,VBNK,2026-06-03,CupHandle,20.07,8.57x,80.0,Depth:25.3% Handle:3.1% Vol:8.57x Target:24.54
15,MAR,2026-05-28,DarvasBox,385.76,1.54x,38.4,Box:[345.38-380.00] Ht:9.1% Vol:1.54x Boxes:7 Stop:345.38
16,TROW,2026-05-29,CupHandle,104.53,2.30x,48.0,Depth:20.3% Handle:6.7% Vol:2.30x Target:126.17
17,RBB,2026-05-26,CupHandle,23.90,1.75x,42.5,Depth:14.3% Handle:2.4% Vol:1.75x Target:27.27
18,MNST,2026-06-02,CupHandle,88.24,1.39x,43.9,Depth:19.5% Handle:8.2% Vol:1.39x Target:105.42
19,NFXS,2026-06-02,CupHandle,18.72,1.45x,44.5,Depth:18.3% Handle:4.4% Vol:1.45x Target:21.95
20,FITB,2026-06-02,CupHandle,50.31,1.99x,49.9,Depth:17.0% Handle:3.7% Vol:1.99x Target:59.04
