# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: AMEX_Yahoo | End Date: 2026-04-12
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,LGCY,2026-04-09,CupHandle,13.70,94.9,1,100.0,65.0,100.0,75.9,20.4
2,MPTI,2026-03-26,DarvasBox,72.15,92.0,1,98.0,65.0,100.0,32.3,22.9
3,NML,2026-03-27,DarvasBox,10.58,86.7,1,79.7,65.0,100.0,40.8,22.9
4,EGG,2026-03-24,CupHandle,5.70,82.8,1,100.0,65.0,50.0,17.0,23.8
5,BDL,2026-04-08,CupHandle,32.00,72.1,1,64.8,68.0,100.0,98.7,37.0
6,AAP,2026-04-10,CupHandle,54.59,72.0,1,64.2,65.0,100.0,52.7,11.4
7,AAp,2026-04-10,CupHandle,54.59,72.0,1,64.2,65.0,100.0,52.7,11.4
8,UUU,2026-04-07,CupHandle,6.05,66.7,1,59.9,65.0,100.0,65.5,20.2
9,AXIL,2026-04-08,CupHandle,7.14,56.7,1,51.8,65.0,100.0,54.5,23.7
10,CIX,2026-04-09,CupHandle,23.27,55.0,1,52.0,65.0,100.0,47.5,36.7
11,AULTpD,2026-04-09,CupHandle,22.00,54.8,2,63.4,74.1,100.0,100.0,26.3
12,CVR,2026-04-09,CupHandle,10.26,46.0,2,57.7,63.2,100.0,53.4,26.6
13,SIM,2026-04-08,CupHandle,34.35,43.5,3,65.2,55.0,37.0,100.0,38.6
14,AULTPD,2026-04-09,CupHandle,22.00,36.5,3,56.4,59.8,22.9,100.0,26.3
