# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-05-06
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,ULS,2026-05-05,DarvasBox,104.74,2.37x,51.7,Box:[86.45-94.04] Ht:8.1% Vol:2.37x Boxes:5 Stop:86.45
2,GLW,2026-05-06,DarvasBox,181.57,3.12x,59.2,Box:[158.50-176.75] Ht:10.3% Vol:3.12x Boxes:7 Stop:158.50
3,VAC,2026-05-05,CupHandle,73.72,2.09x,50.9,Depth:23.3% Handle:3.3% Vol:2.09x Target:89.66
4,NET,2026-05-05,CupHandle,244.43,1.67x,46.7,Depth:25.1% Handle:12.2% Vol:1.67x Target:297.55
5,IRM,2026-04-16,CupHandle,117.73,1.36x,33.6,Depth:26.0% Handle:2.6% Vol:1.36x Target:145.06
6,TNC,2026-04-24,CupHandle,81.52,2.13x,41.3,Depth:23.6% Handle:4.4% Vol:2.13x Target:100.11
7,ZGN,2026-04-24,CupHandle,11.96,1.82x,38.2,Depth:24.7% Handle:5.7% Vol:1.82x Target:14.79
8,TNC,2026-04-23,CupHandle,80.16,1.80x,38.0,Depth:24.8% Handle:5.7% Vol:1.80x Target:99.98
9,KGS,2026-04-17,DarvasBox,63.25,1.66x,34.6,Box:[56.51-60.07] Ht:5.9% Vol:1.66x Boxes:10 Stop:56.51
10,CX,2026-05-06,CupHandle,13.55,1.73x,47.3,Depth:24.5% Handle:10.9% Vol:1.73x Target:16.77
11,TWO,2026-04-29,CupHandle,11.56,1.62x,41.2,Depth:21.0% Handle:0.4% Vol:1.62x Target:13.90
12,DINO,2026-04-29,DarvasBox,65.93,1.72x,40.2,Box:[55.43-64.70] Ht:14.3% Vol:1.72x Boxes:3 Stop:55.43
13,SB,2026-05-05,DarvasBox,7.11,2.48x,52.8,Box:[6.43-6.78] Ht:5.2% Vol:2.48x Boxes:4 Stop:6.43
14,LUXE,2026-04-17,CupHandle,8.89,2.13x,41.3,Depth:21.2% Handle:4.7% Vol:2.13x Target:10.77
15,CX,2026-05-05,CupHandle,12.87,1.56x,45.6,Depth:23.7% Handle:14.9% Vol:1.56x Target:15.95
16,DAC,2026-05-04,DarvasBox,123.35,2.48x,52.8,Box:[114.57-120.00] Ht:4.5% Vol:2.48x Boxes:6 Stop:114.57
17,AROC,2026-05-06,DarvasBox,39.10,2.16x,49.6,Box:[33.55-37.73] Ht:11.1% Vol:2.16x Boxes:5 Stop:33.55
18,ORN,2026-04-30,CupHandle,13.62,2.32x,48.2,Depth:24.0% Handle:12.3% Vol:2.32x Target:16.70
19,ULS,2026-05-05,CupHandle,104.74,2.37x,53.7,Depth:25.0% Handle:9.4% Vol:2.37x Target:127.50
20,BRIE,2026-05-06,Spoon,29.79,0.34x,28.4,Depth:10.2% Roundness:1.00 Vol:0.34x Days:41
