# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NYSE_Yahoo | End Date: 2026-02-09
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,KVUE,2026-02-04,CupHandle,18.01,69.2,3,76.9,66.4,36.5,69.1,0.0
2,JMIA,2026-01-29,CupHandle,13.78,68.1,3,68.9,70.0,81.8,53.4,1.0
3,CDLR,2026-01-30,CupHandle,23.90,66.9,3,75.3,85.5,9.9,49.4,3.0
4,PBF,2026-02-03,Spoon,34.46,65.7,3,71.6,70.7,51.6,43.9,1.0
5,NOA,2026-01-21,CupHandle,15.41,65.5,3,69.3,76.3,55.2,43.3,0.0
6,SOBO,2026-01-29,Spoon,28.63,65.2,3,72.2,74.0,40.6,36.7,0.0
7,MATV,2026-02-04,CupHandle,13.79,64.8,4,75.1,67.5,21.4,64.6,0.0
8,CNM,2026-01-26,CupHandle,57.14,64.7,4,75.6,69.1,19.3,51.1,0.0
9,WTTR,2026-01-29,CupHandle,12.06,64.7,4,76.3,67.5,15.6,55.2,0.0
10,CNH,2026-02-04,CupHandle,11.96,64.5,4,73.3,81.4,14.6,53.1,3.6
11,CYD,2026-01-21,CupHandle,44.17,64.2,4,78.4,66.6,1.6,52.9,0.0
12,DXYZ,2026-01-28,CupHandle,35.42,64.1,4,74.8,70.5,20.3,46.7,1.0
13,GXO,2026-01-28,CupHandle,57.56,64.0,4,74.9,65.9,21.4,62.9,0.0
14,WHR,2026-02-04,CupHandle,87.69,63.8,4,76.0,70.9,10.4,45.4,1.0
15,WAL,2026-02-03,CupHandle,91.35,63.7,4,80.6,51.0,8.9,56.6,0.0
16,ECVT,2026-01-29,CupHandle,10.82,63.3,4,73.5,72.1,17.2,58.1,0.0
17,MTW,2026-01-21,CupHandle,13.53,63.2,4,67.7,84.7,32.3,65.2,0.0
18,THO,2026-02-03,CupHandle,118.23,63.2,4,70.1,69.1,46.9,49.1,0.0
19,AIN,2026-01-22,CupHandle,58.15,62.9,4,67.7,88.7,31.2,40.1,0.0
20,SRV,2026-02-09,CupHandle,42.40,62.9,4,63.2,82.9,75.0,52.3,11.1
21,VRT,2026-02-09,CupHandle,202.00,62.6,4,68.8,71.2,45.3,65.7,2.5
22,CTOS,2026-02-03,CupHandle,6.55,62.3,4,70.5,63.7,43.8,61.8,0.0
23,MBC,2026-02-06,CupHandle,13.59,61.7,4,72.7,72.5,8.9,70.9,0.0
24,HFGM,2026-01-20,CupHandle,31.16,61.4,4,65.5,80.8,50.0,64.2,10.1
25,HY,2026-02-05,CupHandle,34.81,61.2,4,70.4,63.3,40.1,60.3,0.7
26,SEM,2026-02-05,CupHandle,15.47,60.8,4,65.2,72.0,58.3,55.0,0.0
27,TRN,2026-01-29,Spoon,28.70,60.8,4,70.9,64.6,39.1,35.7,0.5
28,CEE,2026-02-02,CupHandle,18.98,60.5,4,74.7,64.3,23.4,36.6,14.8
29,NVGS,2026-02-04,CupHandle,17.69,60.4,4,72.4,73.0,9.9,46.3,0.0
30,JKS,2026-02-04,CupHandle,27.56,59.9,4,72.0,70.3,13.0,54.3,2.0
31,ESI,2026-01-28,CupHandle,29.89,59.9,4,73.1,68.6,4.2,64.6,0.0
32,ASH,2026-02-02,CupHandle,61.56,59.9,4,70.4,69.7,20.8,60.7,0.0
33,FFWM,2026-01-22,CupHandle,6.39,59.8,4,75.9,56.4,10.9,44.5,0.0
34,AS,2026-02-09,CupHandle,39.54,59.6,4,67.0,86.0,12.5,68.0,0.0
35,AMTB,2026-01-23,CupHandle,21.26,59.4,4,72.4,71.4,5.2,50.6,0.0
36,MUX,2026-01-20,CupHandle,24.49,59.4,4,74.4,64.3,11.5,33.5,4.0
37,CLH,2026-02-05,CupHandle,262.19,59.4,4,65.9,82.6,28.6,51.7,0.0
38,APD,2026-01-30,CupHandle,272.50,59.2,4,69.2,68.9,30.7,44.0,0.0
39,JBTM,2026-02-02,CupHandle,163.35,58.9,4,65.3,79.8,35.4,48.1,0.0
40,CNR,2026-01-29,CupHandle,95.86,58.7,4,69.8,72.0,17.2,49.0,0.0
41,INR,2026-01-26,CupHandle,15.41,58.6,4,68.1,74.5,22.4,53.2,0.0
42,BCC,2026-02-05,CupHandle,89.16,58.4,4,66.7,83.4,15.6,55.1,0.0
43,DECK,2026-01-30,CupHandle,119.34,58.4,4,71.6,74.5,3.6,40.1,1.8
44,AROC,2026-02-05,CupHandle,30.74,58.3,4,72.5,64.0,9.4,66.0,5.3
45,TpC,2026-01-28,CupHandle,79.38,58.2,4,67.8,73.5,23.4,54.6,0.0
46,TPC,2026-01-28,CupHandle,79.38,58.2,4,67.8,73.5,23.4,54.6,0.0
47,SGI,2026-01-21,CupHandle,95.00,57.7,4,63.2,81.9,30.7,75.7,0.0
48,HZO,2026-02-02,CupHandle,30.00,57.7,4,75.0,49.2,8.9,70.1,0.0
49,TWI,2026-02-04,CupHandle,10.65,57.6,4,69.9,77.7,0.5,62.6,5.0
50,CE,2026-02-04,CupHandle,52.81,57.6,4,76.2,50.0,1.6,62.2,0.0
