# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-06-29
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,PGC,2026-06-26,DarvasBox,47.99,4.23x,70.3,Box:[43.44-46.57] Ht:6.7% Vol:4.23x Boxes:5 Stop:43.44
2,STRT,2026-06-26,CupHandle,82.64,3.38x,63.8,Depth:29.4% Handle:2.1% Vol:3.38x Target:106.42
3,PKOH,2026-06-18,DarvasBox,36.00,1.98x,37.8,Box:[31.21-35.01] Ht:10.9% Vol:1.98x Boxes:3 Stop:31.21
4,CIVB,2026-06-26,DarvasBox,28.67,8.28x,78.0,Box:[24.17-28.31] Ht:14.6% Vol:8.28x Boxes:4 Stop:24.17
5,GTX,2026-06-26,DarvasBox,35.11,2.54x,53.4,Box:[30.90-34.34] Ht:10.0% Vol:2.54x Boxes:5 Stop:30.90
6,SCHL,2026-06-26,DarvasBox,46.01,2.31x,51.1,Box:[41.05-44.54] Ht:7.8% Vol:2.31x Boxes:7 Stop:41.05
7,UFCS,2026-06-26,DarvasBox,52.55,4.50x,73.0,Box:[43.01-49.94] Ht:13.9% Vol:4.50x Boxes:5 Stop:43.01
8,FRST,2026-06-26,DarvasBox,16.65,7.46x,78.0,Box:[15.08-15.89] Ht:5.1% Vol:7.46x Boxes:3 Stop:15.08
9,RCKY,2026-06-24,CupHandle,40.65,1.46x,44.6,Depth:22.5% Handle:3.9% Vol:1.46x Target:49.93
10,GSBC,2026-06-26,DarvasBox,79.05,2.54x,53.4,Box:[73.15-76.92] Ht:4.9% Vol:2.54x Boxes:6 Stop:73.15
11,RCKY,2026-06-26,CupHandle,41.28,3.01x,60.1,Depth:22.5% Handle:6.0% Vol:3.01x Target:50.56
12,HBNC,2026-06-26,DarvasBox,20.29,5.80x,78.0,Box:[19.25-19.92] Ht:3.3% Vol:5.80x Boxes:5 Stop:19.25
13,OPHC,2026-06-15,DarvasBox,5.75,10.35x,68.0,Box:[5.36-5.61] Ht:4.4% Vol:10.35x Boxes:3 Stop:5.36
14,DGII,2026-06-29,DarvasBox,73.23,1.66x,44.6,Box:[63.15-70.79] Ht:10.8% Vol:1.66x Boxes:8 Stop:63.15
15,MASS,2026-06-18,CupHandle,8.85,4.10x,61.0,Depth:23.7% Handle:4.0% Vol:4.10x Target:10.62
16,CTBI,2026-06-26,DarvasBox,72.36,5.15x,78.0,Box:[67.45-71.28] Ht:5.4% Vol:5.15x Boxes:8 Stop:67.45
17,ACNB,2026-06-26,DarvasBox,60.42,5.58x,78.0,Box:[55.73-58.54] Ht:4.8% Vol:5.58x Boxes:3 Stop:55.73
18,CIVB,2026-06-09,CupHandle,26.48,1.75x,37.5,Depth:16.3% Handle:1.2% Vol:1.75x Target:30.69
19,PCB,2026-06-18,DarvasBox,26.80,2.24x,40.4,Box:[23.26-25.15] Ht:7.5% Vol:2.24x Boxes:8 Stop:23.26
20,MFIN,2026-06-10,CupHandle,9.90,9.32x,70.0,Depth:22.4% Handle:10.0% Vol:9.32x Target:12.16
