# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-04-13
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,LGCY,2026-04-09,CupHandle,13.70,1.63x,46.3,Depth:34.7% Handle:8.2% Vol:1.63x Target:17.93
2,MPTI,2026-03-26,DarvasBox,72.15,5.16x,68.0,Box:[61.42-68.50] Ht:10.3% Vol:5.16x Boxes:4 Stop:61.42
3,NML,2026-03-27,DarvasBox,10.58,1.56x,33.6,Box:[9.93-10.44] Ht:4.9% Vol:1.56x Boxes:8 Stop:9.93
4,EGG,2026-03-24,CupHandle,5.70,1.81x,38.1,Depth:30.1% Handle:14.6% Vol:1.81x Target:7.21
5,BDL,2026-04-08,CupHandle,32.00,3.85x,68.5,Depth:13.2% Handle:0.0% Vol:3.85x Target:36.18
6,AAP,2026-04-10,CupHandle,54.59,1.35x,43.5,Depth:28.9% Handle:4.8% Vol:1.35x Target:69.90
7,AAp,2026-04-10,CupHandle,54.59,1.35x,43.5,Depth:28.9% Handle:4.8% Vol:1.35x Target:69.90
8,UUU,2026-04-07,CupHandle,6.05,2.21x,47.1,Depth:28.9% Handle:10.2% Vol:2.21x Target:7.52
9,AXIL,2026-04-08,CupHandle,7.14,1.95x,49.5,Depth:30.7% Handle:14.2% Vol:1.95x Target:9.04
10,CIX,2026-04-09,CupHandle,23.27,1.88x,48.8,Depth:14.0% Handle:0.0% Vol:1.88x Target:26.57
11,AULTpD,2026-04-09,CupHandle,22.00,16.66x,80.0,Depth:18.4% Handle:3.0% Vol:16.66x Target:26.10
12,CKX,2026-04-13,CupHandle,10.72,16.85x,80.0,Depth:22.3% Handle:7.2% Vol:16.85x Target:13.21
13,CVR,2026-04-09,CupHandle,10.26,2.94x,59.4,Depth:18.0% Handle:0.5% Vol:2.94x Target:12.12
14,SIM,2026-04-08,CupHandle,34.35,infx,80.0,Depth:15.6% Handle:0.0% Vol:infx Target:39.15
15,ARMN,2026-04-10,POS,N/A,1.00x,30.0,Peak=MA21
16,ARMN,2026-04-09,POS,N/A,1.00x,30.0,Peak=MA21
17,ARMN,2026-04-08,POS,N/A,1.00x,30.0,Peak=MA21
18,ARMN,2026-04-07,POS,N/A,1.00x,25.0,Peak=MA21
19,ARMN,2026-04-06,POS,N/A,1.00x,25.0,Peak=MA21
20,ARMN,2026-04-02,POS,N/A,1.00x,20.0,Peak=MA21
