# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-07-27
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,CCEC,2026-07-27,CupHandle,23.65,1.57x,45.7,Depth:26.3% Handle:5.4% Vol:1.57x Target:29.63
2,BLFS,2026-07-22,DarvasBox,31.15,9.52x,78.0,Box:[26.98-30.00] Ht:10.1% Vol:9.52x Boxes:3 Stop:26.98
3,COWS,2026-07-16,DarvasBox,37.53,3.50x,53.0,Box:[35.84-36.98] Ht:3.1% Vol:3.50x Boxes:7 Stop:35.84
4,FCBC,2026-07-22,DarvasBox,46.91,2.54x,53.4,Box:[43.05-45.84] Ht:6.1% Vol:2.54x Boxes:6 Stop:43.05
5,GREEL,2026-07-09,DarvasBox,24.00,2.27x,40.7,Box:[21.30-22.95] Ht:7.2% Vol:2.27x Boxes:3 Stop:21.30
6,CDW,2026-07-09,CupHandle,140.21,1.50x,35.0,Depth:24.9% Handle:1.5% Vol:1.50x Target:172.42
7,LCNB,2026-07-16,DarvasBox,19.78,2.91x,47.1,Box:[17.31-18.52] Ht:6.5% Vol:2.91x Boxes:4 Stop:17.31
8,LQDT,2026-07-16,DarvasBox,41.02,2.31x,41.1,Box:[36.36-39.93] Ht:8.9% Vol:2.31x Boxes:3 Stop:36.36
9,STBA,2026-07-23,DarvasBox,50.98,2.24x,50.4,Box:[47.90-50.40] Ht:5.0% Vol:2.24x Boxes:5 Stop:47.90
10,DCBO,2026-07-23,CupHandle,18.99,1.41x,44.1,Depth:23.9% Handle:3.5% Vol:1.41x Target:23.52
11,NFBK,2026-07-20,DarvasBox,15.31,3.01x,53.1,Box:[14.42-15.01] Ht:3.9% Vol:3.01x Boxes:7 Stop:14.42
12,NBIX,2026-07-13,CupHandle,174.10,1.35x,33.5,Depth:23.7% Handle:5.2% Vol:1.35x Target:211.98
13,CERT,2026-07-24,CupHandle,7.51,1.44x,44.4,Depth:24.2% Handle:3.9% Vol:1.44x Target:8.93
14,JOYY,2026-07-24,CupHandle,73.95,1.40x,44.0,Depth:19.6% Handle:6.3% Vol:1.40x Target:87.20
15,MNDY,2026-07-20,CupHandle,76.75,1.50x,40.0,Depth:26.3% Handle:6.7% Vol:1.50x Target:97.24
16,VGSR,2026-07-23,CupHandle,11.58,8.08x,80.0,Depth:13.7% Handle:0.9% Vol:8.08x Target:13.16
17,CFBK,2026-07-27,CupHandle,34.01,2.75x,57.5,Depth:22.1% Handle:12.2% Vol:2.75x Target:41.53
18,USCB,2026-07-24,DarvasBox,21.67,1.60x,44.0,Box:[19.25-20.93] Ht:8.0% Vol:1.60x Boxes:3 Stop:19.25
19,HQI,2026-07-27,CupHandle,13.79,1.94x,49.4,Depth:21.6% Handle:11.3% Vol:1.94x Target:16.45
20,INCY,2026-07-27,CupHandle,118.87,1.65x,46.5,Depth:18.2% Handle:5.3% Vol:1.65x Target:138.72
