# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-02-15
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,AXR,2026-02-10,CupHandle,22.52,5.86x,80.0,Depth:18.9% Handle:3.7% Vol:5.86x Target:26.62
2,AXR,2026-02-11,CupHandle,23.57,1.73x,47.3,Depth:18.9% Handle:0.0% Vol:1.73x Target:27.67
3,USPH,2026-02-11,CupHandle,88.14,1.54x,45.4,Depth:21.8% Handle:7.8% Vol:1.54x Target:106.78
4,SEM,2026-02-12,CupHandle,16.29,2.33x,53.3,Depth:18.4% Handle:4.9% Vol:2.33x Target:19.14
5,GXO,2026-01-28,CupHandle,57.56,1.74x,37.4,Depth:19.7% Handle:0.9% Vol:1.74x Target:68.81
6,CHE,2026-02-13,Spoon,473.22,1.47x,39.7,Depth:10.5% Roundness:0.00 Vol:1.47x Days:51
7,SEM,2026-02-13,CupHandle,16.38,1.49x,44.9,Depth:18.6% Handle:6.6% Vol:1.49x Target:19.26
8,MPW,2026-02-11,CupHandle,5.70,1.37x,43.7,Depth:25.0% Handle:5.9% Vol:1.37x Target:6.97
9,KVUE,2026-02-04,CupHandle,18.01,1.94x,39.4,Depth:24.5% Handle:8.1% Vol:1.94x Target:22.51
10,WTTR,2026-01-29,CupHandle,12.06,1.53x,35.3,Depth:22.8% Handle:4.8% Vol:1.53x Target:14.80
11,CNM,2026-01-26,CupHandle,57.14,2.06x,40.6,Depth:22.9% Handle:6.0% Vol:2.06x Target:70.22
12,CEE,2026-02-02,CupHandle,18.98,2.63x,46.3,Depth:23.3% Handle:4.3% Vol:2.63x Target:23.37
13,PEBpE,2026-02-12,CupHandle,20.20,3.56x,65.6,Depth:12.6% Handle:9.0% Vol:3.56x Target:22.76
14,WAL,2026-02-03,CupHandle,91.35,1.59x,35.9,Depth:24.6% Handle:0.6% Vol:1.59x Target:113.57
15,HY,2026-02-05,CupHandle,34.81,2.62x,51.2,Depth:27.5% Handle:9.2% Vol:2.62x Target:44.71
16,CNH,2026-02-04,CupHandle,11.96,1.69x,36.9,Depth:19.6% Handle:4.1% Vol:1.69x Target:14.15
17,NIC,2026-02-13,CupHandle,155.19,2.22x,52.2,Depth:20.9% Handle:8.7% Vol:2.22x Target:185.35
18,SEM,2026-02-11,CupHandle,16.23,2.21x,52.1,Depth:25.2% Handle:13.6% Vol:2.21x Target:20.12
19,SOBO,2026-01-29,Spoon,28.63,0.61x,21.1,Depth:10.5% Roundness:0.22 Vol:0.61x Days:77
20,HZO,2026-02-02,CupHandle,30.00,7.27x,70.0,Depth:26.3% Handle:4.2% Vol:7.27x Target:37.63
