# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: AMEX_Yahoo | End Date: 2026-03-31
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,MPTI,2026-03-26,DarvasBox,72.15,65.3,1,98.0,65.0,100.0,56.2,23.3
2,EGG,2026-03-24,CupHandle,5.70,61.0,1,100.0,65.0,50.0,100.0,25.1
3,BHM,2026-03-19,CupHandle,10.75,59.3,1,100.0,65.0,100.0,38.2,24.0
4,NML,2026-03-27,DarvasBox,10.58,56.5,1,79.7,65.0,100.0,63.2,22.9
5,ACU,2026-03-16,CupHandle,46.00,49.2,2,68.4,65.0,100.0,37.0,22.6
6,BDL,2026-03-12,CupHandle,34.42,47.3,2,70.4,65.0,100.0,35.8,37.0
7,CIX,2026-03-12,CupHandle,24.30,39.8,3,63.8,65.0,100.0,36.0,28.1
8,DIT,2026-03-18,CupHandle,118.50,36.7,3,65.8,65.0,100.0,42.4,26.3
9,PTN,2026-03-20,CupHandle,21.45,36.7,3,67.1,65.0,100.0,43.0,36.5
10,AULTPD,2026-03-25,CupHandle,21.53,20.6,4,55.4,18.6,44.8,42.0,37.1
