# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Yahoo | End Date: 2026-07-02
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,ICCC,2026-07-01,DarvasBox,11.00,81.3,1,78.8,72.4,70.3,77.3,11.0
2,SCHL,2026-06-26,DarvasBox,46.01,80.0,1,83.3,50.7,47.9,56.0,0.0
3,PGC,2026-06-26,DarvasBox,47.99,79.9,1,83.7,26.9,68.2,75.3,0.0
4,EXEL,2026-06-26,DarvasBox,54.77,78.4,1,76.8,59.5,64.1,61.6,0.0
5,TRIN,2026-06-29,CupHandle,17.73,78.0,1,70.1,73.2,74.0,57.2,0.0
6,UFCS,2026-06-26,DarvasBox,52.55,76.9,1,92.6,41.8,41.1,73.8,0.2
7,DGII,2026-06-29,DarvasBox,73.23,76.9,1,79.1,48.6,43.8,95.3,0.0
8,RAAQ,2026-07-01,DarvasBox,13.42,75.3,1,81.5,68.0,21.4,86.6,4.0
9,MDRR,2026-06-30,CupHandle,11.65,75.1,1,78.4,71.9,54.7,68.9,25.9
10,HQY,2026-06-26,CupHandle,88.46,74.8,1,70.3,68.0,83.9,63.1,5.7
11,CIVB,2026-06-26,DarvasBox,28.67,74.5,1,80.3,29.5,56.8,82.4,0.0
12,FRAF,2026-07-01,DarvasBox,63.84,74.1,1,79.9,37.3,44.8,96.8,9.4
13,ICFI,2026-06-29,CupHandle,74.49,73.0,1,68.7,74.5,57.3,66.0,11.4
14,KINS,2026-06-26,CupHandle,18.19,72.9,1,71.1,59.9,87.0,100.0,5.7
15,HUBG,2026-06-26,CupHandle,43.75,72.6,1,68.9,51.7,88.5,65.1,11.4
16,TAX,2026-07-01,DarvasBox,31.39,72.5,1,80.8,52.8,25.0,62.9,14.3
17,FRST,2026-06-26,DarvasBox,16.65,72.4,1,83.4,20.3,22.4,88.3,0.0
18,STRT,2026-06-26,CupHandle,82.64,71.8,1,80.1,15.0,87.5,81.2,7.1
19,OPHC,2026-06-15,DarvasBox,5.75,71.7,1,81.3,28.3,35.9,39.5,9.4
20,ACNB,2026-06-26,DarvasBox,60.42,71.5,1,79.5,32.2,43.2,85.7,3.3
21,LINE,2026-06-30,CupHandle,43.25,71.2,1,76.7,37.4,45.8,64.9,0.0
22,PCB,2026-06-18,DarvasBox,26.80,70.7,1,86.9,37.7,4.7,83.0,8.6
23,NFBK,2026-06-26,DarvasBox,14.99,70.7,1,78.2,41.4,16.1,63.8,0.0
24,CPSS,2026-06-26,CupHandle,10.00,70.4,1,76.3,29.4,43.8,87.3,10.5
25,WING,2026-07-01,CupHandle,174.97,70.3,1,74.2,66.7,46.9,55.6,11.4
26,CRMD,2026-06-18,CupHandle,8.67,70.3,1,76.3,68.0,11.5,54.6,14.3
27,STHO,2026-06-26,CupHandle,9.18,70.1,1,74.2,48.5,53.1,52.1,11.9
28,DVXF,2026-07-02,CupHandle,26.90,70.0,1,76.4,68.0,50.0,46.0,37.8
29,SGMT,2026-06-25,CupHandle,6.86,70.0,1,64.9,66.5,78.6,87.9,0.0
30,WCLD,2026-06-29,CupHandle,31.55,69.9,1,70.7,68.0,83.3,46.8,5.7
31,RCKY,2026-06-26,CupHandle,41.28,69.8,1,76.5,15.0,61.5,82.0,6.8
32,CARL,2026-06-26,CupHandle,11.76,69.8,1,73.2,41.1,50.0,70.5,11.4
33,ILPT,2026-06-26,DarvasBox,9.28,69.5,1,79.2,27.0,49.0,69.3,0.0
34,MASS,2026-06-18,CupHandle,8.85,69.4,1,79.5,40.2,52.6,57.5,7.1
35,PKOH,2026-06-18,DarvasBox,36.00,69.4,1,78.4,15.0,64.6,73.3,1.5
36,DVIN,2026-07-02,CupHandle,31.08,69.2,1,69.1,65.0,50.0,48.0,15.0
37,COLM,2026-06-18,CupHandle,66.46,69.0,1,77.2,50.3,55.7,53.0,11.4
38,VTRS,2026-07-01,CupHandle,16.18,68.9,1,69.1,57.4,50.5,55.2,0.0
39,CTBI,2026-06-26,DarvasBox,72.36,68.6,1,75.4,34.4,44.3,74.8,0.0
40,HSTM,2026-06-26,CupHandle,26.73,68.6,1,68.4,72.9,51.6,67.5,0.0
41,ARWR,2026-06-25,CupHandle,79.27,68.6,1,67.3,71.1,56.8,89.1,11.4
42,EDAP,2026-06-23,CupHandle,4.98,68.3,1,71.0,70.1,47.4,51.6,8.9
43,SEIC,2026-06-18,CupHandle,89.44,68.3,1,67.1,68.0,44.3,55.7,11.4
44,FROG,2026-06-29,DarvasBox,90.09,68.3,1,72.4,68.0,29.7,99.5,0.0
45,JBLU,2026-06-15,CupHandle,5.36,68.2,1,73.0,56.8,56.2,55.9,0.7
46,UG,2026-07-02,CupHandle,7.26,68.0,1,66.3,58.7,72.9,56.7,13.5
47,FCAP,2026-06-23,CupHandle,65.20,67.8,1,73.4,46.1,30.2,100.0,12.9
48,QYLD,2026-06-18,DarvasBox,18.52,67.7,1,79.3,58.3,3.1,29.9,11.4
49,GH,2026-06-26,DarvasBox,149.22,67.5,1,75.9,61.7,19.3,100.0,4.1
50,BODI,2026-07-02,CupHandle,10.79,67.5,1,65.0,75.0,98.4,49.3,12.6
