# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-09-03
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,OPY,2026-09-03,CupHandle,124.74,1.63x,46.3,Depth:23.2% Handle:6.6% Vol:1.63x Target:151.93
2,DB,2026-08-19,CupHandle,38.03,1.60x,36.0,Depth:25.0% Handle:3.5% Vol:1.60x Target:47.42
3,BCH,2026-09-02,CupHandle,42.38,1.82x,48.2,Depth:23.4% Handle:4.0% Vol:1.82x Target:52.62
4,BCH,2026-08-25,CupHandle,42.65,1.52x,40.2,Depth:21.4% Handle:6.3% Vol:1.52x Target:51.81
5,DB,2026-08-26,CupHandle,40.23,1.76x,42.6,Depth:29.2% Handle:2.4% Vol:1.76x Target:51.80
6,GNW,2026-09-03,DarvasBox,10.38,2.35x,51.5,Box:[9.80-10.27] Ht:4.6% Vol:2.35x Boxes:10 Stop:9.80
7,ARL,2026-09-03,CupHandle,16.76,1.60x,46.0,Depth:20.2% Handle:0.0% Vol:1.60x Target:19.91
8,NOMD,2026-08-24,CupHandle,12.10,2.47x,49.7,Depth:26.3% Handle:14.3% Vol:2.47x Target:15.31
9,NMM,2026-08-20,DarvasBox,85.32,2.66x,44.6,Box:[77.64-82.84] Ht:6.3% Vol:2.66x Boxes:9 Stop:77.64
10,DB,2026-09-03,CupHandle,41.56,1.42x,44.2,Depth:27.9% Handle:0.3% Vol:1.42x Target:52.43
11,RCUS,2026-09-01,CupHandle,29.71,1.37x,43.7,Depth:25.8% Handle:8.6% Vol:1.37x Target:37.29
12,OPY,2026-09-01,CupHandle,119.61,1.33x,43.3,Depth:22.4% Handle:12.1% Vol:1.33x Target:145.62
13,WTRG,2026-09-03,Spoon,41.87,1.54x,40.4,Depth:11.6% Roundness:0.00 Vol:1.54x Days:93
14,INSW,2026-08-31,CupHandle,98.64,1.74x,47.4,Depth:22.2% Handle:9.5% Vol:1.74x Target:120.02
15,SNOW,2026-09-03,DarvasBox,356.47,5.60x,78.0,Box:[307.28-341.95] Ht:10.1% Vol:5.60x Boxes:6 Stop:307.28
16,BCH,2026-08-19,CupHandle,41.76,1.45x,34.5,Depth:22.4% Handle:12.9% Vol:1.45x Target:51.46
17,GFL,2026-08-28,CupHandle,42.83,2.10x,46.0,Depth:22.5% Handle:5.4% Vol:2.10x Target:52.48
18,WOR,2026-09-02,CupHandle,59.54,2.59x,55.9,Depth:23.8% Handle:9.8% Vol:2.59x Target:73.61
19,TEN,2026-09-02,CupHandle,43.25,1.40x,44.0,Depth:20.9% Handle:5.2% Vol:1.40x Target:52.47
20,OOMA,2026-08-27,DarvasBox,23.04,3.47x,57.7,Box:[19.73-22.72] Ht:13.1% Vol:3.47x Boxes:4 Stop:19.73
