# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-03-18
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,LSAK,2026-03-13,CupHandle,4.92,2.88x,58.8,Depth:23.8% Handle:10.2% Vol:2.88x Target:6.05
2,INTG,2026-03-11,CupHandle,35.90,2.13x,46.3,Depth:23.5% Handle:0.3% Vol:2.13x Target:43.55
3,TERN,2026-03-18,CupHandle,47.78,1.66x,46.6,Depth:26.0% Handle:14.6% Vol:1.66x Target:59.53
4,FGBIP,2026-03-02,CupHandle,17.97,2.37x,43.7,Depth:21.3% Handle:0.0% Vol:2.37x Target:21.87
5,RLAY,2026-02-27,DarvasBox,10.26,3.80x,56.0,Box:[8.42-9.54] Ht:11.7% Vol:3.80x Boxes:3 Stop:8.42
6,CNTA,2026-03-04,CupHandle,26.70,2.22x,42.2,Depth:25.7% Handle:10.0% Vol:2.22x Target:32.60
7,INTG,2026-03-18,CupHandle,37.51,1.76x,47.6,Depth:23.8% Handle:3.6% Vol:1.76x Target:45.30
8,LSAK,2026-03-04,CupHandle,4.62,1.35x,33.5,Depth:23.3% Handle:4.5% Vol:1.35x Target:5.72
9,INTG,2026-03-12,CupHandle,36.30,3.69x,61.9,Depth:23.1% Handle:10.3% Vol:3.69x Target:43.79
10,NYAX,2026-03-09,CupHandle,56.03,1.68x,41.8,Depth:25.0% Handle:4.9% Vol:1.68x Target:69.07
11,QCMD,2026-03-10,CupHandle,27.04,3.01x,55.1,Depth:30.5% Handle:0.0% Vol:3.01x Target:34.92
12,ESLT,2026-03-17,DarvasBox,1014.33,1.90x,47.0,Box:[836.11-960.00] Ht:12.9% Vol:1.90x Boxes:10 Stop:836.11
13,QCMD,2026-03-06,CupHandle,26.91,2.50x,45.0,Depth:29.4% Handle:0.0% Vol:2.50x Target:34.40
14,VMD,2026-03-09,DarvasBox,9.29,3.65x,59.5,Box:[7.98-8.94] Ht:10.7% Vol:3.65x Boxes:1 Stop:7.98
15,QCMD,2026-03-09,CupHandle,26.45,2.35x,48.5,Depth:30.9% Handle:0.7% Vol:2.35x Target:34.47
16,MBBC,2026-02-27,DarvasBox,14.04,4.71x,65.1,Box:[13.04-13.75] Ht:5.1% Vol:4.71x Boxes:1 Stop:13.04
17,ORKA,2026-03-13,DarvasBox,40.00,4.60x,74.0,Box:[31.86-36.53] Ht:12.8% Vol:4.60x Boxes:1 Stop:31.86
18,ARKR,2026-02-26,CupHandle,6.91,1.42x,34.2,Depth:19.0% Handle:0.0% Vol:1.42x Target:8.26
19,ASRT,2026-03-17,CupHandle,12.50,5.74x,80.0,Depth:30.8% Handle:11.9% Vol:5.74x Target:16.34
20,SPC,2026-03-16,CupHandle,19.49,3.29x,62.9,Depth:12.4% Handle:0.0% Vol:3.29x Target:21.87
