# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-04-12
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,PTF,2026-04-08,DarvasBox,98.66,3.83x,66.3,Box:[83.85-96.34] Ht:13.0% Vol:3.83x Boxes:5 Stop:83.85
2,FTXL,2026-04-08,DarvasBox,167.02,2.67x,54.7,Box:[139.56-163.32] Ht:14.6% Vol:2.67x Boxes:7 Stop:139.56
3,AIFD,2026-04-09,DarvasBox,42.22,2.46x,52.6,Box:[36.22-40.80] Ht:11.2% Vol:2.46x Boxes:5 Stop:36.22
4,EZPW,2026-04-08,DarvasBox,28.03,1.86x,46.6,Box:[24.38-27.30] Ht:10.7% Vol:1.86x Boxes:8 Stop:24.38
5,RDNW,2026-03-30,CupHandle,6.40,1.58x,35.8,Depth:23.7% Handle:11.7% Vol:1.58x Target:7.85
6,DCOM,2026-04-08,CupHandle,35.72,1.80x,48.0,Depth:22.6% Handle:1.4% Vol:1.80x Target:43.13
7,MCHP,2026-04-08,CupHandle,70.73,1.62x,46.2,Depth:24.6% Handle:4.8% Vol:1.62x Target:86.43
8,FOSL,2026-04-08,CupHandle,5.20,2.26x,52.6,Depth:21.5% Handle:6.7% Vol:2.26x Target:6.09
9,DSGN,2026-04-06,DarvasBox,12.53,2.44x,47.4,Box:[9.90-11.23] Ht:11.8% Vol:2.44x Boxes:4 Stop:9.90
10,VOLT,2026-04-09,DarvasBox,37.47,3.84x,66.4,Box:[32.88-36.35] Ht:9.5% Vol:3.84x Boxes:1 Stop:32.88
11,DGII,2026-04-08,CupHandle,54.16,1.34x,43.4,Depth:22.7% Handle:6.6% Vol:1.34x Target:65.61
12,RBCAA,2026-04-08,Spoon,73.04,2.63x,51.3,Depth:10.7% Roundness:1.00 Vol:2.63x Days:155
13,ASTH,2026-04-07,CupHandle,27.75,1.60x,46.0,Depth:26.9% Handle:7.8% Vol:1.60x Target:34.39
14,SGC,2026-04-09,CupHandle,10.65,1.97x,49.7,Depth:22.2% Handle:3.4% Vol:1.97x Target:13.02
15,FRME,2026-04-08,Spoon,40.85,1.15x,36.5,Depth:12.5% Roundness:0.99 Vol:1.15x Days:154
16,GRMN,2026-04-08,Spoon,252.79,0.60x,31.0,Depth:22.7% Roundness:0.00 Vol:0.60x Days:153
17,TCBI,2026-04-08,CupHandle,100.42,1.34x,43.4,Depth:20.3% Handle:1.5% Vol:1.34x Target:119.62
18,CCBG,2026-04-07,CupHandle,45.31,1.37x,43.7,Depth:12.5% Handle:4.3% Vol:1.37x Target:50.90
19,MXL,2026-04-08,CupHandle,19.14,1.69x,46.9,Depth:26.0% Handle:5.0% Vol:1.69x Target:23.62
20,MNSB,2026-04-02,CupHandle,22.48,1.51x,40.1,Depth:18.9% Handle:10.4% Vol:1.51x Target:26.62
