# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-08-06
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,SPY,2026-08-05,POS,N/A,1.00x,30.0,Peak=MA21
2,SPY,2026-08-04,POS,N/A,1.00x,30.0,Peak=MA21
3,SPY,2026-08-03,POS,N/A,1.00x,30.0,Peak=MA21
4,SPY,2026-07-31,POS,N/A,1.00x,25.0,Peak=MA21
5,SPY,2026-07-30,POS,N/A,1.00x,25.0,Peak=MA21
6,SPY,2026-07-29,POS,N/A,1.00x,25.0,Peak=MA21
7,SPY,2026-07-28,POS,N/A,1.00x,25.0,Peak=MA21
8,SPY,2026-07-27,POS,N/A,1.00x,25.0,Peak=MA21
9,SPY,2026-07-24,POS,N/A,1.00x,20.0,Peak=MA21
10,SPY,2026-07-23,POS,N/A,1.00x,20.0,Peak=MA21
11,SPY,2026-07-22,POS,N/A,1.00x,20.0,Peak=MA21
12,SPY,2026-07-21,POS,N/A,1.00x,20.0,Peak=MA21
13,SPY,2026-07-20,POS,N/A,1.00x,20.0,Peak=MA21
14,SPY,2026-07-17,POS,N/A,1.00x,20.0,Peak=MA21
