# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-04-23
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,FTXL,2026-04-08,DarvasBox,167.02,3.73x,55.3,Box:[139.56-163.32] Ht:14.6% Vol:3.73x Boxes:7 Stop:139.56
2,PTF,2026-04-08,DarvasBox,98.66,3.83x,56.3,Box:[83.85-96.34] Ht:13.0% Vol:3.83x Boxes:5 Stop:83.85
3,AMSC,2026-04-21,CupHandle,41.93,1.50x,45.0,Depth:25.7% Handle:3.9% Vol:1.50x Target:50.54
4,NYAX,2026-04-23,DarvasBox,66.24,35.52x,78.0,Box:[53.05-61.65] Ht:14.0% Vol:35.52x Boxes:3 Stop:53.05
5,TOUR,2026-04-22,CupHandle,6.00,2.47x,54.7,Depth:25.7% Handle:0.3% Vol:2.47x Target:6.20
6,AIP,2026-04-16,CupHandle,21.52,1.70x,42.0,Depth:27.4% Handle:12.5% Vol:1.70x Target:26.64
7,NVNO,2026-04-20,CupHandle,12.08,1.51x,45.1,Depth:25.6% Handle:10.7% Vol:1.51x Target:15.06
8,MCHPP,2026-04-20,CupHandle,69.50,8.13x,80.0,Depth:27.0% Handle:2.1% Vol:8.13x Target:86.56
9,USGO,2026-04-21,CupHandle,12.40,1.68x,46.8,Depth:26.2% Handle:7.2% Vol:1.68x Target:15.46
10,EZPW,2026-04-08,DarvasBox,28.03,1.94x,37.4,Box:[24.38-27.30] Ht:10.7% Vol:1.94x Boxes:8 Stop:24.38
11,DSGN,2026-04-06,DarvasBox,12.53,2.42x,42.2,Box:[9.90-11.23] Ht:11.8% Vol:2.42x Boxes:4 Stop:9.90
12,RAPP,2026-04-17,CupHandle,39.71,5.75x,75.0,Depth:25.3% Handle:6.4% Vol:5.75x Target:48.24
13,FOSL,2026-04-08,CupHandle,5.20,2.26x,42.6,Depth:20.4% Handle:7.2% Vol:2.26x Target:6.03
14,MCHPP,2026-04-23,CupHandle,77.26,1.99x,49.9,Depth:28.1% Handle:5.9% Vol:1.99x Target:95.34
15,VLGEA,2026-04-09,DarvasBox,44.83,1.77x,35.7,Box:[39.83-43.35] Ht:8.1% Vol:1.77x Boxes:7 Stop:39.83
16,MCRI,2026-04-22,Spoon,114.24,4.00x,65.0,Depth:10.5% Roundness:0.13 Vol:4.00x Days:81
17,MCHP,2026-04-08,CupHandle,70.73,1.62x,36.2,Depth:24.6% Handle:4.8% Vol:1.62x Target:86.43
18,AIFD,2026-04-09,DarvasBox,42.22,2.45x,42.5,Box:[36.22-40.80] Ht:11.2% Vol:2.45x Boxes:5 Stop:36.22
19,CORZ,2026-04-21,CupHandle,20.77,2.12x,51.2,Depth:25.0% Handle:8.3% Vol:2.12x Target:25.22
20,NVNO,2026-04-23,CupHandle,12.95,1.79x,47.9,Depth:22.6% Handle:13.4% Vol:1.79x Target:15.48
