# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-04-28
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,SPY,2026-04-27,POS,N/A,1.00x,30.0,Peak=MA21
2,SPY,2026-04-24,POS,N/A,1.00x,30.0,Peak=MA21
3,SPY,2026-04-23,POS,N/A,1.00x,30.0,Peak=MA21
4,SPY,2026-04-22,POS,N/A,1.00x,25.0,Peak=MA21
5,SPY,2026-04-21,POS,N/A,1.00x,25.0,Peak=MA21
6,SPY,2026-04-20,POS,N/A,1.00x,25.0,Peak=MA21
7,SPY,2026-04-17,POS,N/A,1.00x,20.0,Peak=MA21
8,SPY,2026-04-16,POS,N/A,1.00x,20.0,Peak=MA21
9,SPY,2026-04-15,POS,N/A,1.00x,20.0,Peak=MA21
10,SPY,2026-04-14,POS,N/A,1.00x,20.0,Peak=MA21
11,SPY,2026-04-13,POS,N/A,1.00x,20.0,Peak=MA21
12,SPY,2026-04-10,POS,N/A,1.00x,20.0,Peak=MA21
13,SPY,2026-04-09,POS,N/A,1.00x,20.0,Peak=MA21
14,SPY,2026-04-08,POS,N/A,1.00x,20.0,Peak=MA21
