# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: AMEX_Yahoo | End Date: 2026-03-09
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,INTT,2026-02-27,DarvasBox,11.65,58.9,4,83.9,64.4,9.9,100.0,2.3
2,SIM,2026-02-20,CupHandle,32.48,53.8,4,83.0,52.4,76.0,0.0,25.7
3,BDL,2026-02-25,CupHandle,33.70,46.3,4,73.3,48.1,79.2,23.1,15.6
4,AULTPD,2026-03-06,CupHandle,22.48,43.0,4,67.8,68.1,74.5,29.4,14.2
5,BKTI,2026-03-02,CupHandle,86.62,41.4,4,72.9,37.1,24.0,53.3,20.9
6,LGL,2026-02-20,CupHandle,7.39,41.1,4,65.2,57.2,43.2,42.3,13.5
7,SCCF,2026-02-23,CupHandle,23.55,40.2,4,57.1,74.5,86.5,46.3,14.1
8,CKX,2026-03-06,CupHandle,11.01,38.1,4,66.2,55.6,29.2,76.1,33.3
9,ISOU,2026-03-05,CupHandle,10.87,37.7,4,66.7,21.8,69.3,70.9,14.3
10,NML,2026-02-27,DarvasBox,10.22,37.4,4,69.9,36.9,13.0,46.0,0.0
11,BHM,2026-03-03,CupHandle,11.70,36.5,4,66.8,30.0,35.9,72.4,26.7
12,CIX,2026-03-05,CupHandle,24.24,35.0,4,64.9,47.1,45.8,47.4,26.0
13,ACU,2026-02-26,CupHandle,45.88,34.7,4,69.7,16.0,56.2,90.6,23.8
14,CMCL,2026-03-03,CupHandle,29.79,30.9,4,74.5,0.0,80.2,50.3,23.6
15,AXIL,2026-03-09,CupHandle,6.27,29.3,4,60.9,28.0,87.0,53.9,39.3
