# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NYSE_Yahoo | End Date: 2026-06-22
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,VNOpN,2026-06-16,CupHandle,17.53,93.7,1,100.0,65.0,100.0,62.1,22.5
2,GRC,2026-06-11,DarvasBox,82.82,91.5,1,86.4,64.9,91.1,69.7,1.2
3,CW,2026-06-18,DarvasBox,771.93,89.3,1,84.2,68.0,55.2,63.5,0.0
4,AXP,2026-06-15,Spoon,335.38,88.4,1,100.0,60.8,65.9,60.3,12.6
5,TDI,2026-06-02,DarvasBox,46.47,88.2,1,84.5,57.9,55.7,29.5,0.0
6,ACA,2026-06-22,DarvasBox,144.90,86.0,1,87.8,68.0,51.0,100.0,3.3
7,LION,2026-06-16,DarvasBox,16.36,84.8,1,90.5,72.6,28.6,77.4,1.4
8,UBS,2026-06-16,CupHandle,50.46,83.6,1,75.0,74.6,86.5,52.7,0.2
9,IX,2026-06-03,CupHandle,39.25,82.5,1,78.2,68.0,68.2,36.2,0.0
10,AIT,2026-06-16,DarvasBox,324.38,82.3,1,79.2,68.0,53.6,78.2,0.0
11,MGA,2026-06-02,CupHandle,68.11,82.3,1,76.7,50.1,82.8,50.7,0.0
12,VVV,2026-06-18,CupHandle,38.07,81.3,1,74.6,53.6,97.9,60.6,0.0
13,CPA,2026-06-18,CupHandle,151.04,81.2,1,77.7,68.0,74.0,62.3,0.0
14,ING,2026-06-18,CupHandle,31.36,80.6,1,76.3,68.0,59.9,66.3,0.0
15,OSG,2026-06-16,CupHandle,5.65,80.5,1,72.6,70.5,79.2,61.8,11.4
16,SWK,2026-06-18,CupHandle,86.75,79.6,1,77.4,68.1,51.0,65.8,0.0
17,ABX,2026-06-18,CupHandle,9.25,79.1,1,72.1,66.2,72.9,54.9,0.0
18,RBC,2026-06-18,DarvasBox,639.18,79.0,1,73.2,68.0,85.9,52.4,0.1
19,XHR,2026-06-03,DarvasBox,17.76,79.0,1,81.8,68.5,35.9,57.5,1.9
20,KREF,2026-06-08,CupHandle,6.97,78.5,1,81.0,27.4,80.7,35.2,14.3
21,RMT,2026-06-02,DarvasBox,14.23,78.3,1,78.2,55.6,46.9,55.1,0.0
22,MUFG,2026-06-22,CupHandle,20.86,78.3,1,74.1,73.8,57.3,59.1,0.0
23,IHD,2026-06-03,DarvasBox,8.02,78.3,1,93.7,49.4,22.4,37.2,0.0
24,IVT,2026-06-08,DarvasBox,34.28,78.2,1,93.8,53.0,8.9,62.9,11.4
25,DCO,2026-06-11,DarvasBox,165.00,77.7,1,82.2,40.6,62.0,52.0,0.0
26,TSM,2026-06-18,DarvasBox,462.12,77.6,1,80.5,74.5,25.0,55.7,1.7
27,SSD,2026-06-18,CupHandle,200.14,77.1,1,72.1,70.2,57.8,52.1,0.0
28,VOYA,2026-06-08,DarvasBox,88.48,76.7,1,82.2,50.9,52.6,49.6,11.4
29,ROK,2026-06-18,CupHandle,473.79,76.3,1,71.9,71.3,62.5,52.8,0.0
30,VMI,2026-06-02,CupHandle,543.48,75.7,1,74.7,68.0,62.5,59.5,2.8
31,FTV,2026-06-04,Spoon,61.47,75.4,1,71.9,74.1,35.4,37.2,0.0
32,SHOC,2026-06-02,DarvasBox,117.81,75.3,1,88.9,72.6,0.5,40.7,10.6
33,FCX,2026-06-18,CupHandle,68.68,74.9,1,77.8,46.9,54.6,52.2,11.4
34,WKC,2026-06-16,CupHandle,31.37,74.7,1,75.0,59.4,57.8,85.2,11.4
35,CPF,2026-06-16,DarvasBox,36.06,73.8,1,71.3,67.2,42.7,57.2,0.0
36,FOA,2026-06-16,CupHandle,19.68,73.7,1,66.2,68.5,84.9,55.9,27.3
37,ENVA,2026-06-11,CupHandle,189.59,73.6,1,77.7,69.3,40.1,74.1,5.5
38,NCZ,2026-06-03,CupHandle,15.66,73.5,1,73.7,51.1,57.8,38.6,5.5
39,CDP,2026-06-09,DarvasBox,34.12,73.2,1,82.3,47.2,1.0,40.5,0.0
40,RNST,2026-06-11,CupHandle,42.26,73.1,1,70.8,67.1,43.8,44.8,0.0
41,MFSI,2026-06-02,Spoon,32.88,72.7,1,70.3,53.7,62.1,55.8,11.4
42,AERO,2026-06-16,CupHandle,17.24,72.4,1,74.9,42.2,50.0,65.8,0.0
43,ROG,2026-06-16,DarvasBox,161.14,72.3,1,79.8,71.5,4.2,75.9,1.1
44,BOOT,2026-06-22,CupHandle,178.46,72.0,1,74.2,71.1,24.0,59.7,8.6
45,PRLB,2026-06-08,DarvasBox,76.14,71.9,1,73.8,71.0,38.0,54.0,0.0
46,FBP,2026-06-11,DarvasBox,25.00,71.9,1,68.4,71.4,58.9,48.1,0.0
47,CRBG,2026-06-15,CupHandle,29.46,71.7,1,71.4,52.6,68.2,48.6,5.7
48,LYG,2026-06-16,CupHandle,5.56,71.7,1,65.8,71.8,66.7,57.7,0.0
49,GE,2026-06-18,CupHandle,357.64,70.9,1,76.9,34.9,72.9,54.6,0.6
50,EVR,2026-06-16,CupHandle,373.80,70.8,1,69.5,69.1,55.2,46.3,0.7
