# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-04-16
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,FTXL,2026-04-08,DarvasBox,167.02,2.67x,49.7,Box:[139.56-163.32] Ht:14.6% Vol:2.67x Boxes:7 Stop:139.56
2,PTF,2026-04-08,DarvasBox,98.66,3.83x,61.3,Box:[83.85-96.34] Ht:13.0% Vol:3.83x Boxes:5 Stop:83.85
3,EZPW,2026-04-08,DarvasBox,28.03,1.86x,41.6,Box:[24.38-27.30] Ht:10.7% Vol:1.86x Boxes:8 Stop:24.38
4,RAPP,2026-04-16,CupHandle,39.54,1.30x,43.0,Depth:25.3% Handle:6.4% Vol:1.30x Target:48.08
5,FOSL,2026-04-08,CupHandle,5.20,2.26x,47.6,Depth:21.5% Handle:6.7% Vol:2.26x Target:6.09
6,ECPG,2026-04-15,DarvasBox,78.69,2.54x,53.4,Box:[65.01-74.58] Ht:12.8% Vol:2.54x Boxes:4 Stop:65.01
7,DSGN,2026-04-06,DarvasBox,12.53,2.44x,47.4,Box:[9.90-11.23] Ht:11.8% Vol:2.44x Boxes:4 Stop:9.90
8,AIFD,2026-04-09,DarvasBox,42.22,2.46x,47.6,Box:[36.22-40.80] Ht:11.2% Vol:2.46x Boxes:5 Stop:36.22
9,MRTN,2026-04-09,CupHandle,13.95,1.31x,38.1,Depth:23.9% Handle:8.6% Vol:1.31x Target:16.87
10,LPTH,2026-04-16,CupHandle,14.92,1.50x,45.0,Depth:25.3% Handle:9.8% Vol:1.50x Target:17.88
11,MCHP,2026-04-08,CupHandle,70.73,1.62x,41.2,Depth:24.6% Handle:4.8% Vol:1.62x Target:86.43
12,ASTH,2026-04-07,CupHandle,27.75,1.60x,41.0,Depth:26.9% Handle:7.8% Vol:1.60x Target:34.39
13,AMLX,2026-04-02,CupHandle,14.95,1.33x,33.3,Depth:29.0% Handle:7.7% Vol:1.33x Target:19.37
14,AMLX,2026-04-06,CupHandle,15.82,2.39x,48.9,Depth:27.5% Handle:14.8% Vol:2.39x Target:19.93
15,KVHI,2026-04-16,DarvasBox,9.68,1.79x,45.9,Box:[8.31-9.41] Ht:11.7% Vol:1.79x Boxes:5 Stop:8.31
16,GCT,2026-04-08,CupHandle,45.55,1.86x,43.6,Depth:23.6% Handle:10.5% Vol:1.86x Target:55.90
17,CRUS,2026-04-16,DarvasBox,164.84,1.71x,45.1,Box:[140.20-154.90] Ht:9.5% Vol:1.71x Boxes:5 Stop:140.20
18,PTRN,2026-04-15,CupHandle,13.57,1.63x,46.3,Depth:30.6% Handle:1.5% Vol:1.63x Target:17.51
19,DCOM,2026-04-08,CupHandle,35.72,1.80x,43.0,Depth:22.6% Handle:1.4% Vol:1.80x Target:43.13
20,RELY,2026-04-15,CupHandle,18.86,1.69x,46.9,Depth:26.7% Handle:1.8% Vol:1.69x Target:23.26
