# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NYSE_Polygon | End Date: 2026-01-20
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,WPP,2026-01-05,CupHandle,23.55,76.0,2,84.5,56.7,50.5,42.0,0.0
2,GEV,2026-01-20,CupHandle,684.86,75.0,2,68.2,86.2,97.4,60.2,0.0
3,BDX,2026-01-05,CupHandle,198.96,73.8,3,71.0,88.7,71.9,46.1,0.0
4,BAP,2026-01-13,CupHandle,311.50,73.6,3,74.6,67.4,83.3,65.3,8.0
5,AVNS,2026-01-15,CupHandle,12.34,72.4,3,69.7,89.9,64.6,64.7,0.0
6,LTM,2026-01-13,CupHandle,58.47,71.9,3,75.5,71.2,52.6,71.6,0.0
7,OOMA,2026-01-13,CupHandle,12.12,71.5,3,71.7,63.6,92.2,55.1,0.0
8,FFWM,2026-01-08,CupHandle,6.31,70.9,3,71.8,71.2,72.4,66.7,0.0
9,BTU,2026-01-09,CupHandle,33.80,69.3,3,70.9,82.2,51.0,64.9,0.0
10,SEI,2026-01-15,CupHandle,55.40,68.6,3,73.5,52.3,78.1,71.2,1.0
11,BALL,2026-01-06,CupHandle,54.30,67.9,3,73.2,66.3,63.0,35.0,0.0
12,SMFG,2026-01-09,CupHandle,20.20,67.8,3,72.3,66.9,60.9,56.7,0.0
13,PAGS,2026-01-08,CupHandle,9.93,67.8,3,68.0,73.3,78.6,55.7,0.0
14,GFI,2026-01-15,CupHandle,49.84,67.3,3,72.1,67.3,57.8,60.1,0.0
15,AVNT,2026-01-15,CupHandle,36.00,67.2,3,73.5,67.6,48.4,67.8,4.1
16,ALSN,2026-01-15,CupHandle,111.55,67.0,3,73.2,65.4,51.0,62.6,0.4
17,GPRK,2026-01-20,CupHandle,7.45,66.9,3,70.7,47.9,95.8,61.9,0.0
18,RYI,2026-01-20,CupHandle,28.79,66.6,3,71.8,66.2,56.8,61.0,0.0
19,CNM,2026-01-15,CupHandle,57.86,66.3,3,76.2,56.9,42.2,59.0,0.0
20,GBCI,2026-01-15,CupHandle,48.39,66.2,3,67.6,84.1,55.2,52.4,0.0
21,OI,2026-01-05,CupHandle,15.25,66.1,3,78.0,39.0,66.1,34.7,0.0
22,BCPC,2026-01-15,Spoon,166.01,66.1,3,70.5,73.0,51.0,61.1,0.0
23,SNDR,2026-01-06,CupHandle,28.56,66.0,3,66.6,70.8,85.4,42.3,0.0
24,BWXT,2026-01-15,CupHandle,213.25,66.0,3,65.4,74.7,82.8,71.6,6.2
25,CSW,2026-01-14,CupHandle,321.37,65.9,3,71.2,72.0,50.0,51.7,0.0
26,BFH,2026-01-06,CupHandle,80.26,65.8,3,73.0,73.7,23.4,92.3,1.0
27,NPK,2026-01-15,CupHandle,119.18,65.5,3,69.0,70.0,65.1,69.1,6.7
28,TFIN,2026-01-20,CupHandle,67.36,65.3,3,72.5,67.2,42.7,62.3,0.0
29,AD,2026-01-14,CupHandle,57.19,65.2,3,70.3,67.1,50.0,84.2,0.0
30,R,2026-01-16,CupHandle,190.74,65.1,3,70.5,72.0,50.0,51.8,0.0
31,TPB,2026-01-09,CupHandle,109.97,65.1,3,72.4,65.6,51.0,40.8,0.0
32,WHD,2026-01-06,CupHandle,49.93,64.5,4,67.4,69.6,74.5,41.7,1.5
33,AXL,2026-01-06,CupHandle,7.05,64.5,4,69.1,70.4,59.4,51.0,1.5
34,CVLG,2026-01-06,CupHandle,24.66,64.4,4,73.7,72.2,28.1,39.6,0.0
35,BROS,2026-01-06,CupHandle,63.26,64.4,4,72.7,57.1,54.2,57.0,0.0
36,NTR,2026-01-14,CupHandle,66.20,64.3,4,74.2,63.5,28.6,72.3,0.0
37,AX,2026-01-06,CupHandle,90.59,63.9,4,68.1,69.9,65.1,40.5,0.0
38,IHS,2026-01-07,CupHandle,7.64,63.7,4,75.0,30.6,74.5,70.5,0.0
39,IPI,2026-01-12,CupHandle,31.39,63.6,4,74.8,68.3,15.1,67.7,0.8
40,LZB,2026-01-08,CupHandle,39.02,63.6,4,70.0,69.5,50.5,43.9,0.0
41,GBX,2026-01-07,CupHandle,50.61,63.4,4,75.7,64.1,20.8,44.9,0.0
42,CMP,2026-01-06,CupHandle,22.68,63.2,4,72.1,62.7,44.3,49.5,0.0
43,REVG,2026-01-13,CupHandle,68.15,63.2,4,71.0,40.4,87.5,51.2,0.0
44,BA,2026-01-20,CupHandle,249.00,63.0,4,71.3,63.1,47.4,56.6,2.3
45,YOU,2026-01-16,CupHandle,34.92,62.9,4,63.7,66.9,88.5,55.9,0.0
46,THO,2026-01-13,CupHandle,115.56,62.8,4,63.5,66.4,85.9,70.8,0.0
47,MTRN,2026-01-15,CupHandle,149.19,62.2,4,66.8,55.3,84.4,53.2,0.4
48,JBTM,2026-01-07,CupHandle,158.31,62.1,4,65.3,72.7,65.1,52.0,0.0
49,MUX,2026-01-20,CupHandle,24.49,61.9,4,74.4,50.0,41.7,54.1,0.6
50,TLK,2026-01-12,CupHandle,21.39,61.9,4,66.9,49.2,92.2,51.5,0.0
