# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-02-16
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,PRLB,2026-02-06,DarvasBox,67.17,4.73x,70.3,Box:[51.63-56.60] Ht:8.8% Vol:4.73x Boxes:6 Stop:51.63
2,AXR,2026-02-10,CupHandle,22.52,5.86x,75.0,Depth:18.9% Handle:3.7% Vol:5.86x Target:26.62
3,AXR,2026-02-11,CupHandle,23.57,1.73x,47.3,Depth:18.9% Handle:0.0% Vol:1.73x Target:27.67
4,AMRX,2026-01-28,DarvasBox,13.95,5.64x,68.0,Box:[12.66-13.48] Ht:6.1% Vol:5.64x Boxes:10 Stop:12.66
5,SEM,2026-02-12,CupHandle,16.29,2.33x,53.3,Depth:18.4% Handle:4.9% Vol:2.33x Target:19.14
6,GSK,2026-02-04,DarvasBox,57.23,2.18x,39.8,Box:[47.62-51.46] Ht:7.5% Vol:2.18x Boxes:4 Stop:47.62
7,WBS,2026-02-03,DarvasBox,71.95,15.65x,68.0,Box:[62.48-66.54] Ht:6.1% Vol:15.65x Boxes:3 Stop:62.48
8,JOF,2026-02-10,DarvasBox,11.98,3.08x,53.8,Box:[11.32-11.72] Ht:3.4% Vol:3.08x Boxes:8 Stop:11.32
9,SPHR,2026-02-12,DarvasBox,115.72,3.46x,62.6,Box:[90.76-101.89] Ht:10.9% Vol:3.46x Boxes:3 Stop:90.76
10,DBD,2026-02-12,DarvasBox,75.59,2.61x,54.1,Box:[66.94-72.53] Ht:7.7% Vol:2.61x Boxes:6 Stop:66.94
11,GM,2026-01-27,DarvasBox,86.38,3.07x,48.7,Box:[77.35-85.18] Ht:9.2% Vol:3.07x Boxes:5 Stop:77.35
12,SEM,2026-02-13,CupHandle,16.38,1.49x,44.9,Depth:18.6% Handle:6.6% Vol:1.49x Target:19.26
13,CRS,2026-02-06,DarvasBox,365.11,1.74x,40.4,Box:[313.04-348.79] Ht:10.2% Vol:1.74x Boxes:8 Stop:313.04
14,USPH,2026-02-11,CupHandle,88.14,1.54x,45.4,Depth:21.8% Handle:7.8% Vol:1.54x Target:106.78
15,KVUE,2026-02-04,CupHandle,18.01,1.94x,39.4,Depth:24.5% Handle:8.1% Vol:1.94x Target:22.51
16,JCI,2026-02-04,DarvasBox,129.49,2.46x,42.6,Box:[109.84-124.07] Ht:11.5% Vol:2.46x Boxes:6 Stop:109.84
17,PHG,2026-02-10,DarvasBox,32.91,8.10x,73.0,Box:[28.76-30.30] Ht:5.1% Vol:8.10x Boxes:3 Stop:28.76
18,O,2026-02-12,DarvasBox,64.78,2.04x,48.4,Box:[59.63-61.67] Ht:3.3% Vol:2.04x Boxes:4 Stop:59.63
19,PINE,2026-02-06,DarvasBox,19.64,1.88x,41.8,Box:[17.16-18.32] Ht:6.3% Vol:1.88x Boxes:4 Stop:17.16
20,LUV,2026-01-29,DarvasBox,48.50,4.42x,62.2,Box:[41.75-45.02] Ht:7.3% Vol:4.42x Boxes:3 Stop:41.75
