# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-05-19
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,NN,2026-05-14,CupHandle,22.18,1.44x,44.4,Depth:27.1% Handle:12.3% Vol:1.44x Target:27.06
2,KALV,2026-04-29,DarvasBox,26.67,54.37x,68.0,Box:[19.10-21.31] Ht:10.3% Vol:54.37x Boxes:3 Stop:19.10
3,FBIOP,2026-05-11,CupHandle,13.56,1.63x,41.3,Depth:21.3% Handle:4.2% Vol:1.63x Target:16.44
4,JAZZ,2026-05-06,DarvasBox,228.57,2.35x,41.5,Box:[194.77-207.48] Ht:6.1% Vol:2.35x Boxes:3 Stop:194.77
5,SATS,2026-05-18,CupHandle,136.45,1.80x,48.0,Depth:17.9% Handle:4.5% Vol:1.80x Target:159.10
6,FBIOP,2026-05-04,CupHandle,14.08,1.44x,34.4,Depth:21.1% Handle:3.5% Vol:1.44x Target:16.92
7,NHPBP,2026-05-18,DarvasBox,22.11,3.35x,61.5,Box:[19.85-21.75] Ht:8.8% Vol:3.35x Boxes:6 Stop:19.85
8,WSTL,2026-05-18,CupHandle,7.63,1.88x,48.8,Depth:31.6% Handle:5.1% Vol:1.88x Target:9.78
9,TH,2026-05-11,DarvasBox,18.08,3.48x,57.8,Box:[14.02-16.12] Ht:13.0% Vol:3.48x Boxes:2 Stop:14.02
10,BSRR,2026-05-12,CupHandle,37.29,1.87x,43.7,Depth:17.5% Handle:0.6% Vol:1.87x Target:43.93
11,TRST,2026-05-12,CupHandle,48.77,1.45x,39.5,Depth:13.4% Handle:2.9% Vol:1.45x Target:55.26
12,LINC,2026-05-05,DarvasBox,45.09,3.61x,54.1,Box:[39.09-42.85] Ht:8.8% Vol:3.61x Boxes:4 Stop:39.09
13,WERN,2026-04-30,CupHandle,36.87,1.79x,37.9,Depth:22.8% Handle:2.8% Vol:1.79x Target:44.68
14,FPXE,2026-05-06,DarvasBox,35.48,2.07x,38.7,Box:[32.95-34.40] Ht:4.2% Vol:2.07x Boxes:8 Stop:32.95
15,NWPX,2026-04-30,DarvasBox,98.34,3.21x,50.1,Box:[80.10-89.24] Ht:10.2% Vol:3.21x Boxes:5 Stop:80.10
16,SATS,2026-05-13,CupHandle,133.23,1.70x,42.0,Depth:15.3% Handle:4.3% Vol:1.70x Target:152.00
17,WSTL,2026-05-07,CupHandle,6.80,5.32x,70.0,Depth:31.5% Handle:7.9% Vol:5.32x Target:8.94
18,ICCC,2026-05-18,DarvasBox,9.91,5.16x,78.0,Box:[8.11-9.08] Ht:10.6% Vol:5.16x Boxes:2 Stop:8.11
19,UFO,2026-05-14,DarvasBox,57.97,1.58x,43.8,Box:[48.87-55.90] Ht:12.6% Vol:1.58x Boxes:10 Stop:48.87
20,OPPJ,2026-05-12,DarvasBox,59.66,1.54x,38.4,Box:[54.19-58.60] Ht:7.5% Vol:1.54x Boxes:9 Stop:54.19
