# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-03-23
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,DELL,2026-03-20,CupHandle,157.67,2.50x,55.0,Depth:28.7% Handle:5.0% Vol:2.50x Target:202.00
2,SO,2026-03-20,CupHandle,93.39,1.70x,47.0,Depth:12.5% Handle:9.8% Vol:1.70x Target:105.41
3,AMTB,2026-03-06,CupHandle,21.34,1.77x,37.7,Depth:26.6% Handle:3.0% Vol:1.77x Target:26.98
4,CF,2026-03-03,DarvasBox,106.30,2.55x,43.5,Box:[93.64-105.23] Ht:11.0% Vol:2.55x Boxes:4 Stop:93.64
5,AXR,2026-03-17,CupHandle,28.39,5.11x,75.0,Depth:18.9% Handle:5.9% Vol:5.11x Target:32.49
6,ELPC,2026-03-19,DarvasBox,11.89,3.27x,60.7,Box:[10.52-11.76] Ht:10.5% Vol:3.27x Boxes:5 Stop:10.52
7,TS,2026-03-19,DarvasBox,56.07,2.20x,50.0,Box:[51.85-55.02] Ht:5.8% Vol:2.20x Boxes:4 Stop:51.85
8,TXO,2026-03-20,CupHandle,12.77,2.93x,59.3,Depth:24.1% Handle:13.0% Vol:2.93x Target:15.99
9,AMTB,2026-03-05,CupHandle,21.72,1.36x,33.6,Depth:26.0% Handle:6.2% Vol:1.36x Target:27.18
10,SPNT,2026-03-04,CupHandle,21.24,1.39x,33.9,Depth:18.4% Handle:5.7% Vol:1.39x Target:25.10
11,CTRA,2026-03-19,DarvasBox,33.90,1.74x,45.4,Box:[29.32-32.67] Ht:10.3% Vol:1.74x Boxes:2 Stop:29.32
12,BP,2026-03-06,DarvasBox,40.44,2.39x,41.9,Box:[36.15-39.51] Ht:8.5% Vol:2.39x Boxes:5 Stop:36.15
13,GKOS,2026-03-23,CupHandle,106.84,1.59x,45.9,Depth:30.7% Handle:3.6% Vol:1.59x Target:139.20
14,GEL,2026-03-05,CupHandle,18.49,1.63x,36.3,Depth:21.5% Handle:2.6% Vol:1.63x Target:22.40
15,SOBO,2026-03-13,CupHandle,33.49,1.53x,40.3,Depth:15.0% Handle:1.4% Vol:1.53x Target:37.92
16,BURL,2026-03-05,CupHandle,321.47,2.88x,48.8,Depth:24.6% Handle:13.5% Vol:2.88x Target:400.01
17,PEBPE,2026-03-17,CupHandle,20.07,1.95x,44.5,Depth:12.6% Handle:2.9% Vol:1.95x Target:22.63
18,MXL,2026-03-20,CupHandle,16.56,2.01x,50.1,Depth:20.3% Handle:9.8% Vol:2.01x Target:19.82
19,PUMP,2026-03-12,CupHandle,14.39,2.11x,41.1,Depth:26.9% Handle:6.8% Vol:2.11x Target:17.63
20,VRT,2026-03-09,DarvasBox,264.35,2.94x,47.4,Box:[232.12-255.54] Ht:9.2% Vol:2.94x Boxes:2 Stop:232.12
