# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-07-22
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,CVLG,2026-07-16,DarvasBox,48.21,2.28x,45.8,Box:[42.00-47.08] Ht:10.8% Vol:2.28x Boxes:5 Stop:42.00
2,BIPC,2026-07-22,CupHandle,40.75,3.13x,61.3,Depth:18.5% Handle:2.2% Vol:3.13x Target:48.52
3,WAB,2026-07-22,DarvasBox,290.00,4.18x,69.8,Box:[253.52-284.91] Ht:11.0% Vol:4.18x Boxes:7 Stop:253.52
4,CLW,2026-07-22,CupHandle,16.63,2.64x,56.4,Depth:27.3% Handle:0.9% Vol:2.64x Target:21.05
5,RBSPF,2026-07-21,CupHandle,9.16,3.30x,63.0,Depth:19.0% Handle:2.4% Vol:3.30x Target:10.83
6,DRH,2026-07-21,DarvasBox,12.97,1.60x,44.0,Box:[11.57-12.54] Ht:7.7% Vol:1.60x Boxes:5 Stop:11.57
7,RBSpF,2026-07-21,CupHandle,9.16,3.30x,63.0,Depth:23.3% Handle:2.0% Vol:3.30x Target:11.21
8,MTUS,2026-07-14,CupHandle,19.30,1.32x,38.2,Depth:23.7% Handle:2.3% Vol:1.32x Target:23.70
9,HXL,2026-07-20,CupHandle,105.73,2.22x,52.2,Depth:21.9% Handle:7.8% Vol:2.22x Target:127.11
10,F,2026-07-22,CupHandle,14.42,1.32x,43.2,Depth:21.9% Handle:5.8% Vol:1.32x Target:17.53
11,CLW,2026-07-21,CupHandle,16.86,2.11x,51.1,Depth:26.0% Handle:11.0% Vol:2.11x Target:20.99
12,YETI,2026-07-22,CupHandle,51.76,1.55x,45.5,Depth:29.9% Handle:4.3% Vol:1.55x Target:66.62
13,AOD,2026-07-21,CupHandle,10.60,1.85x,48.5,Depth:16.1% Handle:0.9% Vol:1.85x Target:12.28
14,HXL,2026-07-06,CupHandle,101.30,1.60x,36.0,Depth:22.0% Handle:10.8% Vol:1.60x Target:122.76
15,NNN,2026-07-16,DarvasBox,49.22,2.96x,52.6,Box:[46.29-48.15] Ht:3.9% Vol:2.96x Boxes:8 Stop:46.29
16,ELAN,2026-07-21,CupHandle,25.48,1.46x,44.6,Depth:23.7% Handle:10.8% Vol:1.46x Target:31.49
17,RBSPF,2026-07-15,CupHandle,8.83,1.94x,44.4,Depth:20.5% Handle:0.5% Vol:1.94x Target:10.67
18,EPR,2026-07-09,CupHandle,59.57,1.33x,33.3,Depth:19.1% Handle:2.4% Vol:1.33x Target:70.91
19,YETI,2026-07-16,CupHandle,51.06,1.54x,40.4,Depth:28.9% Handle:7.8% Vol:1.54x Target:65.22
20,SJM,2026-07-22,CupHandle,118.05,1.70x,47.0,Depth:22.4% Handle:5.3% Vol:1.70x Target:143.58
