# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: AMEX_Yahoo | End Date: 2026-02-25
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,BDL,2026-02-25,CupHandle,33.70,63.6,4,70.3,56.6,79.7,65.4,20.9
2,SIM,2026-02-20,CupHandle,32.48,62.9,4,83.0,31.7,34.9,64.8,21.9
3,BKTI,2026-02-25,CupHandle,85.98,58.3,4,65.6,68.2,57.8,51.0,13.7
4,SCCF,2026-02-23,CupHandle,23.55,57.6,4,57.1,70.4,96.4,97.5,19.7
5,ACU,2026-02-20,CupHandle,44.80,56.6,4,65.5,62.0,54.7,74.6,18.3
6,ESP,2026-02-09,DarvasBox,60.14,55.3,4,75.9,52.6,4.7,35.1,16.3
7,BHM,2026-02-17,CupHandle,10.82,54.2,4,75.4,30.0,45.8,20.3,20.3
8,LGL,2026-02-20,CupHandle,7.39,53.7,4,65.2,71.1,30.7,53.3,18.6
9,CIX,2026-02-13,CupHandle,24.58,48.7,4,63.4,43.7,62.0,37.4,19.4
10,LGCY,2026-02-13,CupHandle,11.55,48.5,4,62.0,67.6,17.2,63.7,10.3
11,CKX,2026-02-20,CupHandle,11.99,46.3,4,68.3,32.9,25.0,70.5,21.6
12,NML,2026-02-11,CupHandle,9.74,39.1,4,55.0,73.2,0.5,37.5,0.0
13,RLGT,2026-02-09,CupHandle,7.04,32.4,4,59.6,30.6,1.6,37.0,1.0
14,OBE,2026-02-11,DarvasBox,8.03,27.8,4,54.8,31.7,3.1,39.9,0.0
