# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Polygon | End Date: 2026-01-23
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,FSUN,2026-01-22,CupHandle,39.93,82.1,2,77.8,87.4,74.0,61.6,0.0
2,CNTA,2026-01-21,CupHandle,23.23,81.2,2,77.5,70.0,93.2,82.5,0.0
3,LNSR,2026-01-23,CupHandle,12.51,73.6,3,75.9,71.5,78.6,48.4,13.9
4,SPRX,2026-01-20,CupHandle,41.35,73.5,3,73.4,67.4,86.5,55.6,0.0
5,OPCH,2026-01-13,CupHandle,34.75,73.3,3,72.4,87.7,55.7,67.8,1.0
6,SHLS,2026-01-16,CupHandle,9.27,73.2,3,74.9,63.4,79.2,64.9,0.0
7,FIP,2026-01-21,CupHandle,5.99,73.1,3,76.7,63.7,70.3,63.5,4.0
8,COO,2026-01-12,CupHandle,83.23,72.8,3,72.4,74.3,77.1,58.5,0.0
9,OS,2026-01-06,CupHandle,23.61,71.8,3,71.0,70.0,100.0,20.8,1.9
10,VEON,2026-01-22,CupHandle,55.28,71.0,3,76.3,46.3,90.1,64.2,5.6
11,BBGI,2026-01-15,CupHandle,6.03,70.8,3,70.6,70.1,96.9,40.4,9.3
12,BIDU,2026-01-21,CupHandle,162.28,70.2,3,75.6,88.6,21.9,49.9,2.9
13,SAMG,2026-01-05,CupHandle,15.67,70.1,3,73.4,70.9,75.0,45.0,13.4
14,SIBN,2026-01-07,CupHandle,21.40,70.0,3,81.1,50.3,46.4,46.5,0.0
15,WSTL,2026-01-20,CupHandle,6.12,69.7,3,67.9,74.2,95.8,79.5,16.5
16,DXCM,2026-01-22,CupHandle,73.92,69.6,3,76.1,62.6,51.0,65.7,0.0
17,BTGD,2026-01-21,CupHandle,39.44,69.5,3,67.2,72.7,94.3,60.2,1.0
18,UPWK,2026-01-23,CupHandle,22.11,69.3,3,70.3,81.5,59.9,52.3,0.0
19,RUSHB,2026-01-21,CupHandle,60.73,68.9,3,71.6,72.1,75.0,59.1,14.8
20,URNJ,2026-01-20,CupHandle,32.66,68.8,3,75.2,50.0,77.6,70.5,7.4
21,FSTR,2026-01-21,CupHandle,29.56,68.3,3,69.5,88.8,58.3,60.8,16.3
22,WERN,2026-01-14,CupHandle,33.09,68.2,3,69.2,71.2,70.3,76.9,0.0
23,EWBC,2026-01-15,CupHandle,115.77,68.0,3,68.6,71.4,67.2,95.9,0.0
24,OVLY,2026-01-21,CupHandle,32.17,68.0,3,73.7,88.3,29.2,66.1,17.5
25,SMTC,2026-01-22,CupHandle,80.12,67.0,3,70.6,71.0,61.5,54.2,0.0
26,ADTN,2026-01-22,CupHandle,9.90,67.0,3,68.6,85.2,49.0,62.8,1.0
27,BOOM,2026-01-15,CupHandle,8.61,66.9,3,73.7,65.7,51.0,62.2,5.0
28,QCLN,2026-01-15,CupHandle,49.34,66.6,3,65.8,65.4,100.0,52.2,0.0
29,GSM,2026-01-15,CupHandle,5.31,66.4,3,69.1,69.9,65.6,67.1,0.0
30,BKCH,2026-01-20,CupHandle,77.84,66.4,3,70.7,52.0,87.5,60.1,1.0
31,JOUT,2026-01-15,CupHandle,45.00,66.4,3,66.0,72.5,91.1,64.2,10.8
32,FVCB,2026-01-12,CupHandle,13.97,66.2,3,67.8,73.8,82.8,48.6,13.5
33,UPGR,2026-01-15,CupHandle,26.34,66.1,3,65.7,70.2,100.0,75.2,21.0
34,CZR,2026-01-15,CupHandle,25.35,66.0,3,77.9,50.4,41.1,56.4,0.0
35,ZEUS,2026-01-20,CupHandle,49.17,66.0,3,81.9,24.5,60.4,60.1,5.0
36,TILE,2026-01-21,CupHandle,31.18,66.0,3,69.6,71.7,60.4,54.8,0.0
37,WULF,2026-01-23,CupHandle,14.12,66.0,3,70.0,47.7,97.4,57.1,1.0
38,CADL,2026-01-16,CupHandle,6.40,65.6,3,73.3,71.0,31.8,66.3,0.0
39,CTSH,2026-01-15,CupHandle,84.82,65.6,3,67.6,73.6,61.5,77.0,0.0
40,JRVR,2026-01-12,CupHandle,6.59,65.3,3,72.7,71.1,38.0,52.2,0.0
41,CCFE,2026-01-21,CupHandle,28.39,65.2,3,70.4,73.8,50.0,100.0,20.0
42,GILT,2026-01-12,CupHandle,17.07,65.1,3,75.1,57.7,36.5,96.0,7.7
43,NVTS,2026-01-13,CupHandle,9.46,65.0,3,68.7,72.4,58.9,62.6,2.0
44,ICHR,2026-01-13,CupHandle,26.13,65.0,4,75.5,68.6,18.2,86.7,8.5
45,FUSB,2026-01-23,CupHandle,14.50,64.9,4,70.8,70.4,59.9,68.2,19.6
46,RUSHA,2026-01-22,CupHandle,65.18,64.8,4,72.5,70.8,34.4,61.2,0.0
47,INTW,2026-01-09,CupHandle,64.35,64.7,4,80.6,30.0,50.0,87.2,12.8
48,INDB,2026-01-22,CupHandle,80.54,64.6,4,66.2,89.4,43.8,61.1,0.0
49,APEI,2026-01-09,CupHandle,40.31,64.5,4,71.3,50.0,81.8,36.0,0.0
50,PPTA,2026-01-22,CupHandle,34.85,64.4,4,69.5,65.8,60.4,58.1,0.0
