# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-05-18
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,KALV,2026-04-29,DarvasBox,26.67,54.37x,68.0,Box:[19.10-21.31] Ht:10.3% Vol:54.37x Boxes:3 Stop:19.10
2,FBIOP,2026-05-11,CupHandle,13.56,1.63x,41.3,Depth:21.3% Handle:4.2% Vol:1.63x Target:16.44
3,FBIOP,2026-05-04,CupHandle,14.08,1.44x,34.4,Depth:21.1% Handle:3.5% Vol:1.44x Target:16.92
4,TH,2026-05-11,DarvasBox,18.08,3.48x,57.8,Box:[14.02-16.12] Ht:13.0% Vol:3.48x Boxes:2 Stop:14.02
5,BLBD,2026-05-07,DarvasBox,70.84,5.34x,68.0,Box:[59.72-65.47] Ht:8.8% Vol:5.34x Boxes:4 Stop:59.72
6,ASTL,2026-05-07,CupHandle,5.21,2.31x,43.1,Depth:27.9% Handle:1.5% Vol:2.31x Target:6.51
7,WSTL,2026-05-18,CupHandle,7.63,1.88x,48.8,Depth:31.6% Handle:5.1% Vol:1.88x Target:9.78
8,LINC,2026-05-05,DarvasBox,45.09,3.61x,54.1,Box:[39.09-42.85] Ht:8.8% Vol:3.61x Boxes:4 Stop:39.09
9,WERN,2026-04-30,CupHandle,36.87,1.79x,37.9,Depth:22.8% Handle:2.8% Vol:1.79x Target:44.68
10,KNSA,2026-04-28,DarvasBox,53.85,5.04x,68.0,Box:[44.40-50.03] Ht:11.3% Vol:5.04x Boxes:13 Stop:44.40
11,NXT,2026-05-11,CupHandle,126.26,1.86x,43.6,Depth:20.4% Handle:5.7% Vol:1.86x Target:151.21
12,VOXR,2026-05-15,CupHandle,6.21,1.74x,47.4,Depth:20.7% Handle:6.6% Vol:1.74x Target:7.41
13,WSTL,2026-05-07,CupHandle,6.80,5.32x,70.0,Depth:31.5% Handle:7.9% Vol:5.32x Target:8.94
14,NWPX,2026-04-30,DarvasBox,98.34,3.21x,50.1,Box:[80.10-89.24] Ht:10.2% Vol:3.21x Boxes:5 Stop:80.10
15,DVXK,2026-05-08,CupHandle,35.15,785.08x,75.0,Depth:21.6% Handle:0.0% Vol:785.08x Target:41.67
16,WERN,2026-04-29,CupHandle,36.39,2.50x,45.0,Depth:21.3% Handle:6.8% Vol:2.50x Target:43.55
17,NHPBP,2026-05-18,DarvasBox,22.11,3.35x,61.5,Box:[19.85-21.75] Ht:8.8% Vol:3.35x Boxes:6 Stop:19.85
18,UFO,2026-05-14,DarvasBox,57.97,1.58x,43.8,Box:[48.87-55.90] Ht:12.6% Vol:1.58x Boxes:10 Stop:48.87
19,OMDA,2026-05-01,CupHandle,15.29,2.19x,41.9,Depth:30.7% Handle:11.2% Vol:2.19x Target:19.84
20,LGRO,2026-05-11,CupHandle,41.90,6.51x,75.0,Depth:15.0% Handle:0.6% Vol:6.51x Target:48.22
