# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-04-17
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,OBE,2026-04-17,DarvasBox,10.10,3.25x,60.5,Box:[8.55-9.81] Ht:12.8% Vol:3.25x Boxes:2 Stop:8.55
2,LGCY,2026-04-09,CupHandle,13.70,1.63x,41.3,Depth:34.7% Handle:8.2% Vol:1.63x Target:17.93
3,OZ,2026-04-02,Spoon,56.00,2.71x,42.1,Depth:11.5% Roundness:1.00 Vol:2.71x Days:47
4,INFU,2026-04-17,CupHandle,10.58,1.57x,45.7,Depth:24.5% Handle:8.4% Vol:1.57x Target:12.95
5,TRT,2026-04-17,CupHandle,7.05,1.47x,44.7,Depth:31.3% Handle:0.5% Vol:1.47x Target:9.06
6,INFU,2026-04-14,CupHandle,9.99,1.37x,43.7,Depth:22.4% Handle:10.9% Vol:1.37x Target:12.10
7,COHN,2026-04-16,CupHandle,23.21,2.18x,51.8,Depth:16.4% Handle:10.7% Vol:2.18x Target:25.93
8,AAp,2026-04-10,CupHandle,54.59,1.35x,38.5,Depth:28.9% Handle:4.8% Vol:1.35x Target:69.90
9,AAP,2026-04-10,CupHandle,54.59,1.35x,38.5,Depth:28.9% Handle:4.8% Vol:1.35x Target:69.90
10,LGL,2026-04-17,CupHandle,7.18,3.86x,68.6,Depth:27.6% Handle:12.5% Vol:3.86x Target:9.26
11,UUU,2026-04-07,CupHandle,6.05,2.21x,47.1,Depth:28.9% Handle:10.2% Vol:2.21x Target:7.52
12,ESP,2026-04-15,CupHandle,64.80,2.78x,57.8,Depth:25.4% Handle:15.0% Vol:2.78x Target:77.00
13,ORLA,2026-04-14,CupHandle,17.79,1.57x,45.7,Depth:15.4% Handle:1.2% Vol:1.57x Target:19.50
14,CIX,2026-04-09,CupHandle,23.27,1.88x,43.8,Depth:14.0% Handle:0.0% Vol:1.88x Target:26.57
15,AXIL,2026-04-08,CupHandle,7.14,1.95x,44.5,Depth:30.7% Handle:14.2% Vol:1.95x Target:9.04
16,CVR,2026-04-16,CupHandle,10.77,1.33x,43.3,Depth:15.3% Handle:0.0% Vol:1.33x Target:12.30
17,BDL,2026-04-08,CupHandle,32.00,3.85x,63.5,Depth:13.2% Handle:0.0% Vol:3.85x Target:36.18
18,AULTpD,2026-04-09,CupHandle,22.00,16.66x,75.0,Depth:18.4% Handle:3.0% Vol:16.66x Target:26.10
19,CKX,2026-04-13,CupHandle,10.72,16.85x,80.0,Depth:22.3% Handle:7.2% Vol:16.85x Target:13.21
20,CVR,2026-04-09,CupHandle,10.26,2.94x,54.4,Depth:18.0% Handle:0.5% Vol:2.94x Target:12.12
