# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-02-18
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,USCF,2026-02-11,DarvasBox,35.33,4.89x,71.9,Box:[33.69-34.73] Ht:3.0% Vol:4.89x Boxes:2 Stop:33.69
2,ROIV,2026-02-06,DarvasBox,25.82,4.31x,61.1,Box:[20.98-23.91] Ht:12.3% Vol:4.31x Boxes:4 Stop:20.98
3,FSFG,2026-01-30,DarvasBox,33.98,8.15x,68.0,Box:[31.28-33.35] Ht:6.2% Vol:8.15x Boxes:6 Stop:31.28
4,EQFN,2026-02-06,DarvasBox,16.25,4.68x,64.8,Box:[15.50-16.00] Ht:3.1% Vol:4.68x Boxes:2 Stop:15.50
5,GLDD,2026-02-11,DarvasBox,16.95,12.66x,73.0,Box:[14.60-16.72] Ht:12.7% Vol:12.66x Boxes:5 Stop:14.60
6,MESO,2026-02-10,CupHandle,17.99,1.51x,40.1,Depth:20.2% Handle:4.5% Vol:1.51x Target:21.56
7,GLIBK,2026-02-10,CupHandle,39.90,1.43x,39.3,Depth:20.8% Handle:4.7% Vol:1.43x Target:47.75
8,GLIBK,2026-02-05,CupHandle,38.80,1.54x,35.4,Depth:19.4% Handle:2.9% Vol:1.54x Target:46.00
9,RIGL,2026-02-18,CupHandle,35.72,1.30x,43.0,Depth:24.6% Handle:13.7% Vol:1.30x Target:44.34
10,EYPT,2026-02-17,CupHandle,14.91,7.88x,80.0,Depth:28.9% Handle:5.6% Vol:7.88x Target:18.84
11,LINC,2026-02-13,DarvasBox,28.90,3.35x,61.5,Box:[25.27-28.22] Ht:10.5% Vol:3.35x Boxes:3 Stop:25.27
12,GLIBK,2026-02-09,CupHandle,38.98,1.43x,39.3,Depth:20.9% Handle:5.6% Vol:1.43x Target:46.88
13,STLY,2026-02-05,CupHandle,4.67,30.00x,70.0,Depth:22.1% Handle:0.0% Vol:30.00x Target:5.68
14,DVXB,2026-02-03,CupHandle,28.80,1.43x,34.3,Depth:21.0% Handle:0.0% Vol:1.43x Target:34.32
15,BUUU,2026-01-30,CupHandle,11.49,4.51x,65.1,Depth:26.8% Handle:13.2% Vol:4.51x Target:13.58
16,PEBK,2026-02-10,DarvasBox,38.86,2.34x,46.4,Box:[34.94-38.28] Ht:8.7% Vol:2.34x Boxes:4 Stop:34.94
17,GLIBK,2026-02-04,CupHandle,39.10,2.50x,45.0,Depth:21.4% Handle:5.0% Vol:2.50x Target:47.22
18,HYP,2026-02-03,CupHandle,27.11,3.71x,57.1,Depth:20.9% Handle:6.6% Vol:3.71x Target:32.68
19,DXJS,2026-02-06,DarvasBox,55.02,5.84x,68.0,Box:[49.62-52.30] Ht:5.1% Vol:5.84x Boxes:8 Stop:49.62
20,PPH,2026-02-09,DarvasBox,109.86,2.21x,45.1,Box:[103.48-107.28] Ht:3.5% Vol:2.21x Boxes:6 Stop:103.48
