# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-06-11
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GRC,2026-06-11,DarvasBox,82.82,2.26x,50.6,Box:[68.94-79.54] Ht:13.3% Vol:2.26x Boxes:7 Stop:68.94
2,BNS,2026-05-27,DarvasBox,80.68,3.24x,50.4,Box:[76.25-79.00] Ht:3.5% Vol:3.24x Boxes:6 Stop:76.25
3,VOYA,2026-06-08,DarvasBox,88.48,1.94x,47.4,Box:[78.52-84.00] Ht:6.5% Vol:1.94x Boxes:5 Stop:78.52
4,TD,2026-05-27,DarvasBox,112.20,3.07x,48.7,Box:[105.81-109.22] Ht:3.1% Vol:3.07x Boxes:8 Stop:105.81
5,UBS,2026-06-09,CupHandle,47.86,1.88x,48.8,Depth:25.8% Handle:3.4% Vol:1.88x Target:60.14
6,DCO,2026-06-11,DarvasBox,165.00,1.78x,45.8,Box:[138.46-156.32] Ht:11.4% Vol:1.78x Boxes:11 Stop:138.46
7,HGV,2026-05-29,CupHandle,52.02,1.31x,33.1,Depth:24.0% Handle:2.7% Vol:1.31x Target:63.82
8,XHR,2026-06-03,DarvasBox,17.76,1.73x,40.3,Box:[15.81-17.23] Ht:8.2% Vol:1.73x Boxes:5 Stop:15.81
9,TDI,2026-06-02,DarvasBox,46.47,4.68x,69.8,Box:[43.58-45.74] Ht:4.7% Vol:4.68x Boxes:6 Stop:43.58
10,IVT,2026-06-08,DarvasBox,34.28,6.95x,78.0,Box:[30.66-33.19] Ht:7.6% Vol:6.95x Boxes:7 Stop:30.66
11,ARES,2026-06-02,CupHandle,128.28,1.46x,39.6,Depth:27.1% Handle:2.3% Vol:1.46x Target:163.90
12,KREF,2026-06-08,CupHandle,6.97,2.11x,51.1,Depth:25.5% Handle:1.7% Vol:2.11x Target:8.77
13,FVR,2026-06-09,DarvasBox,19.47,1.95x,47.5,Box:[17.28-18.68] Ht:7.5% Vol:1.95x Boxes:3 Stop:17.28
14,ARES,2026-05-29,CupHandle,128.50,1.61x,36.1,Depth:27.1% Handle:6.5% Vol:1.61x Target:164.12
15,EXG,2026-06-01,CupHandle,9.52,1.47x,39.7,Depth:16.1% Handle:0.0% Vol:1.47x Target:11.09
16,GPRK,2026-06-01,DarvasBox,11.34,2.89x,51.9,Box:[9.48-10.51] Ht:9.8% Vol:2.89x Boxes:3 Stop:9.48
17,EVR,2026-05-29,CupHandle,340.86,1.42x,34.2,Depth:23.3% Handle:0.7% Vol:1.42x Target:421.45
18,TECK,2026-06-02,DarvasBox,70.56,1.60x,39.0,Box:[58.50-67.67] Ht:13.5% Vol:1.60x Boxes:3 Stop:58.50
19,FBP,2026-06-08,CupHandle,24.49,3.34x,63.4,Depth:18.9% Handle:4.8% Vol:3.34x Target:29.06
20,TECK,2026-06-02,CupHandle,70.56,1.68x,41.8,Depth:28.2% Handle:5.0% Vol:1.68x Target:88.06
