# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-07-28
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,BLFS,2026-07-22,DarvasBox,31.15,9.52x,73.0,Box:[26.98-30.00] Ht:10.1% Vol:9.52x Boxes:3 Stop:26.98
2,COWS,2026-07-16,DarvasBox,37.53,3.50x,53.0,Box:[35.84-36.98] Ht:3.1% Vol:3.50x Boxes:7 Stop:35.84
3,VFLO,2026-07-28,DarvasBox,49.56,1.84x,46.4,Box:[44.80-48.24] Ht:7.1% Vol:1.84x Boxes:11 Stop:44.80
4,FRBA,2026-07-28,DarvasBox,18.87,1.90x,47.0,Box:[16.97-18.19] Ht:6.7% Vol:1.90x Boxes:7 Stop:16.97
5,LQDT,2026-07-16,DarvasBox,41.02,2.31x,41.1,Box:[36.36-39.93] Ht:8.9% Vol:2.31x Boxes:3 Stop:36.36
6,VGSR,2026-07-23,CupHandle,11.58,8.08x,80.0,Depth:13.7% Handle:0.9% Vol:8.08x Target:13.16
7,NFBK,2026-07-20,DarvasBox,15.31,3.01x,53.1,Box:[14.42-15.01] Ht:3.9% Vol:3.01x Boxes:7 Stop:14.42
8,LARK,2026-07-28,CupHandle,32.02,1.73x,47.3,Depth:22.8% Handle:0.7% Vol:1.73x Target:38.98
9,CLOD,2026-07-14,CupHandle,31.93,1.71x,37.1,Depth:20.8% Handle:9.7% Vol:1.71x Target:38.42
10,MDRR,2026-07-20,CupHandle,11.60,1.34x,38.4,Depth:18.4% Handle:0.0% Vol:1.34x Target:13.74
11,CLOD,2026-07-09,CupHandle,32.07,1.70x,37.0,Depth:21.6% Handle:4.1% Vol:1.70x Target:38.88
12,IRMD,2026-07-08,CupHandle,96.31,1.84x,38.4,Depth:23.3% Handle:5.9% Vol:1.84x Target:119.74
13,BASG,2026-07-14,CupHandle,27.20,2.92x,49.2,Depth:17.8% Handle:2.2% Vol:2.92x Target:31.94
14,CDW,2026-07-09,CupHandle,140.21,1.50x,35.0,Depth:24.9% Handle:1.5% Vol:1.50x Target:172.42
15,LGRO,2026-07-23,CupHandle,43.17,1.59x,45.9,Depth:15.2% Handle:0.5% Vol:1.59x Target:49.57
16,QOWZ,2026-07-16,CupHandle,35.02,4.65x,66.5,Depth:15.0% Handle:2.7% Vol:4.65x Target:40.40
17,ACNT,2026-07-28,CupHandle,15.49,1.44x,44.4,Depth:21.1% Handle:9.3% Vol:1.44x Target:18.72
18,FCBC,2026-07-22,DarvasBox,46.91,2.54x,48.4,Box:[43.05-45.84] Ht:6.1% Vol:2.54x Boxes:6 Stop:43.05
19,CPSS,2026-07-15,CupHandle,9.63,1.53x,35.3,Depth:22.3% Handle:4.7% Vol:1.53x Target:11.77
20,HSIC,2026-07-16,CupHandle,88.26,1.42x,34.2,Depth:23.1% Handle:4.3% Vol:1.42x Target:108.85
