# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-03-16
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,INTT,2026-02-27,DarvasBox,11.65,5.59x,68.0,Box:[9.35-10.88] Ht:14.1% Vol:5.59x Boxes:2 Stop:9.35
2,BDL,2026-03-12,CupHandle,34.42,2.18x,51.8,Depth:18.2% Handle:0.0% Vol:2.18x Target:40.57
3,AXIL,2026-03-02,CupHandle,7.10,2.47x,44.7,Depth:27.3% Handle:0.0% Vol:2.47x Target:8.71
4,BDL,2026-02-25,CupHandle,33.70,7.20x,70.0,Depth:21.7% Handle:0.0% Vol:7.20x Target:40.99
5,UUU,2026-03-10,CupHandle,5.59,3.82x,63.2,Depth:29.2% Handle:10.7% Vol:3.82x Target:7.09
6,ACU,2026-02-24,Spoon,44.98,0.78x,22.8,Depth:19.7% Roundness:0.00 Vol:0.78x Days:102
7,ISOU,2026-03-05,CupHandle,10.87,1.42x,34.2,Depth:29.9% Handle:14.7% Vol:1.42x Target:13.93
8,NML,2026-02-27,DarvasBox,10.22,1.77x,35.7,Box:[9.62-9.94] Ht:3.2% Vol:1.77x Boxes:7 Stop:9.62
9,BKTI,2026-03-02,CupHandle,86.62,1.36x,33.6,Depth:28.1% Handle:7.4% Vol:1.36x Target:110.04
10,CMCL,2026-03-03,CupHandle,29.79,1.52x,35.2,Depth:24.8% Handle:12.5% Vol:1.52x Target:37.37
11,ACU,2026-03-16,CupHandle,46.00,4.02x,70.2,Depth:22.5% Handle:3.3% Vol:4.02x Target:56.24
12,CIX,2026-03-05,CupHandle,24.24,2.17x,41.7,Depth:18.5% Handle:0.0% Vol:2.17x Target:28.85
13,BDL,2026-03-10,CupHandle,33.74,1.30x,38.0,Depth:15.5% Handle:11.7% Vol:1.30x Target:38.78
14,EGG,2026-03-12,CupHandle,5.35,1.62x,46.2,Depth:32.8% Handle:9.9% Vol:1.62x Target:7.06
15,ISOU,2026-03-02,CupHandle,11.92,1.37x,33.7,Depth:32.2% Handle:15.0% Vol:1.37x Target:15.33
16,AXIL,2026-02-26,CupHandle,7.00,1.85x,38.5,Depth:28.5% Handle:0.0% Vol:1.85x Target:8.71
17,EGG,2026-03-13,CupHandle,6.00,1.53x,45.3,Depth:32.4% Handle:10.1% Vol:1.53x Target:7.68
18,CIX,2026-03-12,CupHandle,24.30,1.81x,48.1,Depth:17.2% Handle:2.4% Vol:1.81x Target:28.52
19,ACU,2026-02-26,CupHandle,45.88,1.46x,34.6,Depth:21.8% Handle:9.5% Vol:1.46x Target:55.72
20,CIX,2026-03-02,CupHandle,24.87,2.15x,41.5,Depth:18.5% Handle:4.1% Vol:2.15x Target:29.48
