# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-03-25
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,FIVE,2026-03-19,DarvasBox,235.17,4.47x,67.7,Box:[206.75-229.33] Ht:9.8% Vol:4.47x Boxes:6 Stop:206.75
2,DNLI,2026-03-09,CupHandle,21.31,1.47x,34.7,Depth:21.8% Handle:6.3% Vol:1.47x Target:25.60
3,NSYS,2026-03-12,CupHandle,9.51,2.63x,46.3,Depth:31.6% Handle:0.0% Vol:2.63x Target:12.51
4,INTG,2026-03-11,CupHandle,35.90,2.13x,41.3,Depth:23.5% Handle:0.3% Vol:2.13x Target:43.55
5,ASTH,2026-03-20,CupHandle,24.23,1.60x,46.0,Depth:25.3% Handle:2.6% Vol:1.60x Target:30.34
6,SCHL,2026-03-20,DarvasBox,37.25,5.74x,78.0,Box:[32.86-36.24] Ht:9.3% Vol:5.74x Boxes:3 Stop:32.86
7,WEEI,2026-03-24,DarvasBox,24.65,7.64x,78.0,Box:[23.50-24.27] Ht:3.2% Vol:7.64x Boxes:2 Stop:23.50
8,FAST,2026-03-05,CupHandle,47.30,1.49x,34.9,Depth:18.4% Handle:1.4% Vol:1.49x Target:56.02
9,VIRT,2026-03-24,CupHandle,43.33,1.68x,46.8,Depth:24.8% Handle:3.7% Vol:1.68x Target:53.75
10,VMD,2026-03-09,DarvasBox,9.29,3.65x,54.5,Box:[7.98-8.94] Ht:10.7% Vol:3.65x Boxes:1 Stop:7.98
11,LSAK,2026-03-13,CupHandle,4.92,2.88x,48.8,Depth:23.3% Handle:10.5% Vol:2.88x Target:6.02
12,SPC,2026-03-16,CupHandle,19.49,3.29x,57.9,Depth:12.4% Handle:0.0% Vol:3.29x Target:21.87
13,ARLP,2026-03-19,DarvasBox,28.43,2.06x,43.6,Box:[26.97-27.83] Ht:3.1% Vol:2.06x Boxes:7 Stop:26.97
14,LBTYB,2026-03-20,CupHandle,14.17,2.61x,56.1,Depth:22.4% Handle:15.0% Vol:2.61x Target:17.11
15,DMLP,2026-03-06,CupHandle,26.88,1.46x,34.6,Depth:21.3% Handle:5.8% Vol:1.46x Target:32.36
16,AMTB,2026-03-05,CupHandle,21.72,2.15x,41.5,Depth:27.3% Handle:5.3% Vol:2.15x Target:27.57
17,QQDN,2026-03-20,CupHandle,32.24,5.41x,80.0,Depth:23.0% Handle:14.2% Vol:5.41x Target:39.12
18,DNLI,2026-03-20,CupHandle,20.17,2.47x,54.7,Depth:25.6% Handle:12.1% Vol:2.47x Target:25.46
19,TERN,2026-03-18,CupHandle,47.78,1.66x,41.6,Depth:26.0% Handle:14.6% Vol:1.66x Target:59.53
20,INTG,2026-03-18,CupHandle,37.51,1.76x,42.6,Depth:23.8% Handle:3.6% Vol:1.76x Target:45.30
