# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: AMEX_Yahoo | End Date: 2026-03-05
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,INTT,2026-02-27,DarvasBox,11.65,69.0,3,83.9,52.3,6.2,100.0,3.8
2,SIM,2026-02-20,CupHandle,32.48,67.2,3,83.0,33.9,75.0,0.0,19.9
3,BDL,2026-02-25,CupHandle,33.70,65.8,3,73.3,55.7,89.6,18.9,21.9
4,AXIL,2026-03-02,CupHandle,7.10,62.7,4,70.4,46.8,87.0,75.2,21.2
5,CIX,2026-03-05,CupHandle,24.24,61.7,4,71.2,65.8,49.5,56.3,20.4
6,CMCL,2026-03-03,CupHandle,29.79,56.0,4,74.5,8.4,78.1,42.6,1.0
7,BHM,2026-03-03,CupHandle,11.70,55.9,4,66.8,65.9,41.1,62.4,21.1
8,BKTI,2026-03-02,CupHandle,86.62,53.6,4,72.9,32.6,40.1,51.9,13.6
9,ISOU,2026-03-05,CupHandle,10.87,53.3,4,66.7,28.9,71.9,69.0,0.9
10,LGCY,2026-02-13,CupHandle,11.55,49.7,4,62.0,74.5,9.4,62.4,3.0
11,NML,2026-02-27,DarvasBox,10.22,48.7,4,69.9,41.2,5.2,61.8,0.0
12,CKX,2026-02-20,CupHandle,11.99,48.7,4,68.3,48.7,29.2,15.1,20.7
13,ACU,2026-02-26,CupHandle,45.88,47.8,4,69.7,11.4,59.9,63.9,17.9
14,LGL,2026-02-20,CupHandle,7.39,46.4,4,65.2,45.7,34.4,31.8,18.9
15,SCCF,2026-02-23,CupHandle,23.55,44.6,4,57.1,35.9,89.6,41.8,19.7
