# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-09-07
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,AMPH,2026-09-04,CupHandle,23.18,1.54x,45.4,Depth:24.6% Handle:9.2% Vol:1.54x Target:28.60
2,STRD,2026-09-03,CupHandle,75.85,1.38x,43.8,Depth:34.6% Handle:6.9% Vol:1.38x Target:101.83
3,MRX,2026-09-04,DarvasBox,78.27,2.41x,52.1,Box:[69.43-75.40] Ht:7.9% Vol:2.41x Boxes:3 Stop:69.43
4,BLTE,2026-09-04,CupHandle,193.61,4.38x,73.8,Depth:23.2% Handle:14.7% Vol:4.38x Target:232.78
5,VOD,2026-09-04,CupHandle,16.90,1.73x,47.3,Depth:19.3% Handle:4.4% Vol:1.73x Target:19.99
6,LMNR,2026-09-03,CupHandle,15.00,2.13x,51.3,Depth:17.3% Handle:7.4% Vol:2.13x Target:17.44
7,BRRR,2026-09-03,CupHandle,23.06,1.69x,46.9,Depth:28.3% Handle:9.0% Vol:1.69x Target:29.51
8,NCIQ,2026-08-31,CupHandle,19.88,4.26x,67.6,Depth:25.0% Handle:1.7% Vol:4.26x Target:24.68
9,ASND,2026-09-03,CupHandle,271.12,2.04x,50.4,Depth:20.6% Handle:7.5% Vol:2.04x Target:323.92
10,ESGE,2026-09-04,CupHandle,55.54,1.39x,43.9,Depth:13.5% Handle:3.8% Vol:1.39x Target:63.16
11,BSVN,2026-09-04,DarvasBox,57.43,2.96x,57.6,Box:[51.11-55.41] Ht:7.8% Vol:2.96x Boxes:7 Stop:51.11
12,CNXC,2026-08-31,CupHandle,30.10,1.46x,39.6,Depth:29.1% Handle:1.0% Vol:1.46x Target:37.94
13,GNOM,2026-08-19,DarvasBox,66.48,2.21x,40.1,Box:[53.00-59.48] Ht:10.9% Vol:2.21x Boxes:4 Stop:53.00
14,TRMD,2026-08-27,CupHandle,31.80,1.94x,39.4,Depth:20.4% Handle:2.6% Vol:1.94x Target:38.33
15,SFWL,2026-09-03,CupHandle,0.89,2.95x,59.5,Depth:29.0% Handle:1.6% Vol:2.95x Target:1.14
16,XOVR,2026-09-03,CupHandle,21.17,2.83x,58.3,Depth:20.1% Handle:3.9% Vol:2.83x Target:25.30
17,MAGS,2026-09-03,CupHandle,70.43,2.28x,52.8,Depth:18.8% Handle:2.2% Vol:2.28x Target:83.15
18,DGRE,2026-09-04,CupHandle,41.68,1.80x,48.0,Depth:12.2% Handle:2.7% Vol:1.80x Target:46.71
19,SPFI,2026-09-03,CupHandle,45.29,1.50x,45.0,Depth:13.6% Handle:14.4% Vol:1.50x Target:51.27
20,CNXC,2026-09-01,CupHandle,32.28,2.05x,45.5,Depth:28.0% Handle:10.2% Vol:2.05x Target:39.71
