# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-09-08
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,TECK,2026-09-08,CupHandle,71.97,1.49x,44.9,Depth:23.6% Handle:2.2% Vol:1.49x Target:88.57
2,CRT,2026-09-08,CupHandle,11.22,2.39x,53.9,Depth:23.2% Handle:4.7% Vol:2.39x Target:13.75
3,STXE,2026-09-08,CupHandle,51.98,9.97x,80.0,Depth:14.1% Handle:1.0% Vol:9.97x Target:59.17
4,WOR,2026-09-02,CupHandle,59.54,2.59x,50.9,Depth:23.8% Handle:9.8% Vol:2.59x Target:73.61
5,NOMD,2026-08-24,CupHandle,12.10,2.47x,44.7,Depth:26.3% Handle:14.3% Vol:2.47x Target:15.31
6,NRT,2026-09-08,CupHandle,9.37,2.79x,57.9,Depth:26.2% Handle:4.5% Vol:2.79x Target:11.79
7,GNW,2026-09-03,DarvasBox,10.38,2.35x,51.5,Box:[9.80-10.27] Ht:4.6% Vol:2.35x Boxes:10 Stop:9.80
8,OPY,2026-09-03,CupHandle,124.74,1.63x,46.3,Depth:23.0% Handle:6.3% Vol:1.63x Target:151.60
9,OPY,2026-09-01,CupHandle,119.61,1.33x,38.3,Depth:22.4% Handle:6.4% Vol:1.33x Target:145.60
10,TEN,2026-09-02,CupHandle,43.25,1.40x,39.0,Depth:20.9% Handle:5.2% Vol:1.40x Target:52.47
11,DFIN,2026-09-04,CupHandle,50.92,1.76x,47.6,Depth:26.0% Handle:6.1% Vol:1.76x Target:63.64
12,BCH,2026-09-02,CupHandle,42.38,1.82x,43.2,Depth:23.4% Handle:4.0% Vol:1.82x Target:52.62
13,WF,2026-09-08,CupHandle,76.09,1.71x,47.1,Depth:23.3% Handle:3.9% Vol:1.71x Target:92.88
14,NEXA,2026-08-21,CupHandle,15.40,2.01x,40.1,Depth:23.6% Handle:2.8% Vol:2.01x Target:18.97
15,UGP,2026-09-03,CupHandle,7.16,1.49x,44.9,Depth:25.0% Handle:0.6% Vol:1.49x Target:8.70
16,BCH,2026-08-25,CupHandle,42.65,1.52x,35.2,Depth:21.4% Handle:6.3% Vol:1.52x Target:51.81
17,ASX,2026-09-08,CupHandle,39.79,1.50x,45.0,Depth:21.4% Handle:8.4% Vol:1.50x Target:48.24
18,MRK,2026-08-19,DarvasBox,152.20,4.00x,58.0,Box:[126.22-135.05] Ht:6.5% Vol:4.00x Boxes:4 Stop:126.22
19,DB,2026-08-19,CupHandle,38.03,1.60x,36.0,Depth:25.0% Handle:3.5% Vol:1.60x Target:47.42
20,WTRG,2026-08-24,Spoon,41.34,1.34x,28.4,Depth:10.6% Roundness:0.00 Vol:1.34x Days:97
