# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-02-15
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,STLY,2026-02-05,CupHandle,4.67,30.00x,75.0,Depth:22.1% Handle:0.0% Vol:30.00x Target:5.68
2,DAKT,2026-01-29,CupHandle,22.46,1.57x,35.7,Depth:25.0% Handle:3.3% Vol:1.57x Target:28.15
3,APEI,2026-02-05,CupHandle,44.28,1.51x,40.1,Depth:25.7% Handle:3.6% Vol:1.51x Target:54.75
4,ORBT,2026-02-10,CupHandle,5.18,2.16x,51.6,Depth:33.3% Handle:4.2% Vol:2.16x Target:6.83
5,DAKT,2026-02-02,CupHandle,23.56,2.65x,46.5,Depth:24.6% Handle:7.2% Vol:2.65x Target:29.14
6,DVXB,2026-02-03,CupHandle,28.80,1.43x,34.3,Depth:21.0% Handle:0.0% Vol:1.43x Target:34.32
7,BUUU,2026-01-30,CupHandle,11.49,4.51x,65.1,Depth:26.8% Handle:13.2% Vol:4.51x Target:13.58
8,KOID,2026-01-26,CupHandle,34.20,3.35x,53.5,Depth:19.1% Handle:4.2% Vol:3.35x Target:40.67
9,PSIG,2026-02-02,CupHandle,6.44,16.98x,70.0,Depth:25.7% Handle:10.4% Vol:16.98x Target:7.59
10,QCMD,2026-02-04,CupHandle,24.74,11.49x,70.0,Depth:25.0% Handle:0.0% Vol:11.49x Target:30.73
11,PSIG,2026-02-13,CupHandle,5.59,8.21x,80.0,Depth:23.9% Handle:11.5% Vol:8.21x Target:6.64
12,AEBI,2026-02-02,CupHandle,15.14,1.70x,37.0,Depth:27.9% Handle:11.5% Vol:1.70x Target:19.12
13,HYP,2026-02-03,CupHandle,27.11,3.71x,57.1,Depth:20.9% Handle:6.6% Vol:3.71x Target:32.68
14,UBCP,2026-01-30,CupHandle,13.90,2.24x,42.4,Depth:12.1% Handle:1.2% Vol:2.24x Target:15.61
15,AVS,2026-02-04,CupHandle,10.55,2.19x,41.9,Depth:23.0% Handle:7.9% Vol:2.19x Target:12.94
16,CCFE,2026-02-02,CupHandle,28.24,20.82x,70.0,Depth:12.1% Handle:0.0% Vol:20.82x Target:31.62
17,LNSR,2026-01-27,CupHandle,12.48,1.81x,38.1,Depth:24.4% Handle:5.9% Vol:1.81x Target:15.53
18,ARCB,2026-01-29,CupHandle,85.31,2.39x,43.9,Depth:23.1% Handle:2.6% Vol:2.39x Target:103.19
19,SNEX,2026-02-02,CupHandle,113.80,2.00x,40.0,Depth:26.3% Handle:2.3% Vol:2.00x Target:143.12
20,SNEX,2026-01-29,CupHandle,112.24,1.91x,39.1,Depth:25.8% Handle:3.3% Vol:1.91x Target:140.77
