# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-02-12
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GLP,2026-02-11,CupHandle,48.44,2.52x,55.2,Depth:21.2% Handle:6.8% Vol:2.52x Target:58.92
2,AXR,2026-02-10,CupHandle,22.52,5.86x,80.0,Depth:18.9% Handle:3.7% Vol:5.86x Target:26.62
3,AXR,2026-02-11,CupHandle,23.57,1.73x,47.3,Depth:18.9% Handle:0.0% Vol:1.73x Target:27.67
4,USPH,2026-02-11,CupHandle,88.14,1.54x,45.4,Depth:21.8% Handle:7.8% Vol:1.54x Target:106.78
5,SEM,2026-02-12,CupHandle,16.29,2.33x,53.3,Depth:18.4% Handle:4.9% Vol:2.33x Target:19.14
6,KVUE,2026-02-04,CupHandle,18.01,1.94x,44.4,Depth:24.5% Handle:8.1% Vol:1.94x Target:22.51
7,GLP,2026-01-29,CupHandle,47.84,1.84x,38.4,Depth:14.5% Handle:13.5% Vol:1.84x Target:54.43
8,MPW,2026-02-11,CupHandle,5.70,1.37x,43.7,Depth:25.0% Handle:5.9% Vol:1.37x Target:6.97
9,EME,2026-02-12,CupHandle,782.93,1.54x,45.4,Depth:20.6% Handle:9.7% Vol:1.54x Target:929.40
10,WHR,2026-02-04,CupHandle,87.69,1.60x,41.0,Depth:24.7% Handle:8.8% Vol:1.60x Target:108.87
11,PEBpE,2026-02-12,CupHandle,20.20,3.56x,65.6,Depth:12.6% Handle:9.0% Vol:3.56x Target:22.76
12,HY,2026-02-05,CupHandle,34.81,2.62x,51.2,Depth:27.5% Handle:9.2% Vol:2.62x Target:44.71
13,WAL,2026-02-03,CupHandle,91.35,1.59x,40.9,Depth:24.6% Handle:0.6% Vol:1.59x Target:113.57
14,EME,2026-02-11,CupHandle,808.51,1.30x,43.0,Depth:20.4% Handle:8.3% Vol:1.30x Target:952.93
15,GEF,2026-01-28,CupHandle,72.46,1.52x,35.2,Depth:23.3% Handle:0.7% Vol:1.52x Target:89.29
16,CNM,2026-01-26,CupHandle,57.14,2.06x,40.6,Depth:22.9% Handle:6.0% Vol:2.06x Target:70.22
17,RAL,2026-01-23,CupHandle,53.73,1.49x,34.9,Depth:26.0% Handle:6.5% Vol:1.49x Target:68.03
18,MATV,2026-02-04,CupHandle,13.79,1.52x,40.2,Depth:25.8% Handle:5.7% Vol:1.52x Target:17.14
19,CNH,2026-02-04,CupHandle,11.96,1.69x,41.9,Depth:19.6% Handle:4.1% Vol:1.69x Target:14.15
20,CMP,2026-01-23,CupHandle,25.57,1.90x,39.0,Depth:20.2% Handle:3.1% Vol:1.90x Target:29.72
