# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-02-12
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,DAKT,2026-01-29,CupHandle,22.46,1.57x,35.7,Depth:25.0% Handle:3.3% Vol:1.57x Target:28.15
2,QCMD,2026-02-04,CupHandle,24.74,11.49x,75.0,Depth:25.0% Handle:0.0% Vol:11.49x Target:30.73
3,BUUU,2026-01-30,CupHandle,11.49,4.51x,65.1,Depth:26.8% Handle:13.2% Vol:4.51x Target:13.58
4,KOID,2026-01-26,CupHandle,34.20,3.35x,53.5,Depth:19.1% Handle:4.2% Vol:3.35x Target:40.67
5,DAKT,2026-02-02,CupHandle,23.56,2.65x,51.5,Depth:24.6% Handle:7.2% Vol:2.65x Target:29.14
6,MESO,2026-02-10,CupHandle,17.99,1.51x,45.1,Depth:20.2% Handle:4.5% Vol:1.51x Target:21.56
7,SNEX,2026-02-02,CupHandle,113.80,2.00x,45.0,Depth:26.3% Handle:2.3% Vol:2.00x Target:143.12
8,SNEX,2026-01-29,CupHandle,112.24,1.91x,39.1,Depth:25.8% Handle:3.3% Vol:1.91x Target:140.77
9,DVXB,2026-02-03,CupHandle,28.80,1.43x,39.3,Depth:21.0% Handle:0.0% Vol:1.43x Target:34.32
10,ORBT,2026-02-10,CupHandle,5.18,2.16x,51.6,Depth:33.3% Handle:4.2% Vol:2.16x Target:6.83
11,SNEX,2026-02-04,CupHandle,117.37,2.85x,53.5,Depth:25.4% Handle:5.8% Vol:2.85x Target:145.33
12,LNSR,2026-01-23,CupHandle,12.51,1.64x,36.4,Depth:23.4% Handle:6.9% Vol:1.64x Target:15.40
13,INVA,2026-02-03,CupHandle,21.00,2.16x,46.6,Depth:19.7% Handle:2.5% Vol:2.16x Target:25.05
14,FGBIP,2026-02-02,CupHandle,17.14,2.35x,48.5,Depth:19.3% Handle:6.7% Vol:2.35x Target:20.59
15,AVS,2026-02-04,CupHandle,10.55,2.19x,46.9,Depth:23.0% Handle:7.9% Vol:2.19x Target:12.94
16,WULF,2026-01-23,CupHandle,14.12,1.37x,33.7,Depth:21.2% Handle:10.0% Vol:1.37x Target:16.93
17,LNSR,2026-01-30,CupHandle,12.73,2.44x,44.4,Depth:23.4% Handle:8.7% Vol:2.44x Target:15.62
18,QCMD,2026-02-03,CupHandle,25.14,2.40x,49.0,Depth:25.9% Handle:3.1% Vol:2.40x Target:31.39
19,SWBI,2026-01-26,CupHandle,11.19,2.01x,40.1,Depth:21.7% Handle:8.5% Vol:2.01x Target:13.42
20,HYP,2026-02-03,CupHandle,27.11,3.71x,62.1,Depth:20.9% Handle:6.6% Vol:3.71x Target:32.68
