# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-02-08
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,DVXB,2026-02-03,CupHandle,28.80,1.43x,44.3,Depth:21.0% Handle:0.0% Vol:1.43x Target:34.32
2,PESI,2026-01-28,CupHandle,15.56,1.43x,34.3,Depth:24.6% Handle:1.4% Vol:1.43x Target:19.21
3,BUUU,2026-01-30,CupHandle,11.49,4.51x,70.1,Depth:26.8% Handle:13.2% Vol:4.51x Target:13.58
4,QCMD,2026-02-04,CupHandle,24.74,11.49x,80.0,Depth:25.0% Handle:0.0% Vol:11.49x Target:30.73
5,AIPO,2026-02-06,CupHandle,24.80,1.70x,47.0,Depth:19.9% Handle:1.7% Vol:1.70x Target:29.95
6,GLIBK,2026-02-05,CupHandle,38.80,1.54x,45.4,Depth:20.0% Handle:2.8% Vol:1.54x Target:46.27
7,KOID,2026-01-26,CupHandle,34.20,3.35x,53.5,Depth:19.1% Handle:4.2% Vol:3.35x Target:40.67
8,VEON,2026-01-22,CupHandle,55.28,2.63x,46.3,Depth:21.3% Handle:1.0% Vol:2.63x Target:66.84
9,GLIBA,2026-02-05,CupHandle,38.98,1.62x,46.2,Depth:22.3% Handle:0.3% Vol:1.62x Target:47.67
10,GLIBK,2026-02-04,CupHandle,39.10,2.50x,55.0,Depth:21.4% Handle:5.0% Vol:2.50x Target:47.22
11,GLIBA,2026-02-04,CupHandle,39.56,1.41x,44.1,Depth:21.1% Handle:4.7% Vol:1.41x Target:47.66
12,APEI,2026-02-05,CupHandle,44.28,1.51x,45.1,Depth:25.7% Handle:3.6% Vol:1.51x Target:54.75
13,INVA,2026-02-03,CupHandle,21.00,2.16x,51.6,Depth:19.9% Handle:2.4% Vol:2.16x Target:25.11
14,ADTN,2026-01-23,CupHandle,9.55,1.60x,36.0,Depth:24.7% Handle:1.7% Vol:1.60x Target:11.88
15,OFLX,2026-02-02,CupHandle,35.53,2.13x,46.3,Depth:22.6% Handle:5.8% Vol:2.13x Target:42.92
16,BIDU,2026-01-21,CupHandle,162.28,1.64x,36.4,Depth:25.3% Handle:5.4% Vol:1.64x Target:198.88
17,SPRX,2026-01-20,CupHandle,41.35,1.91x,39.1,Depth:18.3% Handle:2.0% Vol:1.91x Target:48.78
18,MBCN,2026-01-21,CupHandle,35.78,1.37x,33.7,Depth:21.7% Handle:5.7% Vol:1.37x Target:43.28
19,LNSR,2026-01-23,CupHandle,12.51,1.64x,36.4,Depth:23.4% Handle:6.9% Vol:1.64x Target:15.40
20,GLIBA,2026-02-03,CupHandle,38.73,1.95x,49.5,Depth:21.4% Handle:9.0% Vol:1.95x Target:46.94
